Título,Ubicación,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Piloto automático,Aire acondicionado,Dirección,Control de tracción,Capacidad de personas,Capacidad del tanque,Potencia,Largo,Altura,Ancho,Distancia entre ejes,Precio
Renault Sandero Stepway 1.6 Intens  Cvt,Bs.As. G.B.A. Oeste,Renault,Sandero Stepway,2019,1.6 Intens Cvt,Blanco,Nafta,5,Automática,1.6,Hatchback,76000,,,Hidráulica,,,,,,,,,14800
Honda Civic 1.8 Lxs At,Capital Federal,Honda,Civic,2007,1.8 Lxs At,,Nafta,4,Automática,1.8,Sedán,163000,,,,Delantera,5,50 L,140,4489,1450,1752,2700 mm,8199
Peugeot 408 1.6 Allure Pack Hdi 115cv,Capital Federal,Peugeot,408,2018,1.6 Allure Pack Hdi 115cv,Plateado,Diésel,4,Manual,1.6,Sedán,124000,,,Eléctrica,Delantera,5,60 L,115,4690,1505,1802,2710 mm,11000
Chevrolet Corsa 1.6 Con Gnc Financio (aty Automotores),Bs.As. G.B.A. Norte,Chevrolet,Corsa,2007,1.6 con gnc,,Nafta/GNC,4,,,,111111,,,,,,,,,,,,5500000
Chevrolet Tracker 1.8 Ltz+ Awd At 140cv,Capital Federal,Chevrolet,Tracker,2016,,Azul,Nafta,5,Automática,1.8,SUV,95000,Sí,Sí,Asistida,Integral,5,53 L,140,4248,1674,1657,2465 mm,19000000
Nissan Versa 1.6 Advance Mt,Bs.As. G.B.A. Sur,Nissan,Versa,2021,1.6 Advance Mt,Azul,Nafta,4,Manual,1.6,Sedán,10000,Sí,,,Delantera,5,52 L,107,4465,1533,1695,2600 mm,26000000
Peugeot 207 1.4 Sedan Hdi Xr,Córdoba,Peugeot,207,2012,1.4 Sedan Hdi Xr,Gris,Diésel,4,Manual,1.4,Sedán,140000,,Sí,Hidráulica,Delantera,5,50 L,70,4235,1441,1720,2540 mm,9100000
Chevrolet Onix 1.4 Joy Ls + 98cv,Jujuy,Chevrolet,Onix,2018,,Rojo,Nafta,5,,,,90000,,,,,,,,,,,,15000000
Fiat Toro 2.0 Freedom 4x2,Bs.As. G.B.A. Norte,Fiat,Toro,2017,2.0 Freedom 4x2,,Diésel,4,Manual,2.0,Pick-Up,100000,,,,4x2,5,60 L,170,4915,1690,1669,2443 mm,15500
Ford Focus III 2.0 Se Plus At6,Bs.As. G.B.A. Norte,Ford,Focus III,2016,2.0 Se Plus At6,,Nafta,5,Automática,2.0,Hatchback,110000,Sí,,Eléctrica,Delantera,5,55 L,170,4412,1484,1742,2630 mm,11300
Toyota Etios 1.5 X,Bs.As. Costa Atlántica,Toyota,Etios,2023,1.5 X,Blanco,Nafta,5,Manual,1.5,,56709,Sí,Sí,,,,,,,,,,21000000
Ford Ranger 2.2 Cd Xl Tdci 125cv 4x2,Bs.As. G.B.A. Sur,Ford,Ranger,2022,2.2 Cd Xl Tdci 125cv 4x2,Blanco,Diésel,2,Manual,2.2,Pick-Up,1355,,Sí,Eléctrica,4x2,5,80 L,125,5359,1800,1860,3220 mm,28900000
Renault Captur 2.0 Intens Manual,Bs.As. G.B.A. Norte,Renault,Captur,2017,2.0 Intens Manual,Negro,Nafta,5,Manual,2.0,SUV,109640,,,,,,,,,,,,19300000
Ford Ecosport 2.0 Titanium Powershift 4x2 Dps6,Bs.As. G.B.A. Sur,Ford,Ecosport,2014,2.0 Titanium Powershift 4x2 Dps6,Naranja,Nafta,5,Automática,2.0,SUV,130000,Sí,Sí,Asistida,4x2,5,52 L,143,4241,1693,1802,2710 mm,15000000
Volkswagen Up! 1.0 Take,Buenos Aires Interior,Volkswagen,,2017,1.0 Take,Blanco,Nafta,5,Manual,1,Hatchback,110000,No,Sí,assisted,Delantera,5,50 L,75,3605,1500,1645,2421 mm,12900000
Jeep Renegade 1.8 Sport At Plus,Bs.As. G.B.A. Sur,Jeep,Renegade,2017,1.8 Sport At Plus,Gris,Nafta,5,Automática,1.8,SUV,74900,Sí,,Hidráulica,4x4,5,60 L,128,4624,1670,1798,2570 mm,23000000
BMW Serie 1 2.0 120i Active 156cv,Buenos Aires Interior,BMW,Serie 1,2008,2.0 120i Active 156cv,Gris,Nafta,5,Manual,2.0,Hatchback,210000,,Sí,Hidráulica,Delantera,5,53 L,170,4239,1421,1687,2510 mm,12500
Citroen Aircross Feel,Bs.As. G.B.A. Norte,,C3 Aircross,2016,1.6 Vti 115 Feel,Blanco,Nafta,5,Manual,1.6,Monovolumen,83000,No,Sí,,,,,,,,,,14250000
Fiat Siena 1.4 El Pack Attractive,Bs.As. G.B.A. Sur,Fiat,Siena,2013,1.4 El Pack Attractive,,Nafta,4,Manual,1.4,Sedán,198000,,Sí,Hidráulica,Delantera,5,48 L,82,4155,1437,1689,2649 mm,8300000
Fiat Palio 1.4 Fire Pack Confort,Bs.As. G.B.A. Oeste,Fiat,Palio,2016,1.4 Fire Pack Confort,,Nafta,5,Manual,1.4,Hatchback,200000,,Sí,Hidráulica,Delantera,5,48 L,82,3827,1444,1922,3550 mm,9200000
Ford Fiesta Kinetic Design 1.6 Se Plus 120cv,Bs.As. G.B.A. Oeste,Ford,Fiesta Kinetic Design,2014,1.6 Se Plus 120cv,,Nafta,5,Manual,1.6,Hatchback,122000,Sí,,Eléctrica,Delantera,5,45 L,120,4066,1473,1801,2895 mm,10000
Peugeot Partner 1.4 Furgon Confort 5as,Buenos Aires Interior,Peugeot,Partner,2016,1.4 Furgon Confort 5as,Blanco,Nafta,3,Manual,1.4,Furgón,110000,,,Hidráulica,Delantera,2,55 L,75,4137,1800,1720,2728 mm,12500
Toyota Hilux Pick-Up 2.8 Cd Sr 177cv 4x4,Buenos Aires Interior,Toyota,Hilux Pick-Up,2023,2.8 Cd Sr 177cv 4x4,Gris,Diésel,4,Manual,2.8,Pick-Up,30000,,Sí,Hidráulica,4x4,5,80 L,177,5260,1850,1855,2860 mm,40500000
Chevrolet Cruze II 1.4 Lt 153cv,Entre Ríos,Chevrolet,Cruze II,2019,1.4 Lt 153cv,Blanco,Nafta,5,Manual,1.4,Hatchback,115000,Sí,Sí,Asistida,Delantera,5,60 L,153,4510,1477,1677,2467 mm,22300000
Fiat Cronos 1.3 GSE PRECISION CVT,Capital Federal,Fiat,Cronos,2023,1.3 GSE PRECISION CVT,Gris,Nafta,4,Automático,1,Sedán,14000,No,No,Asistida,4x2,5,48 L,99,4364,1508,1724,2521 mm,19900000
Volkswagen Saveiro 1.6 Gp Cs 101cv Safety,Buenos Aires Interior,Volkswagen,Saveiro,2018,1.6 Gp Cs 101cv Safety,,Nafta,2,Manual,1.6,Pick-Up,99999,,,Hidráulica,Delantera,2,55 L,101,4493,1497,1728,2753 mm,17800000
Suzuki Fun 1.4 3p 2007,Capital Federal,Suzuki,Fun,2007,1.4,Rojo,Nafta,3,,1.4,,77000,,,,,,,,,,,,5500
Volkswagen Fox 1.6 Comfortline Pack 5 p,Córdoba,Volkswagen,Fox,2012,1.6 Comfortline Pack 5 p,,Nafta,5,Manual,1.6,Hatchback,156000,,,Hidráulica,Delantera,5,50 L,101,3823,1544,1641,2465 mm,7200
Honda Civic 1.8 Exs At 140cv,Santa Fe,Honda,Civic,2014,1.8 Exs At 140cv,,Nafta,4,Automática,1.8,Sedán,103500,Sí,,Asistida,Delantera,5,57 L,140,4525,1450,1781,2578 mm,14500
Volkswagen Vento 2.0 Advance 115cv Summer Package,Bs.As. G.B.A. Norte,Volkswagen,Vento,2015,2.0 Advance 115cv Summer Package,,Nafta,4,Manual,2.0,Sedán,150000,Sí,Sí,Hidráulica,Delantera,5,55 L,115,4659,1473,1778,2651 mm,11500
Peugeot 207 1.4 Quiksilver 75cv,Bs.As. G.B.A. Sur,Peugeot,207,2012,1.4 Quiksilver 75cv,,Nafta,5,Manual,1.4,Hatchback,134000,,Sí,Hidráulica,Delantera,5,50 L,75,3872,1446,1669,2443 mm,7500
Chevrolet Prisma 1.4 Joy Ls + 98cv,Bs.As. G.B.A. Norte,Chevrolet,Prisma,2018,,Negro,Nafta,4,Manual,1.4,Sedán,102000,,,Asistida,Delantera,5,54 L,98,4275,1484,1656,2465 mm,13500000
Peugeot 208 1.5 Allure,Santa Fe,Peugeot,208,2013,1.5 Allure,,Nafta,5,Manual,1.5,Hatchback,130000,,Sí,Hidráulica,Delantera,5,55 L,90,3966,1472,1702,2541 mm,10800000
Renault Duster 1.6 Ph2 4x2 Dynamique,Capital Federal,Renault,Duster,2020,1.6 Ph2 4x2 Dynamique,Blanco,Nafta,5,Manual,1.6,SUV,74000,,,,4x2,5,50 L,110,4329,1683,1822,2674 mm,9700000
Toyota Hilux SRV 4x4 A/T,Buenos Aires Interior,Toyota,Hilux,2023,,,Diésel,4,Automática,2.8,Pick-Up,32700,Sí,,Hidráulica,4x4,5,80 L,177,5260,1850,1855,2860 mm,46000000
BMW Serie 1 1.6 120i Sport Line At 177cv,Mendoza,BMW,Serie 1,2016,1.6 120i Sport Line At 177cv,,Nafta,5,Automática,1.6,Hatchback,77000,,Sí,Asistida,Trasera,5,52 L,177,4324,1421,1716,2513 mm,30000
Toyota Hilux Pick-Up 2.8 Cd Srv 177cv 4x4,Bs.As. G.B.A. Sur,Toyota,Hilux Pick-Up,2017,2.8 Cd Srv 177cv 4x4,,Diésel,4,Manual,2.8,Pick-Up,165000,Sí,,Hidráulica,4x4,5,80 L,177,5260,1850,1855,2860 mm,25000
Mercedes-benz Clase E -,Chaco,,Clase E,1998,-,,Nafta,5,,,,120000,,,,,,,,,,,,17000000
Nissan Frontier 2.3 Le 4x4 Mt,Capital Federal,Nissan,Frontier,2016,LE 2.3 4x4 Mt,Gris,Diésel,4,Manual,,Pick-Up,98300,Sí,Sí,Hidráulica,4x4,,,,,,,,23900
Volkswagen Gol 1.4 Power 83cv,Mendoza,Volkswagen,Gol,2011,1.4 Power 83cv,Blanco,Nafta,3,Manual,1.4,Hatchback,113800,,,,Delantera,5,51 L,83,3951,1414,1645,2468 mm,8700000
Toyota RAV4 2.4 4x4 At,Córdoba,Toyota,RAV4,2009,2.4 4x4 At,Negro,Nafta,5,Automática,2.4,SUV,130000,Sí,,Eléctrica,4x4,5,60 L,170,4600,1685,1815,2660 mm,16300000
Volkswagen T-Cross 1.6 Highline At,Bs.As. G.B.A. Sur,Volkswagen,T-Cross,2019,1.6 Highline At,Naranja,Nafta,5,Automática,1.6,SUV,78227,Sí,Sí,Eléctrica,4x2,5,64 L,110,4199,1598,1760,2651 mm,20000
Ford Ranger 2.3 Cd Xl Plus 4x2,Chaco,Ford,Ranger,2009,2.3 Cd Xl Plus 4x2,,Nafta,4,Manual,2.3,Pick-Up,200000,,,Hidráulica,4x2,2,75 L,148,4811,1723,1780,2615 mm,12300000
Volkswagen Passat 2.0 I Luxury 4motion,Bs.As. G.B.A. Oeste,Volkswagen,Passat,2007,2.0 I Luxury 4motion,,Diésel,4,Manual,2.0,Sedán,135000,Sí,Sí,Eléctrica,Integral,5,70 L,140,4765,1472,1820,2709 mm,9550000
Volkswagen Golf 1.6 Trendline,Capital Federal,Volkswagen,Golf,2016,1.6 Trendline,Blanco,Nafta,5,Manual,1.6,Hatchback,79000,,,Eléctrica,Delantera,5,50 L,110,4255,1452,1799,2638 mm,14900
Fiat Siena Fire 1.4 MPI 8v A/A,Bs.As. G.B.A. Norte,Fiat,Siena,2011,,Rojo,Nafta,4,Manual,1.4,Sedán,190000,,No,Hidráulica,Delantera,5,48 L,82,4135,1453,1850,3150 mm,8900000
Kia Sportage EX 2.0 A/T,Bs.As. Costa Atlántica,Kia,Sportage,2016,,,Nafta,5,Manual,2.0,SUV,75000,Sí,,Eléctrica,Delantera,5,55 L,154,4445,1645,1855,2640 mm,28000
Audi A1 1.2 Attraction Tfsi 86cv,Bs.As. G.B.A. Norte,Audi,A1,2014,1.2 Attraction Tfsi 86cv,Blanco,Nafta,3,Manual,1.2,Hatchback,118000,No,Sí,Asistida,Delantera,4,45 L,86,3954,1416,1826,2808 mm,13000
Ford Ka 1.0 Fly Viral 63cv,Bs.As. G.B.A. Sur,Ford,Ka,2014,1.0 Fly Viral 63cv,,Nafta,3,Manual,1.0,Hatchback,105000,,,Hidráulica,Delantera,5,45 L,63,3836,1420,1777,2625 mm,7200000
Toyota Etios 1.5 Sedan Xls,Bs.As. G.B.A. Norte,Toyota,Etios,2021,1.5 Sedan Xls,Plateado,Nafta,4,Manual,1.5,Sedán,43000,,,Eléctrica,Delantera,5,45 L,103,4265,1510,1695,2460 mm,21000000
Renault Kangoo 1.9 Rld Ab 2 Plc,Bs.As. G.B.A. Oeste,Renault,Kangoo,2000,1.9 Rld Ab 2 Plc,Rojo,Diésel,5,Manual,1.9,Rural,350000,No,No,Hidráulica,Delantera,5,50 L,65,4040,1820,1670,2600 mm,3000
Toyota Hilux 2.8 Cd Srv 177cv 4x4 At,Bs.As. G.B.A. Sur,Toyota,Hilux,2022,2.8 Cd Srv 177cv 4x4 At,Blanco,Diésel,4,Automática,2.8,Pick-Up,22000,Sí,Sí,Hidráulica,4x4,5,80 L,177,5260,1850,1855,2860 mm,47000000
Ford Fiesta Kinetic Sedan 1.6 S Plus,Bs.As. G.B.A. Sur,Ford,Fiesta Kinetic,2014,Sedan 1.6 S Plus,Blanco,Nafta/GNC,4,Manual,1.6,Sedán,205000,,Sí,Hidráulica,Delantera,5,54 L,98,3908,1497,1810,2450 mm,11000000
Volkswagen Golf 1.6 Comfortline,Bs.As. Costa Atlántica,Volkswagen,Golf,2006,1.6 Comfortline,Verde,Nafta,5,Manual,1.6,Hatchback,200000,,Sí,Hidráulica,Delantera,5,55 L,100,4149,1459,1735,2515 mm,7500
Renault Duster 1.6 Ph2 4x2 Privilege 110cv,Bs.As. G.B.A. Sur,Renault,Duster,2018,1.6 Ph2 4x2 Privilege 110cv,Blanco,Nafta,5,Manual,1.6,SUV,68000,No,,,4x2,5,50 L,110,4329,1683,1822,2674 mm,16900
Chevrolet Cruze 1.4 Ltz At Sedan,Córdoba,Chevrolet,Cruze,2017,1.4 Ltz At Sedan,Blanco,Nafta,4,Automática,1.4,Sedán,100000,No,Sí,Eléctrica,Delantera,5,52 L,153,4665,1484,2042,2700 mm,15500
"Toyota Hilux Sw4 3.0 Turbo Diésel 1999,motor Nuevo",Bs.As. G.B.A. Norte,Toyota,Hilux SW4,1999,3.0 turbo diésel,Celeste,Diésel,5,Manual,3.0,Van,20000,No,Sí,Hidráulica,Delantera,,,,,,,,13000
Dodge Journey 3.6 R/t Fwd 286cv,Capital Federal,Dodge,Journey,2013,,Negro,Nafta,5,Automática,3.6,SUV,68000,Sí,Sí,Hidráulica,4x2,5,78 L,,4887,1692,1943,2915 mm,22900
Ford Ranger 2.2 Cd 4x2 Xl Safety Tdci 125cv,Buenos Aires Interior,Ford,Ranger,2013,2.2 Cd 4x2 Xl Safety Tdci 125cv,,Diésel,4,Manual,2.2,Pick-Up,143000,,,Eléctrica,4x2,5,80 L,125,5359,1800,1850,3220 mm,18700000
Chevrolet Spin 1.8 Ltz 5as 105cv,Bs.As. G.B.A. Oeste,Chevrolet,Spin,2016,1.8 Ltz 5as 105cv,Blanco,Nafta,5,Manual,1.8,Monovolumen,245000,Sí,Sí,Hidráulica,Delantera,5,53 L,105,4360,1664,1810,2841 mm,9400
Volkswagen Gol 1.4 Power Ps+ac 83cv,Buenos Aires Interior,Volkswagen,Gol,2012,,Gris,Nafta,5,Manual,1.4,Hatchback,164000,,,Hidráulica,Delantera,5,51 L,83,3951,1414,1656,2465 mm,6500
Peugeot 308 2.0 Feline 143cv,Bs.As. G.B.A. Oeste,Peugeot,308,2012,2.0 Feline 143cv,Blanco,Nafta,5,Manual,2.0,Hatchback,125000,,,Hidráulica,Delantera,5,60 L,143,4276,1519,1815,2608 mm,15500
Toyota Hilux 2.8 Cd Srx 177cv 4x4 At,Bs.As. G.B.A. Sur,Toyota,Hilux,2016,2.8 Cd Srx 177cv 4x4 At,Blanco,Diésel,4,Automática,2.8,Pick-Up,150000,Sí,,Hidráulica,4x4,5,80 L,177,5260,1850,1855,2860 mm,39500000
Chevrolet Tracker 1.2 Ltz Turbo At,Capital Federal,Chevrolet,Tracker,2024,1.2 Ltz Turbo At,,Nafta,5,Automática,1.2,SUV,6400,Sí,Sí,Eléctrica,4x2,5,44 L,132,4270,1626,1791,2570 mm,32700000
Toyota Etios 1.5 Xls At,Bs.As. G.B.A. Norte,Toyota,Etios,2018,1.5 Xls At,Negro,Nafta,5,Automática,1.5,Hatchback,50000,,,Eléctrica,Delantera,5,45 L,103,4265,1510,1695,2460 mm,15500
Citroën C3 Picasso 1.6 Tendance 115cv,Bs.As. G.B.A. Sur,,C3 Picasso,2014,1.6 Tendance 115cv,,Nafta,5,Manual,1.6,Hatchback,130000,,Sí,Eléctrica,Delantera,5,55 L,115,4092,1634,1735,2525 mm,9000
Volkswagen Suran 1.6 Comfortline,Bs.As. G.B.A. Sur,Volkswagen,Suran,2017,1.6 Comfortline,Blanco,Nafta,5,Manual,1.6,Hatchback,99000,,,,Delantera,5,50 L,110,4204,1585,1660,2467 mm,18000000
Volkswagen Passat 2.0 Tsi Exclusive Dsg,Capital Federal,Volkswagen,Passat,2010,2.0 Tsi Exclusive Dsg,Gris,Nafta,4,Automática,2.0,Sedán,146000,Sí,Sí,Eléctrica,Delantera,5,70 L,200,4765,1472,1820,2709 mm,12500000
Audi A3 Sportback 2.0 Tfsi 190cv,Bs.As. G.B.A. Sur,Audi,A3 Sportback,2021,2.0 Tfsi 190cv,Gris,Nafta,5,Automática,2.0,Hatchback,23000,,Sí,Eléctrica,Delantera,5,55 L,190,4238,1421,1842,2468 mm,58000
Peugeot 208 1.6 Active,Bs.As. G.B.A. Sur,Peugeot,208,2017,1.6 Active,Blanco,Nafta,5,Manual,1.6,Hatchback,89000,,Sí,,Delantera,5,55 L,115,3872,1470,1702,2541 mm,16500000
Chevrolet Corsa 1.8 Cd Abs,Santa Fe,Chevrolet,Corsa,2005,1.8 Cd Abs,Gris,Nafta,4,Manual,1.8,Sedán,343000,,Sí,Hidráulica,Delantera,5,48 L,102,4170,1432,1735,2513 mm,4700000
Ford F-100 4.9i,San Juan,Ford,F-100,1994,4.9i,Rojo,Nafta,2,Manual,4.9,Pick-Up,121000,,,,4x4,3,100 L,67,5756,2004,2118,2728 mm,19500000
Ram/ Amarok V6 Hilux Sw4 4x4 Hrv Corolla Cross Ranger S10,Bs.As. G.B.A. Oeste,Dodge,Ram,2015,laramie 4x4,Negro,Nafta,4,,,,90000,,,,,,,,,,,,35000
Peugeot 206 1.9 Xrd,Bs.As. G.B.A. Sur,Peugeot,206,2004,1.9 Xrd,,Diésel,5,Manual,1.9,Hatchback,290000,,,,Delantera,5,50 L,70,3835,1426,1652,2442 mm,4500000
Peugeot 408 2.0 Allure 143cv,Bs.As. G.B.A. Sur,Peugeot,408,2014,2.0 Allure 143cv,Gris,Nafta,4,Manual,2.0,Sedán,106000,,,Asistida,Delantera,5,60 L,143,4690,1505,1815,2710 mm,10000000
Volkswagen Vento 1.4 Highline 150cv At,Bs.As. G.B.A. Norte,Volkswagen,Vento,2018,1.4 Highline 150cv At,Gris,Nafta,4,Automática,1.4,Sedán,132000,Sí,Sí,Hidráulica,Delantera,5,55 L,150,4554,1461,1778,2651 mm,16999
Citroën C3 1.6 Exclusive Vti 115cv,Bs.As. G.B.A. Norte,,C3,2015,1.6 Exclusive Vti 115cv,Plateado,Nafta,5,Manual,1.6,Hatchback,115000,No,Sí,Eléctrica,Delantera,5,47 L,115,3850,1533,1645,2443 mm,11800000
Hyundai Tucson 2.0 Gl 5mt 2wd,Bs.As. G.B.A. Norte,Hyundai,Tucson,2011,2.0 Gl 5mt 2wd,,Nafta,5,Manual,2.0,SUV,123500,,,,4x2,5,58 L,166,4410,1655,1830,2630 mm,10900
Volkswagen Vento 2.0 Tsi Gli 211Cv App Connect + Nav Dsg,Bs.As. G.B.A. Oeste,Volkswagen,Vento,2018,,Blanco,Nafta,4,Automática,2.0,Sedán,83000,Sí,Sí,Hidráulica,Delantera,5,55 L,211,4659,1473,1778,2651 mm,26500
Chevrolet Corsa,Córdoba,Chevrolet,Corsa,2008,City,Blanco,Nafta,3,Manual,1.6,Sedán,115600,No,,Mecánica,,,,,,,,,5800000
Ford F-100 3.6 Lujo,Capital Federal,Ford,F-100,1982,3.6 Lujo,Rojo,Nafta,2,Manual,3.6,Pick-Up,147000,No,Sí,,Trasera,,,103,,,,,12000
Fiat Palio 1.4 Attractive 85cv,Córdoba,Fiat,Palio,2016,1.4 Attractive 85cv,Gris,Nafta,5,Manual,1.4,Hatchback,78000,,Sí,Hidráulica,Delantera,5,48 L,85,3875,1504,1922,4025 mm,12900000
Mercedes-Benz Sprinter 2.1 415 Furgon 4325 150cv Te V2,Buenos Aires Interior,,Sprinter,2012,2.1 415 Furgon 4325 150cv Te V2,,Diésel,2,Manual,2.1,Furgón,176000,,Sí,Hidráulica,Delantera,3,75 L,150,6945,2716,1994,3025 mm,42000000
Mercedes-benz Clase C 3.2 C320 Elegance At -llantas Amg/mich,Capital Federal,,Clase C,2002,Elegance,Azul,Nafta,4,Automática,,Sedán,175000,Sí,Sí,Asistida,Trasera,,,,,,,,18500
Toyota Etios 1.5 Xs,Córdoba,Toyota,Etios,2016,1.5 Xs,,Nafta,5,Manual,1.5,Hatchback,83000,,,Eléctrica,Delantera,5,45 L,103,4265,1510,1695,2460 mm,14900000
Honda HR-V 1.8 Ex 2wd Cvt,Bs.As. G.B.A. Oeste,Honda,HR-V,2019,1.8 Ex 2wd Cvt,Gris,Nafta,5,Automática,1.8,SUV,159000,Sí,,Eléctrica,4x2,5,50 L,140,4294,1586,1770,2640 mm,24500000
Nissan Note 1.6 Exclusive 110cv Cvt,Capital Federal,Nissan,Note,2019,1.6 Exclusive 110cv Cvt,,Nafta,5,Automática,1.6,Hatchback,29000,,,Asistida,Delantera,5,41 L,110,4142,1537,1695,2600 mm,15500
Ford Fiesta Titanium Powershift 1.6l At 4 Puertas,Capital Federal,Ford,Fiesta,2015,Fiesta 1.6L titanium powershift at sedan 4 puertas,Plateado,Nafta,4,Automática,1.6,Sedán,68000,Sí,Sí,Asistida,Delantera,,,,,,,,11999
