Título,Ubicación,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Piloto automático,Aire acondicionado,Dirección,Control de tracción,Capacidad de personas,Capacidad del tanque,Potencia,Largo,Altura,Ancho,Distancia entre ejes,Precio
Audi A3 Sportback 1.4 Tfsi Stronic 122cv,Capital Federal,Audi,A3 Sportback,2013,1.4 Tfsi Stronic 122cv,Gris,Nafta,5,Automática,1.4,Hatchback,91000,No,Sí,Asistida,Delantera,5,50 L,122,4237,1421,1983,3002 mm,16400
Fiat Pulse 1.3 Drive Gse Mt,Capital Federal,Fiat,Pulse,2023,1.3 Drive Gse Mt,Gris,Nafta,5,Manual,1.3,SUV,11256,Sí,Sí,Eléctrica,4x2,5,47 L,99,4099,1547,1989,2532 mm,25500000
Volkswagen Fox 1.6 Trendline,Bs.As. G.B.A. Oeste,Volkswagen,Fox,2017,1.6 Trendline,Blanco,Nafta,5,Manual,1.6,Hatchback,96000,,,Eléctrica,Delantera,5,50 L,101,3823,1552,1660,2467 mm,11950
Mercedes-Benz Vito 1.6 111 Cdi Furgon Mixto Aa 114cv Manual,Bs.As. G.B.A. Oeste,,Vito,2023,1.6 111 Cdi Furgon Mixto Aa 114cv Manual,Plateado,Diésel,2,Manual,1.6,Furgón,11111,Sí,Sí,Eléctrica,Delantera,7,75 L,114,5220,1350,1900,3430 mm,45000
Mercedes-Benz Clase C 2.8 C280 Elegance,Córdoba,,Clase C,1997,2.8 C280 Elegance,,Nafta,4,Manual,2.8,Sedán,245000,,Sí,Hidráulica,Trasera,5,66 L,194,4581,1445,1770,2760 mm,10900
Fiat 500 1.4 Lounge 105cv At,Bs.As. G.B.A. Norte,Fiat,500,2012,1.4 Lounge 105cv At,Gris,Nafta,2,Automática,1.4,Hatchback,118000,Sí,Sí,Asistida,Delantera,4,40 L,105,3546,1492,1627,2300 mm,12501
Renault Duster 1.6 4X2 DYNAMIQUE L15,Córdoba,Renault,Duster,2018,1.6 4X2 DYNAMIQUE L15,Rojo,Nafta,5,Manual,,SUV,81200,,Sí,Asistida,Delantera,5,50 L,,,,,,19800000
Volkswagen Up! 1.0 White Up 75cv,Capital Federal,Volkswagen,,2015,1.0 White Up 75cv,Blanco,Nafta,5,Manual,1.0,Hatchback,200000,,,Eléctrica,Delantera,5,50 L,75,3605,1500,1645,2421 mm,7900
Mercedes-Benz Clase A 1.3 A200 163cv Progressive Hatch,Tucumán,,Clase A,2023,1.3 A200 163cv Progressive Hatch,,Nafta,5,Automática,1.3,Hatchback,3500,Sí,Sí,Asistida,Delantera,5,56 L,163,4292,1430,1720,2425 mm,55000
Peugeot 208 1.6 Feline Tiptronic,Bs.As. G.B.A. Norte,Peugeot,208,2020,1.6 Feline Tiptronic,Plateado,Nafta,4,Automático,1,Hatchback,25000,No,No,Asistida,Delantera,5,55 L,115,3975,1470,1740,2540 mm,20740000
Volkswagen Up! 1.0 Move Up! 75cv,Capital Federal,Volkswagen,,2017,,Gris,Nafta,5,Manual,1.0,Hatchback,90000,No,Sí,Eléctrica,Delantera,5,50 L,75,3605,1500,1645,2421 mm,10000
Fiat 500 1.4 Sport 105cv,Bs.As. Costa Atlántica,Fiat,500,2012,1.4 Sport 105cv,,Nafta,3,Manual,1.4,Hatchback,95000,Sí,Sí,Asistida,Delantera,4,40 L,105,3546,1492,1855,2640 mm,12500000
Mercedes-Benz Clase GLC 2.0 Glc300 4matic Offroad At,Capital Federal,,Clase GLC,2020,2.0 Glc300 4matic Offroad At,Blanco,Nafta,5,Automática,2.0,,55300,Sí,Sí,Asistida,4x4,5,56 L,258,4417,1494,1890,2873 mm,69900
Ford Ecosport 1.6 Freestyle 110cv 4x2,Capital Federal,Ford,Ecosport,2015,1.6 Freestyle 110cv 4x2,,Nafta,5,Manual,1.6,SUV,160000,,Sí,Eléctrica,4x2,5,52 L,110,4241,1693,1762,2612 mm,12600000
Toyota Hilux Pick-Up 2.4 Cd Dx 150cv 4x2,Bs.As. G.B.A. Norte,Toyota,Hilux Pick-Up,2024,2.4 Cd Dx 150cv 4x2,Blanco,Diésel,4,Manual,2.4,Pick-Up,1111,,,Hidráulica,4x2,5,80 L,150,5260,1850,1855,2860 mm,42550000
Toyota Corolla 1.8 Xei Mt Pack 136cv,Córdoba,Toyota,Corolla,2012,1.8 Xei Mt Pack 136cv,,Nafta,4,Manual,1.8,Sedán,174000,,,Eléctrica,Delantera,5,57 L,136,4540,1465,1760,2600 mm,14500000
Corsa Classic 2011 Lt Vidrios Aa  4 Puertas,Mendoza,Chevrolet,Corsa Classic,2011,LT Vidrios AA  4 Puertas,Dorado,Nafta,4,,,Sedán,110000,No,Sí,Asistida,,,,,,,,,8700000
Peugeot 2008 1.6 Feline,Capital Federal,Peugeot,2008,2022,1.6 Feline,Gris,Nafta,5,Manual,1.6,SUV,27000,,Sí,,Delantera,5,55 L,115,4159,1583,1739,2542 mm,24000000
Renault Clio 1.6 Dynamique,Bs.As. G.B.A. Norte,Renault,Clio,2006,1.6 Dynamique,Gris,Nafta,3,Manual,1.6,Hatchback,123000,No,Sí,,DelanteraCapacidad de la batería65 Ah,5,50 L,100,3182,1417,1639,2472 mm,5000
Renault Clio 1.2 Mio Confort Plus Abc,Bs.As. G.B.A. Oeste,Renault,Clio,2014,1.2 Mio Confort Plus Abc,Gris,Nafta,5,Manual,1.2,Hatchback,105000,,Sí,Hidráulica,Delantera,5,50 L,75,3813,1417,1639,2472 mm,7800
Peugeot 208 1.6 Allure Tiptronic,Bs.As. G.B.A. Norte,Peugeot,208,2016,1.6 Allure Tiptronic,Blanco,Nafta,5,Automática,1.6,Hatchback,131900,,Sí,Hidráulica,Delantera,5,55 L,115,3872,1470,1702,2541 mm,12100
Fiat Strada 1.3 Volcano,Bs.As. G.B.A. Norte,Fiat,Strada,2021,1.3 Volcano,,Nafta,3,Manual,1.3,Pick-Up,70000,,Sí,Hidráulica,Delantera,5,55 L,99,4480,1554,1950,2737 mm,18000
Ford Focus 2 2.0 Trend Plus,Bs.As. G.B.A. Sur,Ford,Focus 2,2010,2.0 Trend Plus,,Nafta,5,Manual,2.0,Hatchback,57000,,,Asistida,Delantera,5,55 L,145,4337,1500,1850,2690 mm,12500
Fiat Palio 1.3 Sx 5 p,Bs.As. G.B.A. Oeste,Fiat,Palio,2004,1.3 Sx 5 p,,Nafta,5,Manual,1.3,Hatchback,170000,,,,Delantera,5,48 L,82,3827,1444,1634,2373 mm,4000
Ford F-150 F 150 4.2 V6,Mendoza,Ford,F-150,1999,f 150 4.2 v6,,Nafta,2,,,,200000,,,,,,,,,,,,16000
Volkswagen Gol Trend 1.6 Trendline 101cv,Entre Ríos,Volkswagen,Gol Trend,2021,1.6 Trendline 101cv,Blanco,Nafta/GNC,5,Manual,1.6,Hatchback,76000,,,,Delantera,5,55 L,101,3899,1464,1656,2466 mm,15570002
Renault Duster 1.6 4x2 Confort Plus Abs 110cv,Bs.As. G.B.A. Norte,Renault,Duster,2013,1.6 4x2 Confort Plus Abs 110cv,Gris,Nafta,5,Manual,1.6,SUV,110000,,,Hidráulica,4x2,5,50 L,110,4315,1695,1822,2673 mm,11989905
Mercedes-Benz Clase E 3.5 E350 Avantgarde Sport B.eff At,Bs.As. G.B.A. Norte,,Clase E,2015,3.5 E350 Avantgarde Sport B.eff At,Plateado,Nafta,4,Automática,3.5,Sedán,75350,Sí,Sí,Asistida,Trasera,4,80 L,306,4879,1474,1852,2939 mm,33000
Ford Ecosport 1.6 Se 110cv 4x2,Bs.As. Costa Atlántica,Ford,Ecosport,2015,1.6 Se 110cv 4x2,Negro,Nafta,5,Manual,1.6,SUV,120000,,Sí,Eléctrica,4x2,5,52 L,110,4241,1693,1814,2608 mm,13500
Ford Ranger 3.0 Cd Limited 4x4,Bs.As. G.B.A. Oeste,Ford,Ranger,2011,3.0 Cd Limited 4x4,,Eléctrico,2,Manual,3.0,Pick-Up,174000,,,Hidráulica,Integral,5,75 L,163,5143,1765,1768,2578 mm,16000
Chevrolet Prisma 1.4 Ltz 98cv,Buenos Aires Interior,Chevrolet,Prisma,2018,1.4 Ltz 98cv,Gris,Nafta,4,Manual,1.4,Sedán,117000,Sí,Sí,Asistida,Delantera,5,54 L,98,4275,1484,1656,2465 mm,16000000
Volkswagen Suran 1.6 Trendline 11b,Capital Federal,Volkswagen,Suran,2014,1.6 Trendline 11b,Azul,Nafta/GNC,5,Manual,1.6,Monovolumen,163000,No,Sí,Hidráulica,Delantera,5,50 L,101,4178,1547,1660,2467 mm,11000000
Renault Duster 1.6 4x2 Confort Plus Abs 110cv,Bs.As. G.B.A. Sur,Renault,Duster,2013,1.6 4x2 Confort Plus Abs 110cv,,Nafta,5,Manual,1.6,SUV,140000,,,Hidráulica,4x2,5,50 L,110,4315,1695,1822,2673 mm,13500000
Volkswagen 2.0tdi 4x4 Dc Highline 180cv 2014,Córdoba,Volkswagen,Amarok,2014,Amarok 20Td 4X4 Dc Hig.180Hp,Gris,Diésel,4,Automática,2,Pick-Up,260000,No,Sí,hydraulic,4x4,5,,,,,,,26248950
Mercedes-Benz Clase C 2.0 C200 Kompressor Classic,Buenos Aires Interior,,Clase C,2005,2.0 C200 Kompressor Classic,Plateado,Nafta,4,Manual,2.0,Sedán,160000,,Sí,Eléctrica,Trasera,5,66 L,136,4581,1445,1770,2760 mm,11000
Renault Fluence 2.0 Ph2 Luxe 143cv,Bs.As. G.B.A. Oeste,Renault,Fluence,2016,2.0 Ph2 Luxe 143cv,Gris,Nafta,4,Manual,2.0,Sedán,120000,No,Sí,Eléctrica,Delantera,5,60 L,143,4618,1479,1810,2700 mm,10800
Peugeot 308 1.6 Sport Thp 163cv,Mendoza,Peugeot,308,2014,1.6 Sport Thp 163cv,,Nafta,5,Automática,1.6,Hatchback,126000,,,Hidráulica,Delantera,5,60 L,163,4276,1519,1815,2608 mm,13250000
Renault Duster 2.0 Ph2 4x2 Privilege 143cv,Bs.As. G.B.A. Sur,Renault,Duster,2018,2.0 Ph2 4x2 Privilege 143cv,,Nafta,5,Manual,2.0,SUV,63856,,,,4x2,5,50 L,143,4329,1683,1822,2674 mm,15000
"Fiat Siena 1.6 Nafta Full Full Cadenero 2015 ,sin Detalles !",Entre Ríos,Fiat,Siena,2015,El 1.6,Blanco,Nafta,4,,,,120000,,,,,,,,,,,,11000
Volkswagen Amarok 3.0 V6 Extreme,Capital Federal,Volkswagen,Amarok,2020,3.0 V6 Extreme,,Diésel,4,Automática,3.0,Pick-Up,72000,,,,4x4,5,80 L,224,5254,1834,1944,3095 mm,35500
Fiat Cronos 1.3 Gse Drive Pack Conectividad,Capital Federal,Fiat,Cronos,2021,1.3 Gse Drive Pack Conectividad,Negro,Nafta,4,Manual,1.3,Sedán,43000,,Sí,Eléctrica,Delantera,5,48 L,99,4364,1508,1724,2521 mm,17000000
Toyota Hilux 2.8 Cd Srx 177cv 4x4,Córdoba,Toyota,Hilux,2016,2.8 Cd Srx 177cv 4x4,,Diésel,4,Manual,2.8,Pick-Up,200000,Sí,,Hidráulica,4x4,5,80 L,177,5260,1850,1855,2860 mm,33100000
Citroën C3 1.4 Hdi Exclusive,Bs.As. G.B.A. Oeste,,C3,2007,1.4 Hdi Exclusive,Rojo,Diésel,5,Manual,1.4,Hatchback,220000,No,Sí,Asistida,Delantera,5,47 L,70,3850,1533,1645,2443 mm,5000
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,Bs.As. G.B.A. Norte,Ford,Fiesta Kinetic Design,2011,1.6 Design 120cv Titanium,Rojo,Nafta,5,Manual,1.6,Hatchback,129000,Sí,,Eléctrica,Delantera,5,45 L,120,4066,1473,1808,2350 mm,8500
Volkswagen Amarok 3.0 V6 Cd Highline,Capital Federal,Volkswagen,Amarok,2023,3.0 V6 Cd Highline,Gris,Diésel,4,Automática,3.0,Pick-Up,27000,Sí,Sí,Asistida,4x4,5,80 L,224,5254,1834,1944,3095 mm,53500000
Honda HR-V 1.8 Ex-l 2wd Cvt,Bs.As. G.B.A. Sur,Honda,HR-V,2018,1.8 Ex-l 2wd Cvt,Negro,Nafta,5,Automática,1.8,SUV,48000,Sí,,Eléctrica,4x2,5,50 L,140,4294,1586,1770,2640 mm,24000
Volkswagen Vento 2.5 Luxury 170cv Tiptronic,Bs.As. G.B.A. Norte,Volkswagen,Vento,2016,2.5 Luxury 170cv Tiptronic,Blanco,Nafta,4,Automática,2.5,Sedán,105000,,Sí,Hidráulica,Delantera,5,55 L,170,4659,1473,1778,2651 mm,14000
Honda HR-V 1.8 Ex 2wd Cvt,Capital Federal,Honda,HR-V,2017,1.8 Ex 2wd Cvt,Blanco,Nafta,5,Automática,1.8,SUV,72000,Sí,,Eléctrica,4x2,5,50 L,140,4294,1586,1770,2640 mm,19900
Fiat Palio 1.4 Fire,Bs.As. G.B.A. Sur,Fiat,Palio,2013,1.4 Fire,Rojo,Nafta,5,Manual,1.4,Hatchback,119000,,No,Mecánica,Delantera,5,48 L,82,3827,1444,1922,3000 mm,8000000
Hyundai Tucson 2.0 Crdi 4wd 4at,Bs.As. G.B.A. Norte,Hyundai,Tucson,2009,2.0 Crdi 4wd 4at,Negro,Diésel,5,Automática,2.0,SUV,286200,Sí,,Hidráulica,4x4,5,58 L,112,4325,1730,1830,2630 mm,13500000
Honda HR-V 1.8 Ex-l 2wd Cvt,Capital Federal,Honda,HR-V,2017,1.8 Ex-l 2wd Cvt,Gris,Nafta,5,Automática,1.8,SUV,132300,No,Sí,Eléctrica,4x2,5,50 L,140,4294,1586,1770,2640 mm,19000
Volkswagen Gol G3 1.6,Capital Federal,Volkswagen,Gol,2005,1.6 Trendline,,Nafta,3,,,,230000,,,,,,,,,,,,4600
Fiat Mobi 1.0 Way,Santa Cruz,Fiat,Mobi,2017,1.0 Way,Rojo,Nafta,5,Manual,1.0,Hatchback,143000,,,Hidráulica,Delantera,5,47 L,70,3566,1502,1854,2874 mm,12000000
Peugeot 408 1.6 Feline Hdi 115cv,Bs.As. G.B.A. Norte,Peugeot,408,2014,1.6 Feline Hdi 115cv,Azul,Diésel,4,Manual,1.6,Sedán,204000,Sí,,Asistida,Delantera,5,60 L,115,4690,1505,1815,2710 mm,10500
Citroën Aircross 1.6 Sx 110cv Pack High Tech,Bs.As. G.B.A. Norte,,Aircross,2012,1.6 Sx 110cv Pack High Tech,Plateado,Nafta,5,Manual,1.6,Hatchback,112300,Sí,Sí,Eléctrica,Delantera,5,55 L,110,4280,1753,1730,2705 mm,7500
Nissan Tiida 1.8 Visia 5 p,Córdoba,Nissan,Tiida,2011,1.8 Visia 5 p,Blanco,Nafta,5,Manual,1.8,Hatchback,169000,No,,Hidráulica,Delantera,5,52 L,124,4295,1535,1695,2600 mm,7000
Peugeot 2008 1.6 Feline,Capital Federal,Peugeot,2008,2016,1.6 Feline,Blanco,Nafta,5,Manual,1.6,SUV,76000,,,,Delantera,5,55 L,115,4159,1583,1739,2542 mm,13500
Peugeot Partner 1.6 Hdi Furgon Confort 5as,Bs.As. G.B.A. Norte,Peugeot,Partner,2014,1.6 Hdi Furgon Confort 5as,Blanco,Diésel,4,Manual,1.6,Furgón,197000,,Sí,Hidráulica,Delantera,5,55 L,90,4137,1800,1960,2693 mm,11000000
Volkswagen Polo 1.6 Msi Highline At,Bs.As. G.B.A. Norte,Volkswagen,Polo,2019,1.6 Msi Highline At,,Nafta,4,Automático,1,Hatchback,79187,No,No,Asistida,4x2,5,50 L,110,4384,1465,1699,2552 mm,19280000
Mercedes-Benz Sprinter 2.5 313 Furgon 3550 V1,Capital Federal,,Sprinter,2007,2.5 313 Furgon 3550 V1,,Diésel,2,Manual,2.5,Furgón,377000,,Sí,Eléctrica,Trasera,2,80 L,115,4890,2365,1994,3025 mm,18900
Ford Ranger 3.2 Cd Limited Tdci 200cv Automática,Buenos Aires Interior,Ford,Ranger,2020,3.2 Cd Limited Tdci 200cv Automática,Azul,Diésel,4,Automática,3.2,Pick-Up,112000,Sí,,Eléctrica,4x4,5,80 L,200,5359,1815,1860,3220 mm,43000000
Ford Territory 1.8 Ecoboost Titanium At,Bs.As. G.B.A. Oeste,Ford,Territory,2024,1.8 Ecoboost Titanium At,Azul,Nafta,5,Automática,1.8,SUV,1111,Sí,Sí,Eléctrica,Delantera,5,60 L,185,4630,1706,2177,2726 mm,41900
Volkswagen Polo 1.6 Msi Trendline,Bs.As. G.B.A. Sur,Volkswagen,Polo,2018,1.6 Msi Trendline,Rojo,Nafta,5,Manual,1.6,Hatchback,110000,,,Hidráulica,Delantera,5,50 L,110,4384,1465,1699,2552 mm,13800000
Peugeot 308 1.6 Allure Nav 115cv,Bs.As. G.B.A. Sur,Peugeot,308,2014,1.6 Allure Nav 115cv,Negro,Nafta,5,Manual,1.6,Hatchback,140000,,,Hidráulica,Delantera,5,60 L,115,4276,1519,1815,2608 mm,12500000
Renault Kangoo Ii Express Confort 1.6 Sce,Córdoba,Renault,Kangoo,2019,Ii Express Confort 1.6 Sce,Blanco,Nafta,3,Manual,1.6,Furgón,5000,,,Hidráulica,Delantera,3,50 L,114,4397,1847,1760,2808 mm,20500000
Hyundai Tucson 2.0 4x4 Crdi,Bs.As. G.B.A. Norte,Hyundai,Tucson,2007,2.0 4x4 Crdi,,Diésel,5,Manual,2.0,SUV,263000,,,,4x4,5,58 L,184,4325,1730,1830,2630 mm,7500
Chevrolet Tracker 1.8 Ltz+ 140cv,Bs.As. G.B.A. Sur,Chevrolet,Tracker,2017,,Gris,Nafta,5,Automática,1.8,SUV,85000,Sí,Sí,Asistida,Integral,5,53 L,140,4248,1674,1657,2465 mm,18800
Renault Clio 1.2 Campus Pack I 75cv,Córdoba,Renault,Clio,2012,1.2 Campus Pack I 75cv,,Nafta,3,Manual,1.2,Hatchback,165500,,,Hidráulica,Delantera,5,50 L,75,3813,1417,1639,2472 mm,7500000
Mercedes-Benz Sprinter 311 Cdi Furgón 3250 Te V2,Capital Federal,,Sprinter,2024,311 Cdi Furgón 3250 Te V2,,Diésel,4,Manual,2.0,Furgón,650,Sí,Sí,,Delantera,3,71 L,114,5267,2417,2020,3250 mm,55800
Ford Ecosport 2.0 Titanium Powershift 4x2 Dps6,Bs.As. G.B.A. Oeste,Ford,Ecosport,2016,2.0 Titanium Powershift 4x2 Dps6,,Nafta,5,Automática,2.0,SUV,88000,,,Asistida,4x2,5,52 L,143,4241,1693,1815,2710 mm,14800
Jeep Wrangler 3.8 Sport Mtx Unlimited,Bs.As. G.B.A. Norte,Jeep,Wrangler,2010,3.8 Sport Mtx Unlimited,Gris,Nafta,3,Manual,3.8,SUV,39000,No,Sí,Hidráulica,4x4,4,71 L,202,4223,1848,1873,2424 mm,39000
Toyota Etios 1.5 Xls At,Córdoba,Toyota,Etios,2019,1.5 Xls At,Blanco,Nafta,5,Automática,1.5,Hatchback,48000,,,Eléctrica,Delantera,5,45 L,103,4265,1510,1695,2460 mm,21999000
Chevrolet Spin,Bs.As. G.B.A. Oeste,Chevrolet,Spin,2016,1.3 D 7P L,Gris,Diésel,5,Manual,1.3,Monovolumen,102032,No,Sí,,,,,,,,,,12800
Mercedes-benz Clase C 1.8 C250 Style,Córdoba,,Clase C,2017,1.8 C250 Style,Gris,Nafta,4,Automática,1.8,Sedán,80000,Sí,Sí,Asistida,Delantera,5,66 L,204,4581,1445,1770,2760 mm,35000
Toyota Hilux 3.0 Cd Sr I 171cv 4x4,Bs.As. G.B.A. Norte,Toyota,Hilux,2011,3.0 Cd Sr I 171cv 4x4,,Diésel,4,Manual,3.0,Pick-Up,330000,,,Hidráulica,4x4,5,80 L,171,5260,1860,1855,2860 mm,16500
BMW Serie 3 2.0 328i Luxury 245cv,Capital Federal,BMW,Serie 3,2013,2.0 328i Luxury 245cv,,Nafta,4,Manual,2.0,Sedán,130000,,Sí,Asistida,Trasera,5,60 L,245,4624,1429,1793,2830 mm,25500
Volkswagen Voyage 1.6 Trenline 101cv,Bs.As. G.B.A. Oeste,Volkswagen,Voyage,2016,1.6 Trenline 101cv,Rojo,Nafta,4,Manual,1.6,Sedán,45000,No,Sí,Hidráulica,Delantera,5,55 L,101,4230,1464,1656,2465 mm,10900
Chevrolet Cruze 1.4 Ltz At Sedan,Bs.As. G.B.A. Oeste,Chevrolet,Cruze,2023,1.4 Ltz At Sedan,Blanco,Nafta,4,Automática,1.4,Sedán,26000,Sí,,Eléctrica,Delantera,5,52 L,153,4665,1484,2042,2700 mm,21750
Honda Civic 1.8 Exs At,Bs.As. G.B.A. Norte,Honda,Civic,2008,1.8 Exs At,Gris,Nafta,4,Automática,1.8,Sedán,210000,Sí,,Hidráulica,Delantera,5,50 L,140,4489,1453,1781,2578 mm,9500
Renault Clio 1.2 clio mio 5 p,Bs.As. G.B.A. Sur,Renault,Clio,2013,1.2 clio mio 5 p,,Nafta,5,Manual,1.2,Hatchback,150000,,,Hidráulica,Delantera,5,50 L,75,3813,1417,1639,2472 mm,8000
Chevrolet Tracker 1.8 Ltz Fwd Mt 140cv,Bs.As. G.B.A. Sur,Chevrolet,Tracker,2014,1.8 Ltz Fwd Mt 140cv,Blanco,Nafta,5,Manual,1.8,SUV,88400,Sí,Sí,Asistida,Delantera,5,53 L,140,4248,1674,1657,2465 mm,15988000
Peugeot 208 1.6 Feline,Bs.As. G.B.A. Norte,Peugeot,208,2020,1.6 Feline,,Nafta,5,Manual,1.6,Hatchback,59000,,Sí,Asistida,Delantera,5,55 L,115,3975,1470,1740,2540 mm,14900
Nissan Sentra 2.0 Advance,Córdoba,Nissan,Sentra,2022,2.0 Advance,,Nafta,4,Manual,2.0,Sedán,69750,Sí,Sí,Eléctrica,Delantera,5,47 L,147,4640,1455,1815,2710 mm,27800000
Volkswagen Gol Trend 1.6 Highline 101cv,Bs.As. G.B.A. Norte,Volkswagen,Gol Trend,2020,1.6 Highline 101cv,Plateado,Nafta,5,Manual,1.6,Hatchback,98000,,,Hidráulica,Delantera,5,55 L,101,3899,1464,1656,2466 mm,14000
Fiat Toro 2.0 Freedom 4x2,Bs.As. G.B.A. Sur,Fiat,Toro,2017,2.0 Freedom 4x2,,Diésel,4,Manual,2.0,Pick-Up,142000,,,,4x2,5,60 L,170,4915,1690,1669,2443 mm,16500
Toyota Hilux Srx,Bs.As. G.B.A. Sur,Toyota,Hilux,2021,Srx,,Diésel,4,,,,118000,,,,,,,,,,,,32800
Volkswagen Bora 2.0 Trendline,Bs.As. G.B.A. Oeste,Volkswagen,Bora,2007,2.0 Trendline,Gris,Nafta,4,Manual,2.0,Sedán,280000,Sí,,Hidráulica,Delantera,5,55 L,116,4376,1437,1739,2512 mm,8000000
Mercedes-Benz Clase A 2.0 A250 Amg-line 211cv,Capital Federal,,Clase A,2019,2.0 A250 Amg-line 211cv,Plateado,Nafta,5,Automática,2.0,Hatchback,37000,Sí,Sí,Asistida,Delantera,5,56 L,211,4292,1430,1720,2425 mm,52000
Ford Focus III 2.0 Se Plus At6,Bs.As. G.B.A. Norte,Ford,Focus III,2015,2.0 Se Plus At6,,Nafta,5,Automática,2.0,Hatchback,131000,Sí,,Asistida,Delantera,5,55 L,170,4412,1484,1742,2630 mm,11900
Peugeot 408 1.6 Allure Pack 115cv,Corrientes,Peugeot,408,2018,1.6 Allure Pack 115cv,,Nafta,4,Manual,1.6,Sedán,105000,,,Eléctrica,Delantera,5,60 L,115,4690,1505,1802,2710 mm,15000000
Volkswagen T-Cross 1.6 Comfortline Mt,Santa Fe,Volkswagen,T-Cross,2020,1.6 Comfortline Mt,Azul,Nafta,5,Manual,1.6,SUV,89000,Sí,Sí,Eléctrica,4x2,5,64 L,110,4199,1598,1760,2651 mm,28900000
Hyundai Tucson 2.0 C/techo,Capital Federal,Hyundai,Tucson,2019,,Plateado,Nafta,5,Automática,2.0,SUV,68700,,,,4x2,5,58 L,166,4410,1655,1830,2630 mm,30900000
Chevrolet Spin 1.8 Ltz 5as 105cv,Bs.As. G.B.A. Oeste,Chevrolet,Spin,2016,1.8 Ltz 5as 105cv,Gris,Nafta,5,Manual,1.8,Monovolumen,60000,Sí,Sí,Hidráulica,Delantera,5,53 L,105,4360,1664,1810,2841 mm,14000
Honda City 1.5 Ex-l At 120cv,Bs.As. G.B.A. Sur,Honda,City,2014,1.5 Ex-l At 120cv,,Nafta,4,Automática,1.5,Sedán,108000,Sí,,Eléctrica,Delantera,5,42 L,120,4420,1480,2020,2651 mm,12000
Peugeot 2008 Active,Córdoba,Peugeot,2008,2015,Active,Gris,Nafta/GNC,5,Manual,1.6,Sedán,69000,,,Asistida,,,,,,,,,13500000
Honda HR-V 1.8 Ex-l 2wd Cvt,Capital Federal,Honda,HR-V,2016,1.8 Ex-l 2wd Cvt,Blanco,Nafta,5,Automática,1.8,SUV,167000,Sí,,Eléctrica,4x2,5,50 L,140,4294,1586,1770,2640 mm,17800
