Título,Ubicación,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Piloto automático,Aire acondicionado,Dirección,Control de tracción,Capacidad de personas,Capacidad del tanque,Potencia,Largo,Altura,Ancho,Distancia entre ejes,Precio
Volkswagen Polo 1.6 Msi Track,Buenos Aires Interior,Volkswagen,Polo,2023,1.6 Msi Track,Gris,Nafta,5,Manual,1.6,Hatchback,10000,,,Hidráulica,Delantera,5,50 L,110,4384,1465,1699,2552 mm,23500000
Nissan Kicks 1.6 Advance 120cv At,Bs.As. G.B.A. Oeste,Nissan,Kicks,2018,1.6 Advance 120cv At,Plateado,Nafta,5,Automática,1.6,Hatchback,82000,,,,Delantera,5,41 L,120,4295,1590,1760,2610 mm,17500
Volkswagen Up! 1.0 White Up 75cv,Buenos Aires Interior,Volkswagen,,2016,1.0 White Up 75cv,Blanco,Nafta,5,Manual,1.0,Hatchback,85400,,,Eléctrica,Delantera,5,50 L,75,3605,1500,1645,2421 mm,11500
Dodge Journey 2.4 Sxt Atx Techo 3filas,Capital Federal,Dodge,Journey,2013,2.4 Sxt Atx Techo 3filas,Negro,Nafta,5,Automática,2.4,SUV,123000,Sí,Sí,Hidráulica,4x2,5,78 L,170,4887,1692,1877,2947 mm,18400000
Audi Q5 2.0 Tfsi 211cv Stronic Quattro,Capital Federal,Audi,Q5,2012,2.0 Tfsi 211cv Stronic Quattro,,Nafta,5,Automática,2.0,SUV,162000,Sí,Sí,Asistida,Integral,5,75 L,211,4629,1653,1860,2815 mm,13500
Toyota Corolla 1.8 XEI CVT,Bs.As. G.B.A. Norte,Toyota,Corolla,2016,1.8 XEI CVT,Plateado,Nafta,4,Automático,1,Sedán,95222,No,No,Asistida,4x2,5,57 L,140,4620,1460,1775,2700 mm,17490000
RAM 1500 5.7 Laramie Atx V8,Bs.As. Costa Atlántica,RAM,1500,2014,5.7 Laramie Atx V8,Negro,Nafta,4,Automática,5.7,Pick-Up,130000,Sí,Sí,Hidráulica,4x4,5,98 L,395,5817,1941,2017,3797 mm,35000
Ford Fiesta Kinetic Design Fiesta St,Bs.As. G.B.A. Norte,Ford,Fiesta Kinetic Design,2016,Fiesta ST,,Nafta,5,Manual,1.6,Hatchback,98000,,,Hidráulica,,,,,,,,,19900
Volkswagen Gol Trend 1.6 Pack Iii 101cv,Bs.As. G.B.A. Sur,Volkswagen,Gol Trend,2014,1.6 Pack Iii 101cv,,Nafta,5,Manual,1.6,Hatchback,87500,,,Hidráulica,Delantera,5,55 L,101,3899,1464,1656,2466 mm,12900000
Toyota Corolla 1.8 Xli Mt,Bs.As. G.B.A. Norte,Toyota,Corolla,2015,1.8 Xli Mt,Rojo,Nafta,4,Manual,1,Sedán,69000,No,No,Asistida,4x2,5,57 L,140,4620,1460,1775,2700 mm,15550000
Volkswagen Amarok 2.0L TDI 180 CV 125 4x4 HG PK,Córdoba,Volkswagen,Amarok,2012,2.0L TDI 180 CV 125 4x4 HG PK,Dorado,Diésel,4,Automática,2.0,Pick-Up,204000,Sí,,Hidráulica,4x4,5,80 L,180,5254,1834,1944,3095 mm,22627000
Mini Cooper 1.6 Coupe,Capital Federal,Mini,Cooper,2014,1.6 Coupe,Blanco,Nafta,3,,,Coupé,40600,Sí,Sí,Hidráulica,,,,,,,,,26000
Audi A4 2.0 Fsi 190cv,Bs.As. G.B.A. Norte,Audi,A4,2017,2.0 Fsi 190cv,,Nafta,4,Manual,2.0,Sedán,61000,,Sí,Eléctrica,Delantera,5,54 L,190,4726,1427,1983,2933 mm,26000
Toyota Etios 1.5 Sedan Xls,Córdoba,Toyota,Etios,2018,1.5 Sedan Xls,,Nafta,4,Manual,1.5,Sedán,65000,,,Eléctrica,Delantera,5,45 L,103,4265,1510,1695,2460 mm,22000000
Toyota Hilux 2.8 Cd Srx 177cv 4x4 At,Santa Fe,Toyota,Hilux,2016,2.8 Cd Srx 177cv 4x4 At,Blanco,Diésel,4,Automática,2.8,Pick-Up,193600,Sí,Sí,Hidráulica,4x4,5,80 L,177,5260,1850,1855,2860 mm,999
Peugeot 206 1.6 Premium Tiptronic,Bs.As. G.B.A. Sur,Peugeot,206,2007,1.6 Premium Tiptronic,,Nafta,5,Automática,1.6,Hatchback,176000,,,,Delantera,5,50 L,90,3835,1432,1652,2442 mm,4999
Chevrolet Prisma 1.4 Ltz 98cv,Bs.As. G.B.A. Sur,Chevrolet,Prisma,2015,1.4 Ltz 98cv,,Nafta,4,Manual,1.4,Sedán,112000,,Sí,Hidráulica,Delantera,5,54 L,98,4275,1484,1656,2465 mm,12900000
Honda Civic 2.0 Ex-l 2017,Bs.As. G.B.A. Oeste,Honda,Civic,2019,2.0 Ex-l 2017,,Nafta,4,Automática,2.0,Sedán,60900,,,,Delantera,5,56 L,200,4637,1433,1778,2651 mm,22300
RAM 2500 6.7 Laramie I Atx 350cv 4x4,Corrientes,RAM,2500,2020,6.7 Laramie I Atx 350cv 4x4,Gris,Diésel,4,Automática,6.7,Pick-Up,11000,Sí,,Hidráulica,4x4,5,117 L,350,6030,1974,2009,3797 mm,75000
Toyota Hilux 2.8 Cd Srx 177cv 4x2 At,Santa Fe,Toyota,Hilux,2022,2.8 Cd Srx 177cv 4x2 At,,Diésel,4,Automática,2.8,Pick-Up,40000,Sí,,Hidráulica,4x2,5,80 L,177,5260,1850,1855,2860 mm,37500
Toyota Etios 1.5 Sedan Xls,Capital Federal,Toyota,Etios,2022,1.5 Sedan Xls,Gris,Nafta,4,Manual,1.5,Sedán,76996,,,Eléctrica,Delantera,5,45 L,103,4265,1510,1695,2460 mm,11000000
Toyota Hilux Toyota Hilux Srv At,Córdoba,Toyota,Hilux,2023,Toyota Hilux Srv at,,Nafta,5,,,,24000,,,,,,,,,,,,39000
Ford Ka 1.5 S,Bs.As. G.B.A. Sur,Ford,Ka,2017,1.5 S,Blanco,Nafta,5,Manual,1.5,Hatchback,99000,,,Eléctrica,Delantera,5,51 L,105,3969,1464,1777,2686 mm,13500000
Dodge Ram 1500 Laramie,Santa Fe,Dodge,Ram,2015,1500 laramie,,Nafta,6,,,,50000,,,,,,,,,,,,35000
Peugeot 308 1.6 Roland Garros Thp 163cv,Bs.As. G.B.A. Norte,Peugeot,308,2014,1.6 Roland Garros Thp 163cv,Blanco,Nafta,5,Automática,1.6,Hatchback,37000,,,Hidráulica,Delantera,5,60 L,163,4276,1519,1815,2608 mm,13400
Toyota SW4 2.8 Srx 204Cv 4X4 7As At,Bs.As. G.B.A. Norte,Toyota,SW4,2024,2.8 Srx 204Cv 4X4 7As At,Blanco,Diésel,5,Automática,2.8,SUV,3800,,,,4x4,7,80 L,204,4795,1835,1855,2745 mm,57000
Peugeot 208 1.6 Allure Touchscreen,Capital Federal,Peugeot,208,2015,1.6 Allure Touchscreen,Gris,Nafta,5,Manual,1.6,Hatchback,183000,,Sí,Hidráulica,Delantera,5,55 L,115,3872,1470,1702,2541 mm,14500000
Renault Captur 2.0 Intens Manual,Bs.As. G.B.A. Norte,Renault,Captur,2017,2.0 Intens Manual,Gris,Nafta,5,Manual,2.0,SUV,64000,,,,Delantera,5,45 L,143,4122,1556,1778,2670 mm,16500
Jeep Renegade 1.8 Sport,Bs.As. G.B.A. Oeste,Jeep,Renegade,2021,1.8 Sport,,Nafta,5,Manual,1.8,SUV,88000,Sí,,Hidráulica,4x2,5,60 L,217,4624,1670,1798,2570 mm,19500
Chevrolet Spin 1.8 Ltz 5as 105cv,Capital Federal,Chevrolet,Spin,2014,1.8 Ltz 5as 105cv,Negro,Nafta,5,Manual,1.8,Monovolumen,140000,Sí,Sí,Hidráulica,Delantera,5,53 L,105,4360,1664,1810,2841 mm,14000000
Jeep Compass 2.4 Sport Manual,Córdoba,Jeep,Compass,2021,2.4 Sport Manual,Gris,Nafta,5,Manual,2.4,SUV,56000,No,Sí,electronic,4x2,5,52 L,174,4394,1635,2033,2636 mm,30950000
Ford Fiesta Kinetic Design 1.6 S 120cv,Bs.As. G.B.A. Sur,Ford,Fiesta Kinetic Design,2015,1.6 S 120cv,Negro,Nafta,5,Manual,1.6,Hatchback,80000,Sí,,Eléctrica,Delantera,5,45 L,120,4066,1473,1801,2415 mm,13500
Volkswagen Gol 1.6 I Power 601,Bs.As. Costa Atlántica,Volkswagen,Gol,2007,1.6 I Power 601,,Nafta,3,Manual,1.6,Hatchback,79000,,,Mecánica,Delantera,5,51 L,92,3951,1414,1651,2468 mm,6500
Peugeot 308 1.6 Allure Nav 115cv,Bs.As. G.B.A. Sur,Peugeot,308,2012,1.6 Allure Nav 115cv,Blanco,Nafta,5,Manual,1.6,Hatchback,110000,,,Hidráulica,Delantera,5,60 L,115,4276,1519,1815,2608 mm,11000
Dodge Journey 2.4 Sxt (3 Filas) 170cv Atx,Bs.As. G.B.A. Oeste,Dodge,Journey,2012,,,Nafta,5,Automática,2.4,SUV,170000,Sí,Sí,Hidráulica,4x2,5,78 L,170,4887,1692,1873,2424 mm,12000
Peugeot Partner Patagónica 1.9,Córdoba,Peugeot,Partner Patagónica,2010,1.9,,Diésel,4,Manual,1.9,Monovolumen,230000,,,Hidráulica,Delantera,5,60 L,71,4018,1801,1720,2728 mm,9800000
Ford Ranger 3.2 Cd Limited Tdci 200cv Automática,Córdoba,Ford,Ranger,2022,3.2 Cd Limited Tdci 200cv Automática,Blanco,Diésel,4,Automática,3.2,Pick-Up,115000,Sí,,Eléctrica,4x4,5,80 L,200,5359,1815,1860,3220 mm,36800000
Volkswagen Suran 1.6 I Trendline 90b,Capital Federal,Volkswagen,Suran,2010,1.6 I Trendline 90b,Gris,Nafta,5,Manual,1.6,Monovolumen,240000,,Sí,Hidráulica,Delantera,5,50 L,101,4180,1576,1660,2467 mm,9900000
Jeep Compass 2.4 Limited,Capital Federal,Jeep,Compass,2018,2.4 Limited,Negro,Nafta,5,Automática,2.4,SUV,123000,,,,4x2,5,60 L,174,4394,1650,2033,2636 mm,23500
Chevrolet Agile Lt spirit,Bs.As. G.B.A. Sur,Chevrolet,Agile,2013,Lt spirit,Gris,Nafta,5,Manual,1.4,Hatchback,94000,Sí,Sí,Hidráulica,Delantera,5,54 L,92,4063,1549,1840,2750 mm,8000
Renault Logan 1.6 Authentique Pack Ii 90cv,Bs.As. G.B.A. Norte,Renault,Logan,2012,1.6 Authentique Pack Ii 90cv,,Nafta,4,Manual,1.6,Sedán,381000,,,Hidráulica,Delantera,5,50 L,90,4290,1525,1740,2630 mm,7500000
Volkswagen Taos 1.4 250 Tsi Comfortline,Bs.As. G.B.A. Norte,Volkswagen,Taos,2023,1.4 250 Tsi Comfortline,Blanco,Nafta,5,Automática,1.4,SUV,23000,Sí,Sí,Eléctrica,4x2,5,50 L,150,4468,1624,1841,2681 mm,28500
Honda HR-V 1.8 Ex 2wd Cvt,Bs.As. G.B.A. Norte,Honda,HR-V,2019,1.8 Ex 2wd Cvt,Blanco,Nafta,5,Automática,1.8,SUV,115000,No,Sí,Eléctrica,4x2,5,50 L,140,4294,1586,1770,2640 mm,21000
Volkswagen Suran 1.6 I Comfortline 90a,Capital Federal,Volkswagen,Suran,2009,1.6 I Comfortline 90a,,Nafta,5,Manual,1.6,Monovolumen,165000,,,Hidráulica,Delantera,5,50 L,101,4180,1576,1660,2467 mm,7300000
Renault Kangoo 1.5 2 Furgon Confort Cd Da Svt 1plc,Bs.As. G.B.A. Oeste,Renault,Kangoo,2014,1.5 2 Furgon Confort Cd Da Svt 1plc,Blanco,Diésel,3,Manual,1.5,Furgón,120000,,,Hidráulica,Delantera,2,52 L,65,4010,1860,1670,2600 mm,7400
Volkswagen Gol Trend 1.6 Pack Ii 101cv 3p,Bs.As. G.B.A. Oeste,Volkswagen,Gol Trend,2017,1.6 Pack Ii 101cv 3p,Plateado,Nafta,3,Manual,1.6,Hatchback,150000,,,,Delantera,5,55 L,101,3899,1464,1656,2466 mm,9000
Fiat Cronos 1.3 Gse Drive,Bs.As. Costa Atlántica,Fiat,Cronos,2022,1.3 Gse Drive,,Nafta,4,Manual,1.3,Sedán,7300,,Sí,Eléctrica,Delantera,5,48 L,99,4364,1508,1724,2521 mm,16500
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,Córdoba,Ford,Fiesta Kinetic Design,2012,1.6 Design 120cv Titanium,Blanco,Nafta,5,Manual,1.6,Hatchback,125000,Sí,,Eléctrica,Delantera,5,45 L,120,4066,1473,1808,2350 mm,12900000
Toyota Corolla 1.8 Se-g At,Bs.As. G.B.A. Oeste,Toyota,Corolla,2009,1.8 Se-g At,Negro,Nafta,4,Automática,1.8,Sedán,160000,Sí,,Hidráulica,Delantera,5,55 L,136,4530,1485,1760,2600 mm,11500000
Ford Ranger 3.0 Cd 4X4 Limited + At 250Cv,San Juan,Ford,Ranger,2023,,Azul,Diésel,4,Automática,3.0,Pick-Up,36000,,,,,,,250,,,,,64800000
Mercedes-Benz Sprinter 2.5 413 Chasis 4025,Bs.As. G.B.A. Sur,,Sprinter,2007,2.5 413 Chasis 4025,Blanco,Diésel,2,Manual,2.5,Pick-Up,257000,,,Eléctrica,4x2,3,80 L,115,5427,2165,1994,3025 mm,25000
Nissan Versa 1.6 Advance At,Bs.As. G.B.A. Sur,Nissan,Versa,2017,1.6 Advance At,,Nafta,4,Automática,1.6,Sedán,85000,Sí,,,Delantera,5,41 L,107,4465,1514,1695,2600 mm,12850
Fiat Toro 2.0 350 Multijet Volcano 4x4 At,Córdoba,Fiat,Toro,2023,2.0 350 Multijet Volcano 4x4 At,,Diésel,4,Automática,2.0,Pick-Up,27500,,,,4x4,5,60 L,170,4945,1735,2033,2990 mm,29000
BMW Serie 1 1.6 118i Sport 170cv At,Bs.As. G.B.A. Sur,BMW,Serie 1,2013,1.6 118i Sport 170cv At,,Nafta,5,Automática,1.6,Hatchback,93500,,Sí,Asistida,Trasera,5,52 L,170,4324,1421,1639,2437 mm,18000
Toyota Etios 1.5 X 6mt My19,Santa Fe,Toyota,Etios,2023,1.5 X 6mt My19,,Nafta,5,Manual,1.5,Hatchback,59000,,,Eléctrica,Delantera,5,45 L,103,4265,1510,1695,2460 mm,23900000
Kia Sportage 2.0 Ex 154cv,Buenos Aires Interior,Kia,Sportage,2017,2.0 Ex 154cv,Rojo,Nafta,5,Manual,2.0,SUV,103000,Sí,Sí,Eléctrica,Delantera,5,62 L,154,4480,1655,1855,2670 mm,18900
Volkswagen Up! 1.0 Take Up! Aa 75cv,Neuquén,Volkswagen,,2016,,Blanco,Nafta,3,Manual,1.0,Hatchback,108000,,Sí,,Delantera,5,50 L,75,3605,1500,1645,2421 mm,12350000
Renault Megane 1.6 Bic Pack Plus,Bs.As. G.B.A. Norte,Renault,Megane,2008,1.6 Bic Pack Plus,,Nafta,5,Manual,1.6,Hatchback,199000,,,Hidráulica,Delantera,5,60 L,110,4164,1435,1777,2686 mm,6400000
Fiat Cronos Drive Pack Plus CVT,Capital Federal,Fiat,Cronos,2024,Drive Pack Plus CVT,,Nafta,5,Automática,1.3,Sedán,900,,,,Delantera,5,48 L,99,4364,1515,1962,2521 mm,22000
BMW Serie 3 3.0 330i Sedan Executive,Bs.As. G.B.A. Oeste,BMW,Serie 3,2010,3.0 330i Sedan Executive,Negro,Nafta,4,Manual,3.0,Sedán,87000,No,Sí,Asistida,Trasera,5,63 L,272,4531,1421,1734,2490 mm,18000
Volkswagen Amarok 2.0 Cd Tdi 140cv Trendline Llantas16,Entre Ríos,Volkswagen,Amarok,2017,2.0 Cd Tdi 140cv Trendline Llantas16,,Diésel,4,Manual,2.0,Pick-Up,240000,,,Hidráulica,4x4,5,80 L,140,5254,1834,1944,3095 mm,21000000
Peugeot 208 1.2t Gt,Bs.As. G.B.A. Sur,Peugeot,208,2022,1.2t Gt,Rojo,Nafta,5,Manual,1.2,Hatchback,5000,,Sí,Asistida,Delantera,5,55 L,130,3975,1470,1740,2540 mm,30000
Chevrolet Corsa 1.4 Classic Gls,Capital Federal,Chevrolet,Corsa,2009,1.4 Classic Gls,Plateado,Nafta,4,Manual,1.4,Sedán,114000,No,Sí,Hidráulica,Delantera,5,54 L,94,4056,1420,1944,3095 mm,6000
Citroën Xsara Picasso 2.0 Fase2 I Exclusiv 138cv,Bs.As. G.B.A. Norte,,Xsara Picasso,2011,2.0 Fase2 I Exclusiv 138cv,Gris,Nafta,5,Manual,2.0,Monovolumen,158000,,Sí,Hidráulica,Delantera,5,55 L,138,4276,1660,1877,2909 mm,8650000
Renault Clio 1.6 Sport,Bs.As. Costa Atlántica,Renault,Clio,2001,1.6 Sport,Gris,Nafta,3,Manual,1.6,Hatchback,212000,,Sí,Hidráulica,Delantera,5,50 L,100,3182,1417,1639,2472 mm,6000000
Peugeot 208 1.6 Allure,Bs.As. G.B.A. Norte,Peugeot,208,2018,1.6 Allure,Plateado,Nafta,5,Manual,1.6,Hatchback,72000,,Sí,Asistida,Delantera,5,55 L,115,3975,1470,1740,2540 mm,12900
