Título,Ubicación,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Piloto automático,Aire acondicionado,Dirección,Control de tracción,Capacidad de personas,Capacidad del tanque,Potencia,Largo,Altura,Ancho,Distancia entre ejes,Precio
Volkswagen Taos 1.4 250 Tsi Highline,Bs.As. G.B.A. Norte,Volkswagen,Taos,2022,1.4 250 Tsi Highline,Blanco,Nafta,5,Automática,1.4,SUV,18000,Sí,Sí,Eléctrica,4x2,5,50 L,150,4468,1624,1841,2651 mm,35200
Nissan Versa 1.6 Advance At con GNC de 5ta Gen IMPECABLE ÚNICO DUEÑO,Capital Federal,Nissan,Versa,2019,1.6 Advance At con GNC de 5ta Gen IMPECABLE ÚNICO DUEÑO,Negro,Nafta/GNC,4,Automática,1.6,Sedán,126000,Sí,,,Delantera,5,41 L,107,4465,1514,1695,2600 mm,14200000
Ford Fiesta Kinetic Design 1.6 Se Plus 120cv,Bs.As. G.B.A. Sur,Ford,Fiesta Kinetic Design,2014,1.6 Se Plus 120cv,Plateado,Nafta,5,Manual,1.6,Hatchback,111000,Sí,Sí,Eléctrica,Delantera,5,45 L,120,4066,1473,1801,2895 mm,10100
Ford Fiesta Kinetic Design 1.6 Se Powershift 120cv,Capital Federal,Ford,Fiesta Kinetic Design,2019,1.6 Se Powershift 120cv,Plateado,Nafta,5,Automática,1.6,Hatchback,40000,Sí,,Asistida,Delantera,5,51 L,120,4056,1476,1639,3572 mm,16000
Fiat Toro 2.0 Volcano 4x4 At,Buenos Aires Interior,Fiat,Toro,2016,2.0 Volcano 4x4 At,,Diésel,4,Automática,2.0,Pick-Up,192000,,,,4x4,5,60 L,170,4915,1690,1669,2443 mm,16500
Mercedes Benz E350 3.5 Coupe 2013,Bs.As. G.B.A. Norte,,Clase E,2013,3.5 E350 Avantgarde Sport,Blanco,Nafta,2,Automática,3.5,Coupé,20793,No,Sí,AsistidaSeguridadFrenos ABSSíFaros con regulación automáticaNoSensor de estacionamientoSíAirbag para conductor y pasajeroSíFaros antinieblas traserosNoControl de estabilidadSíCierre centralizado de puertasSíBlindadoNoSistema ISOFIXSíTracción ASRNoAviso de punto ciegoNoConfort y convenienciaPiloto automáticoNoAire acondicionadoSí,,,,,,,,,44900
Ford Ecosport 1.6 S 110cv 4x2,Bs.As. G.B.A. Sur,Ford,Ecosport,2014,1.6 S 110cv 4x2,Rojo,Nafta,5,Manual,1.6,SUV,120000,No,Sí,Eléctrica,4x2,5,52 L,110,4241,1693,1757,2607 mm,12900000
Toyota Corolla 1.8 Xei Mt 140cv,Capital Federal,Toyota,Corolla,2015,1.8 Xei Mt 140cv,Negro,Nafta,4,Manual,1.8,Sedán,73550,,Sí,Eléctrica,Delantera,5,57 L,140,4620,1460,1775,2700 mm,14800
Volkswagen Nivus 1.0 Tsi Tiptronic Highline,Bs.As. G.B.A. Sur,Volkswagen,Nivus,2021,1.0 Tsi Tiptronic Highline,Blanco,Nafta,5,Automática,1.0,SUV,40000,Sí,Sí,Eléctrica,4x2,5,52 L,116,4266,1493,1757,2566 mm,26700
"Ford Fiesta Ford Fiesta Se 1,6 2014",Bs.As. G.B.A. Norte,Ford,Fiesta,2014,,Azul,Nafta,5,Manual,1.5,Hatchback,90000,No,Sí,Asistida,,,,,,,,,9800
Renault Fluence 1.6 Ph2 Dynamique Pack 110cv,Capital Federal,Renault,Fluence,2015,1.6 Ph2 Dynamique Pack 110cv,,Nafta,4,Manual,1.6,Sedán,114300,,,Eléctrica,Delantera,5,60 L,110,4618,1479,1810,2700 mm,12000000
Ford Ranger 3.2 Cd 4x4 Limited Tdci 200cv At,Bs.As. Costa Atlántica,Ford,Ranger,2014,3.2 Cd 4x4 Limited Tdci 200cv At,Blanco,Diésel,4,Automática,3.2,Pick-Up,200000,Sí,Sí,Eléctrica,Integral,5,80 L,200,5359,1815,1760,2600 mm,17000
Ford Ecosport 1.6 My10 Xls 4x2,Chaco,Ford,Ecosport,2010,1.6 My10 Xls 4x2,Gris,Nafta,5,Manual,1.6,SUV,199000,,Sí,Hidráulica,Delantera,5,54 L,98,4240,1679,1757,2607 mm,10588000
Peugeot 408 1.6 Allure Hdi Nav 115cv,Bs.As. G.B.A. Sur,Peugeot,408,2012,1.6 Allure Hdi Nav 115cv,Gris,Diésel,4,Manual,1.6,Sedán,206000,,Sí,Asistida,Delantera,5,60 L,115,4690,1505,1815,2710 mm,9800
Toyota Yaris 1.5 107cv Xls Sedan,Capital Federal,Toyota,Yaris,2022,1.5 107cv Xls Sedan,Negro,Nafta,4,Manual,1.5,Sedán,30000,,,,Delantera,5,42 L,107,3945,1510,1695,2550 mm,23700000
Nissan March 1.6 Advance Media Tech 107cv Mt,Bs.As. G.B.A. Norte,Nissan,March,2017,1.6 Advance Media Tech 107cv Mt,,Nafta,5,Manual,1.6,Hatchback,85000,,,Asistida,Delantera,5,41 L,107,3827,1528,1675,2450 mm,10500
Renault Alaskan 2.3 Bit 16v Intens Mt 4x4,Córdoba,Renault,Alaskan,2022,2.3 Bit 16v Intens Mt 4x4,Blanco,Diésel,4,Manual,2.3,Pick-Up,69000,Sí,,Hidráulica,4x4,5,80 L,190,5230,1775,1850,3200 mm,37800000
Dodge Journey 2.4 Sxt Atx (2 Filas),Capital Federal,Dodge,Journey,2011,,Dorado,Nafta,5,Automática,2.4,SUV,140000,Sí,Sí,Hidráulica,4x2,5,78 L,,4887,1692,1985,3020 mm,11790000
Toyota Sw4 2.8 Srx 177cv 4x4 7as At 2018,Bs.As. G.B.A. Norte,Toyota,SW4,2018,2.8 Srx 177cv 4x4 7as At,Blanco,Diésel,5,Automática,2.8,,86000,,,,,,,,,,,,41000
Honda HR-V 1.8 Ex 2wd Cvt,Capital Federal,Honda,HR-V,2019,1.8 Ex 2wd Cvt,Blanco,Nafta,5,Automática,1.8,SUV,102000,Sí,Sí,Eléctrica,4x2,5,50 L,140,4294,1586,1770,2640 mm,21900
Mercedes-Benz Clase E 3.0 E400 Amg-line 333cv,Buenos Aires Interior,,Clase E,2019,3.0 E400 Amg-line 333cv,Blanco,Nafta,4,Automática,3.0,,30000,,Sí,Eléctrica,Delantera,4,66 L,333,4698,1397,1786,2760 mm,70000
Peugeot 207 1.6 Gti 156cv,Bs.As. G.B.A. Norte,Peugeot,207,2013,1.6 Gti 156cv,Blanco,Nafta,2,Manual,1.6,Hatchback,58000,Sí,Sí,Eléctrica,Delantera,5,50 L,156,4030,1473,1669,2443 mm,12900
Volkswagen Up! 1.0 MOVE UP,Bs.As. G.B.A. Norte,Volkswagen,,2015,1.0 MOVE UP,Azul,Nafta,4,Manual,1,Hatchback,84000,No,No,Asistida,4x2,5,50 L,75,3605,1500,1645,2421 mm,10650000
Fiat Toro 2.0 TDi Freedom 4x4 CD Aut Pack Seguridad,Bs.As. G.B.A. Sur,Fiat,Toro,2021,2.0 TDi Freedom 4x4 CD Aut Pack Seguridad,Verde,Diésel,4,Automática,2.0,Pick-Up,6800,,,,4x4,5,60 L,170,4915,1690,1669,2443 mm,27500
Jeep Renegade 1.8 Sport,Bs.As. G.B.A. Oeste,Jeep,Renegade,2017,1.8 Sport,Gris,Nafta,5,Manual,1.8,SUV,107045,Sí,,Hidráulica,4x2,5,60 L,217,4624,1670,1798,2570 mm,17000
Chevrolet Onix 1.4 Ltz 98cv,Bs.As. G.B.A. Oeste,Chevrolet,Onix,2016,1.4 Ltz 98cv,,Nafta,5,Automática,1.4,Hatchback,79000,No,Sí,Asistida,Delantera,5,54 L,98,3930,1484,1656,2465 mm,13300000
Jeep Renegade 1.8 Sport At Plus,Córdoba,Jeep,Renegade,2021,1.8 Sport At Plus,,Nafta,5,Automática,1.8,SUV,52800,Sí,,Hidráulica,4x4,5,60 L,217,4624,1670,1798,2570 mm,21800
Ford Fiesta Kinetic Design 1.6 Se 120cv,Bs.As. G.B.A. Norte,Ford,Fiesta Kinetic Design,2017,1.6 Se 120cv,Blanco,Nafta,5,Manual,1.6,Hatchback,88000,Sí,Sí,Eléctrica,Delantera,5,51 L,120,4056,1476,1801,2415 mm,12500
Toyota Corolla 1.8 Se-g Mt 136cv,Misiones,Toyota,Corolla,2012,1.8 Se-g Mt 136cv,Gris,Nafta,4,Manual,1.8,Sedán,180000,,,Eléctrica,Delantera,5,57 L,136,4540,1465,1760,2600 mm,12900000
Peugeot 408 2.0 Allure 143cv,Mendoza,Peugeot,408,2011,2.0 Allure 143cv,Blanco,Nafta,4,Manual,2.0,Sedán,178000,,,Asistida,Delantera,5,60 L,143,4690,1505,1815,2710 mm,11000000
Honda HR-V 1.8 Ex 2wd Cvt,Bs.As. G.B.A. Sur,Honda,HR-V,2018,1.8 Ex 2wd Cvt,Gris,Nafta,5,Automática,1.8,SUV,115000,Sí,,Eléctrica,4x2,5,50 L,140,4294,1586,1770,2640 mm,17500
Audi A4 3.2 Fsi Tiptronic Quattro,Bs.As. G.B.A. Sur,Audi,A4,2007,3.2 Fsi Tiptronic Quattro,Plateado,Nafta,4,Automática,3.2,Sedán,175000,,Sí,Eléctrica,Integral,5,70 L,265,4586,1427,1772,2642 mm,13500
Volkswagen Polo 1.4 Tsi Gts,Córdoba,Volkswagen,Polo,2021,1.4 Tsi Gts,,Nafta,5,Automática,1.4,Hatchback,85000,,,Hidráulica,Delantera,5,50 L,150,4384,1465,1699,2552 mm,21500
BMW Serie 3 2.0 328i Sedán Sport 245cv,La Pampa,BMW,Serie 3,2013,2.0 328i Sedán Sport 245cv,Gris,Nafta,4,Manual,2.0,Sedán,105000,,Sí,Asistida,Trasera,5,60 L,245,4624,1429,1811,2490 mm,22000
Volkswagen Fox 1.6 Highline,Bs.As. G.B.A. Oeste,Volkswagen,Fox,2016,1.6 Highline,Gris,Nafta,5,Manual,1.6,Hatchback,100000,Sí,,Eléctrica,Delantera,5,50 L,110,3823,1552,1660,2467 mm,15490000
Mercedes-benz Clase A 1.6 A160 Elegance Plus Automática,Capital Federal,,Clase A,2000,1.6 A160 Elegance Plus Automática,Gris,Nafta,5,Automática,1.6,Hatchback,230000,No,Sí,Hidráulica,Delantera,5,56 L,102,4292,1430,1720,2425 mm,6000000
Volkswagen Golf 2.0 Gti Tsi App Connect + Cuero,Bs.As. G.B.A. Sur,Volkswagen,Golf,2017,,Gris,Nafta,5,Automática,2.0,Hatchback,49000,Sí,Sí,Eléctrica,Delantera,5,50 L,230,4255,1452,1799,2631 mm,30000
Fiat Argo 1.8 Hgt,Bs.As. G.B.A. Sur,Fiat,Argo,2018,1.8 Hgt,Rojo,Nafta,5,Manual,1.8,Hatchback,80000,Sí,Sí,Eléctrica,Delantera,5,48 L,130,4000,1505,1750,2521 mm,13500
Volkswagen Gol 1.4 Power 83cv,Bs.As. G.B.A. Sur,Volkswagen,Gol,2014,1.4 Power 83cv,,Nafta,3,Manual,1.4,Hatchback,120000,,,,Delantera,5,51 L,83,3951,1414,1656,2465 mm,7500000
Vw Tiguan,Córdoba,Volkswagen,Tiguan,2018,ALL SPACE 1.4 TRENDLINE AUT.,Blanco,Nafta,5,Automática,1.4,Van,101410,No,,Asistida,Delantera,,,,,,,,32300000
Renault Duster 2.0 4x4 Tech Road 138cv,Bs.As. G.B.A. Oeste,Renault,Duster,2014,2.0 4x4 Tech Road 138cv,Gris,Nafta,5,Manual,2.0,SUV,130000,,,Hidráulica,4x4,5,50 L,138,4315,1695,1822,2673 mm,12500
Mercedes-Benz Clase A 1.6 A 200 Style B.efficiency 156cv,Capital Federal,,Clase A,2013,1.6 A 200 Style B.efficiency 156cv,Negro,Nafta,5,Manual,1.6,Hatchback,139000,Sí,Sí,Asistida,Delantera,5,58 L,136,4270,1605,1720,2425 mm,14700
Renault Sandero 1.6 Privilege Nav 105cv,Bs.As. G.B.A. Norte,Renault,Sandero,2013,1.6 Privilege Nav 105cv,Gris,Nafta,5,Manual,1.6,Hatchback,193000,,,Hidráulica,Delantera,5,50 L,105,4023,1528,1746,2591 mm,6200
Volkswagen Gol Trend 1.6 Highline 101cv,Santa Fe,Volkswagen,Gol Trend,2015,1.6 Highline 101cv,Rojo,Nafta,5,Manual,1.6,Hatchback,130000,No,Sí,Hidráulica,Delantera,5,55 L,101,3899,1464,1656,2466 mm,12950000
Toyota Hilux Srv Automatica De 5ta,Bs.As. G.B.A. Norte,Toyota,Hilux,2006,Srv,Negro,Nafta,5,Automática,3.0,Pick-Up,185058,,,Asistida,,,,,,,,,18000
Volkswagen Up! 1.0 Move Up! 75cv,Bs.As. G.B.A. Norte,Volkswagen,,2017,,,Nafta,3,Manual,1.0,Hatchback,73322,,,Eléctrica,Delantera,5,50 L,75,3605,1500,1645,2421 mm,10500
Volkswagen Suran 1.6 Highline 101cv 11c,Bs.As. G.B.A. Norte,Volkswagen,Suran,2011,1.6 Highline 101cv 11c,,Nafta,5,Manual,1.6,Monovolumen,168000,,,Hidráulica,Delantera,5,50 L,101,4178,1547,1660,2467 mm,8300
Ford Ecosport 1.5 Se 123cv 4x2 Manual,Bs.As. G.B.A. Sur,Ford,Ecosport,2021,1.5 Se 123cv 4x2 Manual,,Nafta,5,Manual,1.5,SUV,77000,,Sí,Asistida,4x2,5,52 L,123,4241,1693,1821,2608 mm,16900
Volkswagen Golf 1.6 Trendline,Buenos Aires Interior,Volkswagen,Golf,2017,1.6 Trendline,Azul,Nafta,5,Manual,1.6,Hatchback,131000,,,Eléctrica,Delantera,5,50 L,110,4255,1452,1799,2638 mm,17000
Ford Ranger 2.2 Cs 4x2 Xl Safety Tdci 125cv,Bs.As. G.B.A. Oeste,Ford,Ranger,2015,2.2 Cs 4x2 Xl Safety Tdci 125cv,,Diésel,2,Manual,2.2,Pick-Up,59000,,,Eléctrica,4x2,2,80 L,125,5359,1800,1695,2460 mm,21000000
Peugeot 408 Modelo 2015 Sedan,Bs.As. G.B.A. Sur,Peugeot,408,2015,feline thp tiptronic,Gris,Nafta,4,,,Sedán,99800,No,Sí,Asistida,,,,,,,,,11900000
Jeep Compass 1.3 Sport At6,Bs.As. G.B.A. Oeste,Jeep,Compass,2024,1.3 Sport At6,Blanco,Nafta,5,Automática,1.3,SUV,1000,,,,4x2,5,60 L,175,4404,1630,2033,2570 mm,37000000
Toyota Corolla 1.8 Se-g Cvt 140cv,Bs.As. G.B.A. Norte,Toyota,Corolla,2020,1.8 Se-g Cvt 140cv,Blanco,Nafta,4,Automática,1.8,Sedán,154000,Sí,,Eléctrica,Delantera,5,57 L,140,4620,1460,1775,2700 mm,19800
Renault Duster 2.0 4x4 Luxe 138cv,Bs.As. Costa Atlántica,Renault,Duster,2012,2.0 4x4 Luxe 138cv,,Nafta,5,Manual,2.0,,140000,,,Hidráulica,4x4,5,50 L,138,4315,1695,1822,2673 mm,13000000
Ford Ecosport 2.0 Titanium Powershift 4x2 Dps6,Bs.As. G.B.A. Norte,Ford,Ecosport,2014,2.0 Titanium Powershift 4x2 Dps6,Negro,Nafta,5,Automática,2.0,SUV,140000,Sí,Sí,Asistida,4x2,5,52 L,143,4241,1693,1802,2710 mm,14500000
Jeep Renegade 1.8 Sport At Plus,Capital Federal,Jeep,Renegade,2017,1.8 Sport At Plus,Negro,Nafta,5,Automática,1.8,SUV,12600,Sí,,Hidráulica,4x4,5,60 L,128,4624,1670,1798,2570 mm,18900
Honda HR-V 1.8 Lx 2wd Cvt,Entre Ríos,Honda,HR-V,2016,1.8 Lx 2wd Cvt,,Nafta,5,Automática,1.8,SUV,140000,Sí,,Eléctrica,4x2,5,50 L,140,4294,1586,1770,2640 mm,20500000
Volkswagen Voyage 1.6 Comfortline 101cv Abcp Abs,Bs.As. G.B.A. Sur,Volkswagen,Voyage,2013,1.6 Comfortline 101cv Abcp Abs,Blanco,Nafta,4,Manual,1.6,Sedán,165000,,Sí,Hidráulica,Delantera,5,55 L,101,4230,1464,1656,2465 mm,10500000
Peugeot Partner Patagónica 2014,Jujuy,Peugeot,Partner,2014,Patagónica,Azul,Nafta,4,,1.6,,90528,,,,,,,,,,,,13680000
Ford Ecosport 1.6 My10 Xls 4x2,Capital Federal,Ford,Ecosport,2012,1.6 My10 Xls 4x2,,Nafta,5,Manual,1.6,SUV,136000,,Sí,Hidráulica,Delantera,5,54 L,98,4240,1679,1757,2607 mm,8850
Kia Sportage 2.0 Crdi Ex 4x2 Automática,Córdoba,Kia,Sportage,2018,2.0 Crdi Ex 4x2 Automática,Blanco,Diésel,5,Automática,2.0,SUV,91000,,,Asistida,4x2,5,62 L,185,4480,1655,1855,2670 mm,31900000
Volkswagen Up! 1.0 White Up 75cv,Bs.As. G.B.A. Sur,Volkswagen,,2014,1.0 White Up 75cv,Blanco,Nafta,5,Manual,1.0,Hatchback,77000,,,Eléctrica,Delantera,5,50 L,75,3605,1500,1645,2421 mm,14050000
Ford Focus II 2.0 Ghia At,Bs.As. G.B.A. Sur,Ford,Focus II,2013,2.0 Ghia At,Gris,Nafta,5,Automática,2.0,Hatchback,55000,Sí,,Asistida,Delantera,5,55 L,145,4337,1500,1672,2600 mm,10500
Toyota SW4 2.8 Srx 177cv 4x4 7as,Bs.As. G.B.A. Sur,Toyota,SW4,2017,2.8 Srx 177cv 4x4 7as,Negro,Diésel,5,Manual,2.8,SUV,91000,,,Hidráulica,4x4,7,80 L,177,4705,1850,1840,2750 mm,35000
Toyota Etios 1.5 Sedan X l18,Chaco,Toyota,Etios,2019,1.5 Sedan X l18,,Nafta,4,Manual,1.5,Sedán,70000,,,Eléctrica,Delantera,5,45 L,103,4265,1510,1695,2460 mm,19400000
Volkswagen Up! 1.0 Move Up! 75cv 5 p,Santiago del Estero,Volkswagen,,2016,,,Nafta,5,Manual,1.0,Hatchback,83000,,,Eléctrica,Delantera,5,50 L,75,3605,1500,1645,2421 mm,14600000
Peugeot 3008 1.6 Premium Plus Thp 156cv,Bs.As. G.B.A. Oeste,Peugeot,3008,2011,1.6 Premium Plus Thp 156cv,,Nafta,5,Manual,1.6,Monovolumen,121500,Sí,Sí,Asistida,Delantera,5,60 L,156,4365,1639,1837,2613 mm,9500
Toyota Hilux 2.8 Cd Sr 177cv 4x4,Bs.As. G.B.A. Sur,Toyota,Hilux,2019,2.8 Cd Sr 177cv 4x4,,Diésel,4,Manual,2.8,Pick-Up,138000,,,Hidráulica,4x4,5,80 L,177,5260,1850,1855,2860 mm,28999
"Dodge Journey 2.4 Sxt 170cv (techo, Dvd, Nav)",Formosa,Dodge,Journey,2017,,Blanco,Nafta,5,Automática,2.4,SUV,88000,Sí,Sí,Hidráulica,4x2,5,78 L,170,4888,1691,1877,2947 mm,16500
Chevrolet Corsa Classic,Capital Federal,Chevrolet,Corsa,2004,Clasic,Negro,Nafta/GNC,4,Manual,1.4,Sedán,204000,,,Mecánica,,,,,,,,,4000000
Peugeot 208 1.5 Allure Touchscreen,Neuquén,Peugeot,208,2016,1.5 Allure Touchscreen,Blanco,Nafta,5,Manual,1.5,Hatchback,68000,,Sí,Eléctrica,Delantera,5,55 L,90,3872,1470,1702,2541 mm,15000000
Volkswagen Gol 1.4 Power 83cv,Bs.As. G.B.A. Norte,Volkswagen,Gol,2012,1.4 Power 83cv,,Nafta,3,Manual,1.4,Hatchback,140000,,,,Delantera,5,51 L,83,3951,1414,1645,2468 mm,7500
Nissan Kicks Sense Mt 2019 Blanco Manual,Capital Federal,Nissan,Kicks,2019,SENSE 1.6 MANUAL,Blanco,Nafta,5,Manual,1.6,,39000,,Sí,Hidráulica,,,,,,,,,18500
Ford Ranger 3.2 Cd Xlt Tdci 200cv,Bs.As. G.B.A. Norte,Ford,Ranger,2022,3.2 Cd Xlt Tdci 200cv,Gris,Eléctrico,4,Automática,3.2,Pick-Up,21000,Sí,,Eléctrica,4x2,5,80 L,200,5359,1815,1730,2670 mm,27999
Volkswagen Voyage 1.6 101cv,Bs.As. G.B.A. Sur,Volkswagen,Voyage,2012,1.6 101cv,Negro,Nafta,4,Manual,1.6,Sedán,200000,No,Sí,Hidráulica,Delantera,5,55 L,101,4230,1464,1656,2465 mm,7000000
Citroën Aircross 1.6 Exclusive 110cv,Capital Federal,,Aircross,2013,1.6 Exclusive 110cv,,Nafta,5,Manual,1.6,Hatchback,190000,Sí,Sí,Eléctrica,Delantera,5,55 L,110,4280,1753,2027,3302 mm,12000000
Chevrolet Tracker 1.8 Ltz Fwd Mt 140cv,Bs.As. G.B.A. Norte,Chevrolet,Tracker,2016,1.8 Ltz Fwd Mt 140cv,Plateado,Nafta,5,Manual,1.8,SUV,117000,Sí,Sí,Asistida,Delantera,5,53 L,140,4248,1674,1657,2465 mm,15600
Chevrolet Tracker 1.8 Ltz+ 140cv,Bs.As. G.B.A. Norte,Chevrolet,Tracker,2019,,Gris,Nafta,5,Automática,1.8,SUV,115000,Sí,Sí,,Integral,5,53 L,140,4248,1674,1657,2465 mm,15699
Toyota Corolla Cross 1.8 Xei Ecvt,Santa Fe,Toyota,Corolla Cross,2021,1.8 Xei Ecvt,Gris,Híbrido/Nafta,5,Automática,1.8,SUV,60000,Sí,,Eléctrica,4x2,5,47 L,98,4460,1620,1825,2465 mm,30000
Ford Ecosport 1.6 S 110cv 4x2,Capital Federal,Ford,Ecosport,2016,1.6 S 110cv 4x2,Rojo,Nafta,5,Manual,1.6,SUV,86000,,Sí,Hidráulica,4x2,5,52 L,110,4241,1693,1821,2608 mm,15000000
Peugeot 208 1.6 Xy,Bs.As. G.B.A. Oeste,Peugeot,208,2014,1.6 Xy,Negro,Nafta,5,Manual,1.6,Hatchback,28056,,Sí,Hidráulica,Delantera,5,55 L,156,3872,1470,1702,2541 mm,15900
Ford Fiesta Kinetic S Plus,Buenos Aires Interior,Ford,Fiesta Kinetic,2016,S plus,Blanco,Nafta,5,,,,62000,,,,,,,,,,,,13000000
Ford Ranger 3.2 XLT 4X2 MT,Bs.As. G.B.A. Norte,Ford,Ranger,2021,3.2 XLT 4X2 MT,Blanco,Diésel,4,Manual,3.2,Pick-Up,48000,Sí,,Eléctrica,4x2,5,80 L,200,5359,1815,1730,2670 mm,35000000
Fiat Argo 1.3 GSE DRIVE PACK CONECTIVIDAD L17,Córdoba,Fiat,Argo,2018,1.3 GSE DRIVE PACK CONECTIVIDAD L17,Blanco,Nafta,5,Manual,,Hatchback,101800,Sí,Sí,Asistida,Delantera,5,48 L,,,,,,17500000
