Título,Ubicación,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Piloto automático,Aire acondicionado,Dirección,Control de tracción,Capacidad de personas,Capacidad del tanque,Potencia,Largo,Altura,Ancho,Distancia entre ejes,Precio
Jeep Compass 2.4 Limited Plus,Capital Federal,Jeep,Compass,2020,2.4 Limited Plus,Gris,Nafta,5,Automática,2.4,SUV,60000,Sí,Sí,,4x2,5,60 L,174,4394,1650,2033,2636 mm,31500
Volkswagen Taos 1.4 250 Tsi Comfortline,Capital Federal,Volkswagen,Taos,2023,1.4 250 Tsi Comfortline,,Nafta,5,Automática,1.4,SUV,111111,Sí,Sí,Eléctrica,4x2,5,50 L,150,4468,1624,1841,2681 mm,21050000
Volkswagen Amarok 3.0 V6 Extreme,Bs.As. G.B.A. Oeste,Volkswagen,Amarok,2018,3.0 V6 Extreme,Gris,Diésel,4,Automática,3.0,Pick-Up,140000,,,,4x4,5,80 L,224,5254,1834,1944,3095 mm,31300
Chevrolet Cruze II 1.4 Ltz At 153cv,Bs.As. G.B.A. Norte,Chevrolet,Cruze II,2022,1.4 Ltz At 153cv,Blanco,Nafta,5,Automática,1.4,Hatchback,64000,Sí,Sí,Asistida,Delantera,5,60 L,153,4510,1477,1677,2467 mm,25900000
Toyota Hilux 2.5 Cd Dx Pack 120cv 4x4,Bs.As. G.B.A. Norte,Toyota,Hilux,2014,2.5 Cd Dx Pack 120cv 4x4,Blanco,Diésel,4,Manual,2.5,Pick-Up,307800,,,Hidráulica,4x4,5,80 L,120,5260,1850,1855,2860 mm,17000
Renault Sandero 1.6 Expression 90cv,Córdoba,Renault,Sandero,2017,1.6 Expression 90cv,Gris,Nafta,5,Manual,1.6,Hatchback,112000,,,Asistida,Delantera,5,50 L,90,4060,1536,1733,2590 mm,12000000
Nissan Tiida 1.8 Tekna,Bs.As. G.B.A. Oeste,Nissan,Tiida,2009,1.8 Tekna,Gris,Nafta,5,Manual,1.8,Hatchback,185000,,,Hidráulica,Delantera,5,52 L,124,4295,1535,1695,2600 mm,5000
Volkswagen Crossfox 1.6 Comfortline Ll Alt,Bs.As. G.B.A. Sur,Volkswagen,Crossfox,2014,1.6 Comfortline Ll Alt,Gris,Nafta,5,Manual,1.6,Hatchback,190000,,Sí,Hidráulica,Delantera,4,50 L,101,4034,1631,1677,2467 mm,12000000
Ford Ranger 3.2 Cd Limited Tdci 200cv Automática,Bs.As. Costa Atlántica,Ford,Ranger,2023,3.2 Cd Limited Tdci 200cv Automática,,Diésel,4,Automática,3.2,Pick-Up,15000,Sí,,Eléctrica,4x4,5,80 L,200,5359,1815,1860,3220 mm,38000
Chevrolet Tracker 1.8 Ltz+ Awd At 140cv,Bs.As. G.B.A. Sur,Chevrolet,Tracker,2015,,,Nafta,5,Automática,1.8,SUV,124800,Sí,Sí,Asistida,Integral,5,53 L,140,4248,1674,1657,2465 mm,13000
Peugeot 2008 1.6 Allure,Buenos Aires Interior,Peugeot,2008,2017,1.6 Allure,,Nafta,5,Manual,1.6,SUV,153000,,,Eléctrica,Delantera,5,55 L,115,4159,1583,1739,2542 mm,15000000
Chevrolet Corsa Full Full,Buenos Aires Interior,Chevrolet,Corsa Classic,2011,1.4N,Blanco,Nafta,5,Manual,1.4,,209000,,,Hidráulica,,,,,,,,,7200000
Fiat Cronos 1.3 Drive Mt,Bs.As. G.B.A. Oeste,Fiat,Cronos,2023,1.3 Drive Mt,Gris,Nafta,4,Manual,1.3,Sedán,2090,,Sí,Eléctrica,Delantera,5,48 L,99,4364,1508,1724,2521 mm,17860000
Chevrolet Tracker 1.8 Ltz+ Awd At 140cv,Bs.As. Costa Atlántica,Chevrolet,Tracker,2016,,Gris,Nafta,5,Automática,1.8,SUV,90000,Sí,Sí,Asistida,Integral,5,53 L,140,4248,1674,1657,2465 mm,14500
Fiat 500 1.4 Sport 105cv,Capital Federal,Fiat,500,2013,1.4 Sport 105cv,Blanco,Nafta,3,Manual,1.4,Hatchback,136000,Sí,Sí,Asistida,Delantera,4,40 L,105,3546,1492,1855,2640 mm,9700
Peugeot 207 1.6 Feline 106cv,Bs.As. G.B.A. Oeste,Peugeot,207,2011,1.6 Feline 106cv,,Nafta,3,Manual,1.6,Hatchback,111111,,Sí,Hidráulica,Delantera,5,50 L,106,3872,1441,1669,2443 mm,6800
Chevrolet Classic 1.4 Sedan Ls Pack,Córdoba,Chevrolet,Classic,2016,1.4 Sedan Ls Pack,,Nafta,4,Manual,1.4,Sedán,105850,,Sí,Hidráulica,Delantera,5,54 L,94,4056,1445,1944,3095 mm,9500000
Toyota Hilux 2.8 Cd Srx 177cv 4x4,Córdoba,Toyota,Hilux,2018,2.8 Cd Srx 177cv 4x4,Negro,Diésel,4,Manual,2.8,Pick-Up,107000,Sí,,Hidráulica,4x4,5,80 L,177,5260,1850,1855,2860 mm,38500000
Fiat Siena 1.8 Hlx,Bs.As. G.B.A. Norte,Fiat,Siena,2006,1.8 Hlx,Blanco,Nafta,4,Manual,1.8,Sedán,3170000,,,Hidráulica,Delantera,5,48 L,105,4135,1453,1790,2685 mm,5300000
Ford Focus III 2.0 Se Plus At6,Bs.As. G.B.A. Sur,Ford,Focus III,2018,2.0 Se Plus At6,,Nafta,5,Automática,2.0,Hatchback,60500,Sí,,Eléctrica,Delantera,5,55 L,170,4412,1484,1742,2630 mm,15000
Bmw Serie 5 535i Pack M,Córdoba,BMW,Serie 5,2013,535i pack M,Gris,Nafta,4,Automática,,Sedán,150000,Sí,Sí,Eléctrica,,,,,,,,,31000
Nissan Versa 1.6 Sense Mt,Entre Ríos,Nissan,Versa,2017,1.6 Sense Mt,,Nafta,4,Manual,1.6,Sedán,165000,Sí,,,Delantera,5,41 L,107,4465,1514,1695,2600 mm,8100
Renault Clio 1.2 Mio Confort Plus Abs Abcp,Bs.As. G.B.A. Oeste,Renault,Clio,2015,1.2 Mio Confort Plus Abs Abcp,Azul,Nafta,5,Manual,1.2,Hatchback,79000,,,Hidráulica,Delantera,5,50 L,75,3813,1417,1639,2472 mm,8500
Chevrolet Prisma 1.4 Ltz 98cv,Bs.As. G.B.A. Oeste,Chevrolet,Prisma,2015,1.4 Ltz 98cv,Gris,Nafta,4,Manual,1.4,Sedán,140000,,Sí,Hidráulica,Delantera,5,54 L,98,4275,1484,1656,2465 mm,12000000
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,Capital Federal,Ford,Fiesta Kinetic Design,2012,1.6 Design 120cv Titanium,,Nafta,5,Manual,1.6,Hatchback,160000,Sí,Sí,Eléctrica,Delantera,5,45 L,120,4066,1473,1808,2350 mm,10200000
Citroën C4 1.6 X Pack Look,Bs.As. G.B.A. Norte,,C4,2013,1.6 X Pack Look,,Nafta,5,Manual,1.6,Hatchback,140000,Sí,Sí,Asistida,Delantera,5,60 L,110,4260,1471,1728,2703 mm,9900000
Fiat Cronos 1.3 Precision Cvt,Bs.As. G.B.A. Sur,Fiat,Cronos,2023,1.3 Precision Cvt,Gris,Nafta,4,Automática,1.3,Sedán,1000,,Sí,Eléctrica,Delantera,5,48 L,99,4364,1508,1724,2521 mm,22500000
Renault Duster Oroch 2.0 Dynamique,Capital Federal,Renault,Duster Oroch,2016,2.0 Dynamique,Blanco,Nafta,4,Manual,2.0,SUV,110000,,,,4x2,5,50 L,143,4329,1683,1821,2829 mm,17200000
Volkswagen Gol 1.6 Confortline G3,Bs.As. G.B.A. Norte,Volkswagen,Gol,2004,1.6 Confortline G3,,Nafta,5,,,,250000,,,,,,,,,,,,5400
Fiat Palio 1.4 Attractive 85cv,Córdoba,Fiat,Palio,2016,1.4 Attractive 85cv,Blanco,Nafta,5,Manual,1.4,Hatchback,64000,,Sí,Hidráulica,Delantera,5,48 L,85,3875,1504,1922,4025 mm,13000000
Ford Focus Trend 1.6 16v Ùnico Dueño-2013-permuto Yoni Autos,Bs.As. G.B.A. Sur,Ford,Focus II,2013,FOCUS TREND 2013 5P,Gris,Nafta,5,Manual,,,130000,,Sí,Hidráulica,,,,,,,,,9800
Citroën C3 1.5 Start 90cv,Capital Federal,,C3,2017,1.5 Start 90cv,Rojo,Nafta,5,Manual,1.5,Hatchback,88600,,Sí,Eléctrica,Delantera,5,47 L,90,3850,1533,1645,2443 mm,12000000
Jeep Compass 2.4 Sport Automática 1630 mm,Córdoba,Jeep,Compass,2019,2.4 Sport Automática 1630 mm,Blanco,Nafta,5,Automática,2.4,SUV,68000,,,,4x2,5,52 L,174,4405,1630,1812,2633 mm,31400000
Ford Kuga 2.0 Sel At 4X4,Capital Federal,Ford,Kuga,2017,2.0 Sel At 4X4,Blanco,Nafta,5,Automática,2.0,SUV,108000,,,Hidráulica,4x4,5,60 L,240,4524,1736,1838,2643 mm,19800
Toyota Corolla 1.8 Xei Mt,Bs.As. G.B.A. Sur,Toyota,Corolla,2007,1.8 Xei Mt,Negro,Nafta,4,Manual,1.8,Sedán,235500,No,Sí,Eléctrica,Delantera,5,55 L,136,4530,1485,1705,2600 mm,13000000
Toyota Yaris 1.5 107cv Xls,Bs.As. Costa Atlántica,Toyota,Yaris,2024,1.5 107cv Xls,Blanco,Nafta,5,Manual,1.5,Hatchback,3000,,,Hidráulica,Delantera,5,42 L,107,3945,1510,1695,2550 mm,23000
Fiat Punto 1.4 Attractive C/radio Integrada,Bs.As. G.B.A. Norte,Fiat,Punto,2014,,Gris,Nafta,5,Manual,1.4,Hatchback,112000,,Sí,Hidráulica,Delantera,5,60 L,87,4065,1499,1789,2595 mm,11000000
Peugeot 208 1.6 Feline Pack Cuir,Bs.As. G.B.A. Oeste,Peugeot,208,2014,1.6 Feline Pack Cuir,,Nafta,5,Manual,1.6,Hatchback,57000,,Sí,Eléctrica,Delantera,5,55 L,115,3872,1470,1702,2541 mm,14300000
Honda CR-V 2.0 4x4 Si,Capital Federal,Honda,CR-V,2000,2.0 4x4 Si,Negro,Nafta,5,Manual,2.0,SUV,243800,No,Sí,Asistida,4x4,5,58 L,146,4520,1675,1750,2620 mm,9100
Nissan Versa 1.6 Sense Mt,Capital Federal,Nissan,Versa,2020,1.6 Sense Mt,,Nafta,4,Manual,1.6,Sedán,119800,Sí,,,Delantera,5,41 L,107,4465,1514,1695,2600 mm,15900000
Volkswagen Amarok 2.0 Cd Tdi 180cv 4x2 Trendline,Córdoba,Volkswagen,Amarok,2016,2.0 Cd Tdi 180cv 4x2 Trendline,,Diésel,4,Manual,2.0,Pick-Up,162000,Sí,,Hidráulica,4x2,5,80 L,180,5254,1834,1944,3095 mm,28000000
Toyota Hilux Pick-Up 2.5 Cd Dx Pack 120cv 4x4 - C3,Bs.As. G.B.A. Oeste,Toyota,Hilux Pick-Up,2015,2.5 Cd Dx Pack 120cv 4x4 - C3,,Diésel,4,Manual,2.5,Pick-Up,205472,,,Hidráulica,4x4,5,80 L,120,5260,1850,1855,2860 mm,22000000
Peugeot 408 2.0 Allure Nav 143cv,Capital Federal,Peugeot,408,2012,2.0 Allure Nav 143cv,,Nafta,4,Manual,2.0,Sedán,201000,,,Asistida,Delantera,5,60 L,143,4690,1505,1815,2710 mm,10750
Volkswagen Gol Trend 1.6 Comfortline 101cv,Bs.As. G.B.A. Norte,Volkswagen,Gol Trend,2017,1.6 Comfortline 101cv,Azul,Nafta,5,Manual,1.6,Hatchback,99000,,,Hidráulica,Delantera,5,55 L,101,3899,1464,1656,2466 mm,10999
Volkswagen Polo 1.6 Msi Track,Bs.As. G.B.A. Oeste,Volkswagen,Polo,2023,1.6 Msi Track,Negro,Nafta,5,Manual,1.6,Hatchback,53200,,,Hidráulica,Delantera,5,50 L,110,4384,1465,1699,2552 mm,17400000
Mercedes-Benz Clase A 2.0 A 250 At Sport B.efficiency,Bs.As. G.B.A. Norte,,Clase A,2013,2.0 A 250 At Sport B.efficiency,Plateado,Nafta,5,Automática,2.0,Hatchback,80700,Sí,Sí,Asistida,Delantera,5,56 L,211,4292,1430,1720,2425 mm,28500
Chevrolet Cruze 1.4 Ltz At Sedan,Córdoba,Chevrolet,Cruze,2019,1.4 Ltz At Sedan,Gris,Nafta,4,Automática,1.4,Sedán,75000,Sí,,Eléctrica,Delantera,5,52 L,153,4665,1484,2042,2700 mm,23900000
Peugeot Partner Patagónica,Capital Federal,Peugeot,Partner,2024,PARTNER PATAGÓNICA,Negro,Nafta/GNC,5,Manual,1.6,Furgón,10000,,,Hidráulica,,,,,,,,,22712000
Honda CR-V 2.0 4x4 I Scout,Bs.As. G.B.A. Sur,Honda,CR-V,1998,2.0 4x4 I Scout,Plateado,Nafta,5,Manual,2.0,SUV,210000,No,Sí,,4x4,5,58 L,146,4520,1675,1750,2620 mm,8900000
Renault Clio 1.5 Privilege,Córdoba,Renault,Clio,2006,1.5 Privilege,Gris,Diésel,4,Manual,1.5,Sedán,129000,,,,Delantera,5,50 L,65,4150,1435,1639,2472 mm,7000000
Peugeot 308 1.6 Allure Nav Hdi 115cv,Capital Federal,Peugeot,308,2014,1.6 Allure Nav Hdi 115cv,Negro,Diésel,5,Manual,1.6,Hatchback,98000,No,,Hidráulica,Delantera,5,60 L,115,4276,1519,1815,2608 mm,9500
Audi A4 1.8 Ambition T Fsi 160cv Manual,Capital Federal,Audi,A4,2012,1.8 Ambition T Fsi 160cv Manual,Gris,Nafta,4,Manual,1.8,Sedán,101000,Sí,Sí,Asistida,Delantera,5,65 L,160,4703,1427,1811,2810 mm,12500
Volkswagen Fox 1.6 Sportline,Capital Federal,Volkswagen,Fox,2007,1.6 Sportline,Negro,Nafta,3,Manual,1.6,Hatchback,126000,No,Sí,Hidráulica,Delantera,5,50 L,98,3804,1544,1640,2464 mm,5390000
Ford Ecosport 1.5 Titanium 123cv 4x2 Manual,Entre Ríos,Ford,Ecosport,2017,1.5 Titanium 123cv 4x2 Manual,,Nafta,5,Manual,1.5,SUV,72000,,Sí,Asistida,4x2,5,52 L,123,4241,1693,1821,2608 mm,21000000
Ford Ecosport 1.6 Xls Mp3 4x2,Bs.As. G.B.A. Norte,Ford,Ecosport,2009,1.6 Xls Mp3 4x2,,Nafta,5,Manual,1.6,SUV,345000,,Sí,Hidráulica,4x2,5,54 L,98,4240,1679,1837,2613 mm,7200000
Chevrolet Celta 1.4 Advantage Pack,Bs.As. G.B.A. Norte,Chevrolet,Celta,2014,1.4 Advantage Pack,Celeste,Nafta,5,Manual,1.4,Hatchback,150000,No,,Asistida,Delantera,5,54 L,92,3799,1408,1944,3095 mm,8700000
Fiat Cronos 1.3 Stile Mt,Capital Federal,Fiat,Cronos,2024,1.3 Stile Mt,Blanco,Nafta,4,Manual,1.3,Sedán,1000,,Sí,Eléctrica,Delantera,5,48 L,99,4364,1508,1724,2521 mm,22500000
Honda Civic 2.0 Ex 2017,Santa Fe,Honda,Civic,2017,2.0 Ex 2017,Plateado,Nafta,3,Manual,2.0,Hatchback,179000,,,,Delantera,5,56 L,200,4637,1433,1778,2651 mm,19500
Ford Focus II 1.6 Exe Sedan Trend Sigma,Capital Federal,Ford,Focus II,2013,1.6 Exe Sedan Trend Sigma,Blanco,Nafta,4,Manual,1.6,Sedán,165000,,,Hidráulica,Delantera,5,55 L,110,4481,1497,1809,2702 mm,9000
Citroën C3 1.6 I Exclusive,Bs.As. G.B.A. Sur,,C3,2006,1.6 I Exclusive,Azul,Nafta,5,Manual,1.6,Hatchback,150000,,,Asistida,Delantera,5,47 L,110,3850,1533,1645,2443 mm,5000
Chevrolet S10 2.8 Lt Cd Tdci 200cv,Capital Federal,Chevrolet,S10,2024,2.8 Lt Cd Tdci 200cv,Gris,Diésel,4,Manual,2.8,Pick-Up,1000,Sí,Sí,Asistida,4x2,5,76 L,200,5367,1889,1820,2712 mm,42155000
Volkswagen Up! 1.0 Move Up! 75cv,Bs.As. G.B.A. Norte,Volkswagen,,2017,,Blanco,Nafta,3,Manual,1.0,Hatchback,176000,,Sí,Eléctrica,Delantera,5,50 L,75,3605,1500,1645,2421 mm,11900000
Ford Focus III 1.6 S,Bs.As. Costa Atlántica,Ford,Focus III,2017,1.6 S,Gris,Nafta,5,Manual,1.6,Hatchback,96000,,Sí,Eléctrica,Delantera,5,55 L,125,4412,1484,1832,2762 mm,14200
Ford Ecosport 1.6 Xls Mp3 4x2,Capital Federal,Ford,Ecosport,2008,1.6 Xls Mp3 4x2,Dorado,Nafta/GNC,5,Manual,1.6,SUV,159500,,Sí,Hidráulica,4x2,5,54 L,98,4240,1679,1837,2613 mm,9300000
Volkswagen Amarok 3.0 V6 Extreme,Bs.As. G.B.A. Norte,Volkswagen,Amarok,2021,3.0 V6 Extreme,,Diésel,4,Automática,3.0,Pick-Up,59000,,,,4x4,5,80 L,224,5254,1834,1944,3095 mm,49000000
Toyota Hilux 2.8 Cd Srx 177cv 4x4,Bs.As. G.B.A. Sur,Toyota,Hilux,2016,2.8 Cd Srx 177cv 4x4,,Diésel,4,Manual,2.8,Pick-Up,205000,Sí,,Hidráulica,4x4,5,80 L,177,5260,1850,1855,2860 mm,28500
