Título,Ubicación,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Piloto automático,Aire acondicionado,Dirección,Control de tracción,Capacidad de personas,Capacidad del tanque,Potencia,Largo,Altura,Ancho,Distancia entre ejes,Precio
Jeep Compass 2.4 Sport,Bs.As. G.B.A. Norte,Jeep,Compass,2020,2.4 Sport,Gris,Nafta,5,Manual,2.4,SUV,65000,,,,4x2,5,52 L,174,4394,1635,2033,2636 mm,26900000
Volkswagen Gol 1.4 Power 83cv,Bs.As. G.B.A. Norte,Volkswagen,Gol,2012,1.4 Power 83cv,Gris,Nafta,3,Manual,1.4,Hatchback,195300,,,,Delantera,5,51 L,83,3951,1414,1645,2468 mm,7900000
Volkswagen Vento 2.5 Luxury 170cv,Buenos Aires Interior,Volkswagen,Vento,2017,2.5 Luxury 170cv,,Nafta,4,Manual,2.5,Sedán,132000,Sí,Sí,Hidráulica,Delantera,5,55 L,170,4659,1473,1778,2651 mm,22600000
Chevrolet Cruze 1.8 Lt Mt,Bs.As. G.B.A. Sur,Chevrolet,Cruze,2017,1.8 Lt Mt,Blanco,Nafta,5,Manual,1.8,Hatchback,78000,Sí,Sí,Hidráulica,Delantera,5,60 L,141,4597,1477,1855,2711 mm,14850
Renault Duster Oroch 2.0 Privilege,Capital Federal,Renault,Duster Oroch,2019,2.0 Privilege,,Nafta,5,Manual,2.0,SUV,121000,,,,4x2,5,50 L,143,4329,1683,1821,2829 mm,17999999
Volkswagen Gol Trend 1.6 Comfortline 101cv,Capital Federal,Volkswagen,Gol Trend,2017,1.6 Comfortline 101cv,Celeste,Nafta,5,Manual,1.6,Hatchback,105000,,Sí,Hidráulica,Delantera,5,55 L,101,3899,1464,1656,2466 mm,11990
Fiat Toro 1.8 Freedom 4X2 At,Capital Federal,Fiat,Toro,2020,1.8 Freedom 4X2 At,Blanco,Nafta,4,Automática,1.8,Pick-Up,70000,,Sí,Eléctrica,4x2,5,60 L,130,4915,1729,1844,2990 mm,25500000
Ford Focus Se Plus 2.0,Santa Fe,Ford,Focus,2015,SE PLUS 2.0,,Nafta,5,,,,91679,,,,,,,,,,,,17500000
Toyota Hilux 2.8 Cd Srv 177cv 4x4,Santa Fe,Toyota,Hilux,2022,2.8 Cd Srv 177cv 4x4,,Diésel,4,Manual,2.8,Pick-Up,876543,Sí,,Hidráulica,4x4,5,80 L,177,5260,1850,1855,2860 mm,35000
Renault Logan 1.6 Luxe,Capital Federal,Renault,Logan,2007,1.6 Luxe,Gris,Nafta,4,Manual,1.6,Sedán,157000,,Sí,,Delantera,5,50 L,95,4247,1534,1740,2630 mm,5900
Chevrolet Onix 1.4 Ltz 98cv,Córdoba,Chevrolet,Onix,2018,1.4 Ltz 98cv,Blanco,Nafta,5,Manual,1.4,Hatchback,105000,No,Sí,Asistida,Delantera,5,54 L,98,3930,1484,1656,2465 mm,18499000
BMW Serie 2 2.0 M240i Mpackage Lci Coupé,Bs.As. G.B.A. Norte,BMW,Serie 2,2022,2.0 M240i Mpackage Lci Coupé,Gris,Nafta,2,Automática,2.0,,23000,,Sí,Asistida,Trasera,4,52 L,340,4432,1423,1756,2600 mm,69700
Chevrolet Tracker 1.8 Ltz Fwd Mt 140cv,Córdoba,Chevrolet,Tracker,2014,1.8 Ltz Fwd Mt 140cv,Rojo,Nafta,5,Manual,1.8,SUV,120000,Sí,Sí,Asistida,Delantera,5,53 L,140,4248,1674,1657,2465 mm,16500000
Peugeot 207 2.0 Sedan Xt Hdi Premium,Bs.As. G.B.A. Sur,Peugeot,207,2009,2.0 Sedan Xt Hdi Premium,Gris,Diésel,4,Manual,2.0,Sedán,130000,,Sí,Hidráulica,Delantera,5,50 L,90,4235,1441,1669,2443 mm,9900000
Volkswagen Saveiro 1.6 Gp Ce 101cv Safety + Pack High,Buenos Aires Interior,Volkswagen,Saveiro,2016,,,Nafta,2,Manual,1.6,Pick-Up,120000,,,Hidráulica,Delantera,2,55 L,101,4493,1497,1729,2753 mm,17000000
Peugeot 408 2.0 ALLURE PLUS,Bs.As. G.B.A. Norte,Peugeot,408,2014,2.0 ALLURE PLUS,Gris,Nafta,4,Manual,1,Sedán,91898,No,No,Asistida,4x2,5,60 L,143,4690,1505,1815,2710 mm,11450000
Peugeot 208 1.6 Allure Plus Hdi,Bs.As. G.B.A. Norte,Peugeot,208,2019,1.6 Allure Plus Hdi,,Diésel,5,Manual,1.6,Hatchback,82000,,Sí,Asistida,Delantera,5,55 L,92,3975,1470,1740,2540 mm,12500
Fiat Cronos 1.3 Precision Cvt,Bs.As. G.B.A. Norte,Fiat,Cronos,2023,1.3 Precision Cvt,Gris,Nafta,4,Automática,1.3,Sedán,1900,,Sí,Eléctrica,Delantera,5,48 L,99,4364,1508,1724,2521 mm,22310000
Renault Duster 1.6 4x2 Confort Plus Abs 110cv,Bs.As. G.B.A. Norte,Renault,Duster,2013,1.6 4x2 Confort Plus Abs 110cv,Gris,Nafta,5,Manual,1.6,SUV,160000,,,Hidráulica,4x2,5,50 L,110,4315,1695,1822,2673 mm,12900000
Ford F-100 2.5 I Xl Aa,Mendoza,Ford,F-100,1997,2.5 I Xl Aa,,Diésel,2,Manual,2.5,Pick-Up,260000,,Sí,,4x4,3,110 L,115,5345,1935,1815,2710 mm,15000
Honda HR-V 1.8 Ex 2wd Cvt l20,Córdoba,Honda,HR-V,2022,1.8 Ex 2wd Cvt l20,,Nafta,5,Automática,1.8,SUV,35000,Sí,,Eléctrica,4x2,5,50 L,140,4294,1586,1770,2640 mm,27500
Toyota Hilux 2.8 Cd Srv 177cv 4x4,Bs.As. G.B.A. Norte,Toyota,Hilux,2020,2.8 Cd Srv 177cv 4x4,Blanco,Diésel,4,Manual,2.8,Pick-Up,58000,Sí,,Hidráulica,4x4,5,80 L,177,5260,1850,1855,2860 mm,35900
Chevrolet Onix 1.4 Ltz Mt,Capital Federal,Chevrolet,Onix,2018,1.4 Ltz Mt,Gris,Nafta,5,Manual,1,Hatchback,76072,No,No,Asistida,4x2,5,54 L,98,3930,1484,1656,2465 mm,14620000
Renault Duster 1.3 Tce Turbo Iconic 155Cv Cvt X-Tronic,Córdoba,Renault,Duster,2024,1.3 Tce Turbo Iconic 155Cv Cvt X-Tronic,Plateado,Nafta,5,Automática,1.3,SUV,1800,Sí,,,4x2,5,50 L,155,4341,1693,1832,2674 mm,31500000
Ford Ranger 2.2 Cd Xl Tdci 125cv 4x2,Bs.As. Costa Atlántica,Ford,Ranger,2017,2.2 Cd Xl Tdci 125cv 4x2,Blanco,Diésel,4,Manual,2.2,Pick-Up,102000,,,Eléctrica,4x2,5,80 L,125,5359,1800,1860,3220 mm,21000
Mitsubishi L200 3.2 Cab Doble 4wd Cr 165cv Mt,Santa Fe,Mitsubishi,L200,2013,3.2 Cab Doble 4wd Cr 165cv Mt,,Diésel,4,Manual,3.2,Pick-Up,207000,,Sí,Hidráulica,4x4,5,75 L,165,5070,1780,1750,3000 mm,17500
Toyota Corolla 1.8 Hev Seg Ecvt,Bs.As. G.B.A. Norte,Toyota,Corolla,2021,1.8 Hev Seg Ecvt,,Híbrido/Nafta,4,Automática,1.8,Sedán,42000,Sí,,Eléctrica,Delantera,5,57 L,98,4630,1435,1780,2700 mm,26500
Peugeot Partner 1.6 Hdi Confort,Córdoba,Peugeot,Partner,2022,1.6 Hdi Confort,Plateado,Diésel,3,Manual,1.6,Hatchback,15300,,,,Delantera,2,55 L,92,4137,1800,1720,2728 mm,20800000
Volkswagen Voyage 1.6 Comfortline 101cv,Bs.As. G.B.A. Oeste,Volkswagen,Voyage,2012,1.6 Comfortline 101cv,,Nafta,4,Manual,1.6,Sedán,106000,,,Hidráulica,Delantera,5,55 L,101,4230,1464,1656,2465 mm,4500
Citroën Berlingo 1.6 Hdi 92 Bussines,Bs.As. G.B.A. Oeste,,Berlingo,2021,1.6 Hdi 92 Bussines,Blanco,Diésel,3,Manual,1.6,Furgón,82000,,Sí,Hidráulica,Delantera,2,60 L,92,4137,1804,1960,2693 mm,18300000
Volkswagen Gol Trend 1.6 Highline 101cv,Bs.As. G.B.A. Norte,Volkswagen,Gol Trend,2017,1.6 Highline 101cv,Blanco,Nafta,5,Manual,1.6,Hatchback,88000,,Sí,Hidráulica,Delantera,5,55 L,101,3899,1464,1656,2466 mm,11400
Honda HR-V 1.8 Ex-l 2wd Cvt,Córdoba,Honda,HR-V,2016,1.8 Ex-l 2wd Cvt,Blanco,Nafta,5,Automática,1.8,SUV,115000,No,Sí,assisted,4x2,5,50 L,140,4294,1586,1770,2640 mm,22880000
Fiat Palio 1.3 Fire Top,Córdoba,Fiat,Palio,2005,1.3 Fire Top,,Nafta,3,Manual,1.3,Hatchback,202000,,,,Delantera,5,48 L,82,3827,1444,1634,2373 mm,6000000
Nissan Versa EXCLUSIVE PURE DRIVE,Santa Fe,Nissan,Versa,2020,EXCLUSIVE PURE DRIVE,Negro,Nafta,4,Automática,1.6,Sedán,62581,Sí,,,Delantera,5,52 L,107,4465,1533,1695,2600 mm,19500000
Volkswagen Fox 1.6 Confortline,Salta,Volkswagen,Fox,2013,1.6 Confortline,Gris,Nafta,5,Manual,1.6,Hatchback,166000,,Sí,Hidráulica,Delantera,5,50 L,101,3823,1544,1657,2465 mm,10000000
BMW X6 3.0 Xdrive 35i Pure Extravagance,Capital Federal,BMW,X6,2017,3.0 Xdrive 35i Pure Extravagance,Blanco,Nafta,5,Automática,3.0,SUV,80000,Sí,No,Asistida,4x4,4,85 L,306,4877,1669,1838,2690 mm,62000
Citroën Berlingo Multispace 1.6 Sx Pack Hdi 92cv Am53,Capital Federal,,Berlingo Multispace,2011,1.6 Sx Pack Hdi 92cv Am53,,Diésel,5,Manual,1.6,Monovolumen,400000,,Sí,Hidráulica,Delantera,5,60 L,92,4137,1858,1788,2685 mm,6500000
Chevrolet Spin 1.8 Ltz 7as 105cv,Bs.As. G.B.A. Oeste,Chevrolet,Spin,2012,1.8 Ltz 7as 105cv,Verde,Nafta,5,Manual,1.8,Monovolumen,169009,,Sí,Hidráulica,Delantera,7,53 L,105,4360,1664,1657,2465 mm,13700000
Ford Focus II 2.0 Trend Plus,Bs.As. G.B.A. Sur,Ford,Focus II,2010,2.0 Trend Plus,,Nafta,5,Manual,2.0,Hatchback,96000,,,Asistida,Delantera,5,55 L,145,4337,1500,1850,2690 mm,10000
Ford Focus III 2.0 Sedan Se,Bs.As. G.B.A. Oeste,Ford,Focus III,2016,2.0 Sedan Se,Gris,Nafta,4,Manual,2.0,Sedán,120000,,,Eléctrica,Delantera,5,55 L,170,4534,1484,1742,2630 mm,12500
Volkswagen Vento 2.0 Tsi Gli 211cv App Connect + Nav,Córdoba,Volkswagen,Vento,2016,,Gris,Nafta,4,Automática,2.0,Sedán,85000,Sí,Sí,Hidráulica,Delantera,5,55 L,211,4659,1473,1778,2651 mm,24000
Nissan Frontier 2.3Bt Platinum 4X2 At L22,Capital Federal,Nissan,Frontier,2023,2.3Bt Platinum 4X2 At L22,Blanco,Diésel,4,Automática,2.3,Pick-Up,32000,Sí,,Hidráulica,4x2,5,80 L,190,5260,1850,1790,3150 mm,40490000
Chevrolet Classic 1.4 Lt Spirit Pack,Capital Federal,Chevrolet,Classic,2013,1.4 Lt Spirit Pack,Gris,Nafta,4,Manual,1.4,Sedán,155000,,Sí,Hidráulica,Delantera,5,54 L,92,4152,1440,1954,3095 mm,6800
Ford Ecosport 1.6 Freestyle 110cv 4x2,Bs.As. G.B.A. Sur,Ford,Ecosport,2012,1.6 Freestyle 110cv 4x2,,Nafta,5,Manual,1.6,SUV,118000,,Sí,Eléctrica,4x2,5,52 L,110,4241,1693,1762,2612 mm,11000
Ford Ecosport 1.6 S 110cv 4x2,Bs.As. G.B.A. Oeste,Ford,Ecosport,2015,1.6 S 110cv 4x2,Plateado,Nafta,5,Manual,1.6,SUV,84000,,Sí,Eléctrica,4x2,5,52 L,110,4241,1693,1757,2607 mm,10500
Honda Civic 2.0 Ex 2017,Buenos Aires Interior,Honda,Civic,2017,2.0 Ex 2017,,Nafta,3,Manual,2.0,Hatchback,110000,,,,Delantera,5,56 L,200,4637,1433,1778,2651 mm,26000000
Toyota Corolla 1.8 Xei Cvt Pack 140cv,Bs.As. G.B.A. Sur,Toyota,Corolla,2018,1.8 Xei Cvt Pack 140cv,Plateado,Nafta,4,Automática,1.8,Sedán,51000,Sí,,Eléctrica,Delantera,5,57 L,140,4620,1460,1775,2700 mm,24500000
Volkswagen Amarok 2.0 Cd Tdi 180cv 4x2 Trendline At,Córdoba,Volkswagen,Amarok,2015,2.0 Cd Tdi 180cv 4x2 Trendline At,,Diésel,4,Automática,2.0,Pick-Up,177000,Sí,,Hidráulica,4x2,5,80 L,180,5254,1834,1944,3095 mm,24000000
BMW X5 3.0 Xdrive 40d M Package 313cv,Mendoza,BMW,X5,2018,3.0 Xdrive 40d M Package 313cv,Negro,Diésel,5,Automática,3.0,SUV,81000,Sí,No,Asistida,4x4,5,85 L,313,4886,1762,1631,2448 mm,79900
Citroën Berlingo 1.9 D 5 p,Bs.As. G.B.A. Norte,,Berlingo,2008,1.9 D 5 p,,Diésel,5,Manual,1.9,Monovolumen,282000,,Sí,Hidráulica,Delantera,5,60 L,71,4108,1802,1788,2685 mm,4800
Citroën C3 1.5 Tendance Pack Secure I 90cv,Bs.As. G.B.A. Norte,,C3,2013,1.5 Tendance Pack Secure I 90cv,Negro,Nafta,5,Manual,1.5,Hatchback,101000,No,Sí,Eléctrica,Delantera,5,47 L,90,3850,1533,1645,2443 mm,11250000
Mercedes-benz Clase C 1.8 C200 K Avantgarde At,Buenos Aires Interior,,Clase C,2008,1.8 C200 K Avantgarde At,Negro,Nafta,5,Automática,1.8,Rural,180000,Sí,Sí,Asistida,Delantera,5,66 L,184,4595,1460,1770,2760 mm,18000
Chevrolet Onix 1.4 Joy Ls + 98cv,Bs.As. G.B.A. Norte,Chevrolet,Onix,2018,,Blanco,Nafta,5,Manual,1.4,Hatchback,77000,No,,Asistida,Delantera,5,54 L,98,3930,1484,1656,2465 mm,13800000
Fiat Idea 1.4 Elx Mp3,Bs.As. G.B.A. Norte,Fiat,Idea,2008,1.4 Elx Mp3,,Nafta,5,Manual,1.4,Monovolumen,188000,,Sí,Hidráulica,Delantera,5,48 L,82,3931,1691,2020,2760 mm,6500
Renault Clio 1.2 Pack Plus,Bs.As. Costa Atlántica,Renault,Clio,2011,1.2 Pack Plus,Azul,Nafta,3,Manual,1.2,Hatchback,130000,,,Hidráulica,Delantera,5,50 L,75,3813,1417,1639,2472 mm,6000
Jeep Renegade 1.8 Longitude At6,Capital Federal,Jeep,Renegade,2019,1.8 Longitude At6,Gris,Nafta,5,Automática,1.8,SUV,102000,Sí,,Hidráulica,4x2,5,60 L,130,4624,1670,1798,2570 mm,22900000
Volkswagen T-Cross 1.6 Trendlinde Mt,Bs.As. G.B.A. Oeste,Volkswagen,T-Cross,2021,1.6 Trendlinde Mt,Blanco,Nafta,5,Manual,1.6,SUV,82100,Sí,Sí,Eléctrica,4x2,5,64 L,110,4199,1598,1760,2651 mm,19500
Chevrolet Captiva 2.4 Lt 167cv,Mendoza,Chevrolet,Captiva,2016,2.4 Lt 167cv,Blanco,Nafta,5,Manual,2.4,SUV,130000,Sí,Sí,Eléctrica,Integral,7,65 L,167,4673,1756,1815,2660 mm,20000000
Fiat Palio 1.4 Attractive 85cv,Bs.As. G.B.A. Norte,Fiat,Palio,2013,1.4 Attractive 85cv,Gris,Nafta,5,Manual,1.4,Hatchback,113000,,Sí,Hidráulica,Delantera,5,48 L,85,3875,1504,1922,4025 mm,7000000
Volkswagen Polo 1.6 Msi Trendline,Capital Federal,Volkswagen,Polo,2019,1.6 Msi Trendline,Azul,Nafta,5,Manual,1.6,Hatchback,65000,,,Hidráulica,Delantera,5,50 L,110,4384,1465,1699,2552 mm,17500000
Volkswagen Vento 1.4 Comfortline 150cv,San Luis,Volkswagen,Vento,2018,1.4 Comfortline 150cv,Blanco,Nafta,4,Automática,,Sedán,80213,No,Sí,electronic,,5,55 L,150,4554,1461,1778,2651 mm,25500000
Ford Fiesta Kinetic 1.6 Se Plus Powershift 120cv,Capital Federal,Ford,Fiesta Kinetic,2019,1.6 Se Plus Powershift 120cv,Rojo,Nafta,5,Automática,1.6,Hatchback,38000,Sí,,Asistida,Delantera,5,47 L,120,4056,1476,1931,2920 mm,16500
Honda CR-V 2.0 4x4 I,Bs.As. G.B.A. Sur,Honda,CR-V,1998,2.0 4x4 I,,Nafta,5,Manual,2.0,SUV,195000,,,,4x4,5,58 L,146,4520,1675,1750,2620 mm,9300
Toyota Hilux 2.5 Cd Dx Pack I 120cv 4x4,Córdoba,Toyota,Hilux,2013,2.5 Cd Dx Pack I 120cv 4x4,Blanco,Diésel,4,Manual,2.5,Pick-Up,230000,,,Hidráulica,4x4,5,80 L,120,5260,1850,1855,2860 mm,22000000
Jeep Compass 1.3 T270 Sport,Bs.As. G.B.A. Norte,Jeep,Compass,2024,1.3 T270 Sport,,Nafta,5,Automática,1.3,SUV,1000,Sí,Sí,Eléctrica,4x2,5,52 L,175,4404,1632,1819,2636 mm,36000
Ford Ecosport 1.5 Titanium 123cv 4x2 Manual,Bs.As. G.B.A. Sur,Ford,Ecosport,2017,1.5 Titanium 123cv 4x2 Manual,Rojo,Nafta,5,Manual,1.5,SUV,71000,Sí,Sí,Asistida,,,,,,,,,18500
Renault Alaskan 2.3 Bit 16v Emotion Mt 4x4,Capital Federal,Renault,Alaskan,2021,2.3 Bit 16v Emotion Mt 4x4,,Diésel,4,Manual,2.3,Pick-Up,17400,Sí,,Hidráulica,4x4,5,80 L,190,5230,1775,1850,3200 mm,33000000
Chevrolet Onix 1.0 Turbo Premier Ii At,Bs.As. G.B.A. Norte,Chevrolet,Onix,2020,1.0 Turbo Premier Ii At,Rojo,Nafta,5,Automática,1.0,Hatchback,61000,No,Sí,Asistida,Delantera,5,54 L,116,3930,1484,1656,2465 mm,17000
Volkswagen Up! 1.0 Move,Capital Federal,Volkswagen,,2018,1.0 Move,,Nafta,5,Manual,1.0,Hatchback,57000,,,,Delantera,5,50 L,75,3605,1500,1645,2421 mm,9800
Audi A3 1.6 102cv,Neuquén,Audi,A3,2010,1.6 102cv,Blanco,Nafta,3,Manual,1.6,Hatchback,133650,No,Sí,Asistida,Delantera,5,55 L,102,4238,1421,1854,2751 mm,9250
Ford Focus III 2.0 Sedan Se Plus At6,Santa Fe,Ford,Focus III,2015,2.0 Sedan Se Plus At6,Blanco,Nafta,4,Automática,2.0,Sedán,169000,Sí,Sí,Asistida,Delantera,5,55 L,170,4534,1484,1639,2630 mm,11500
Volkswagen Amarok 2.0 Cd Tdi 180cv 4x4 Ultimate At,Capital Federal,Volkswagen,Amarok,2016,2.0 Cd Tdi 180cv 4x4 Ultimate At,,Diésel,4,Automática,2.0,Pick-Up,93500,Sí,,Hidráulica,4x4,5,80 L,180,5254,1834,1944,3095 mm,29000
Mercedes-Benz Clase GLC 2.0 Glc300 4matic Offroad At,Capital Federal,,Clase GLC,2020,2.0 Glc300 4matic Offroad At,Blanco,Nafta,5,Automática,2.0,Coupé,35000,Sí,Sí,Asistida,4x4,5,56 L,258,4417,1494,1890,2873 mm,93000
Volkswagen Vento 1.4 Comfortline 150cv At,Santa Fe,Volkswagen,Vento,2017,1.4 Comfortline 150cv At,Blanco,Nafta,4,Automática,1.4,Sedán,92000,Sí,Sí,Eléctrica,Delantera,5,55 L,150,4554,1461,1778,2651 mm,18500000
Toyota Hilux 2.8 Cd Srv 177cv 4x4,Bs.As. G.B.A. Oeste,Toyota,Hilux,2023,2.8 Cd Srv 177cv 4x4,,Diésel,4,Manual,2.8,Pick-Up,23000,Sí,,Hidráulica,4x4,5,80 L,177,5260,1850,1855,2860 mm,38000
Volkswagen Vento 2.5 Luxury 170cv,Buenos Aires Interior,Volkswagen,Vento,2015,2.5 Luxury 170cv,Blanco,Nafta,4,Manual,2.5,Sedán,140000,Sí,Sí,Hidráulica,Delantera,5,55 L,170,4659,1473,1778,2651 mm,13500
Peugeot 207 2.0 Sedan Xt Hdi Premium,Bs.As. G.B.A. Norte,Peugeot,207,2009,2.0 Sedan Xt Hdi Premium,Gris,Diésel,4,Manual,2.0,Sedán,160000,No,Sí,Hidráulica,Delantera,5,50 L,90,4235,1441,1669,2443 mm,6300
Partner Patagonica,Capital Federal,Peugeot,Partner,2021,Patagonica vtc plus 1.6,Blanco,Nafta,5,Manual,1.6,,57000,,,Hidráulica,,,,,,,,,20000000
Ford Ecosport 1.6 Titanium 110cv 4x2,Bs.As. G.B.A. Sur,Ford,Ecosport,2013,1.6 Titanium 110cv 4x2,,Nafta,5,Manual,1.6,SUV,88135,,Sí,Eléctrica,4x2,5,52 L,110,4241,1693,1840,2670 mm,11600
Volkswagen Gol Trend 1.6 Trendline 101cv,Capital Federal,Volkswagen,Gol Trend,2019,1.6 Trendline 101cv,Gris,Nafta,5,Manual,1.6,Hatchback,75000,,,Hidráulica,Delantera,5,55 L,101,3899,1464,1656,2466 mm,14000000
Mitsubishi L200 3.2 Did Cab Doble At 4x4,Bs.As. G.B.A. Norte,Mitsubishi,L200,2016,3.2 Did Cab Doble At 4x4,Gris,Diésel,4,Automática secuencial,3.2,,11000,,,Hidráulica,,,,,,,,,29000
