Título,Ubicación,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Piloto automático,Aire acondicionado,Dirección,Control de tracción,Capacidad de personas,Capacidad del tanque,Potencia,Largo,Altura,Ancho,Distancia entre ejes,Precio
Ford Focus III 2.0 Titanium At6,San Juan,Ford,Focus III,2018,2.0 Titanium At6,,Nafta,5,Automática,2.0,Hatchback,6500,Sí,,Eléctrica,Delantera,5,55 L,170,4412,1484,2070,4332 mm,21000
Chevrolet Corsa 1.6 Gl Gnc,Bs.As. G.B.A. Norte,Chevrolet,Corsa,2003,1.6 Gl Gnc,Gris,Nafta,4,Manual,1.6,Sedán,271842,,,Hidráulica,Delantera,5,54 L,102,4056,1420,1944,3095 mm,3500
Jeep Compass 2.4 LIMITED PLUS AT 4x4,Bs.As. G.B.A. Norte,Jeep,Compass,2018,2.4 LIMITED PLUS AT 4x4,Plateado,Nafta,5,Automático,1,SUV,70821,No,No,Asistida,4x4,5,60 L,174,4394,1650,2033,2636 mm,33030000
Ford Fiesta Kinetic Design 1.6 Se 120cv,Tucumán,Ford,Fiesta Kinetic Design,2016,1.6 Se 120cv,Celeste,Nafta,5,Manual,1.6,Hatchback,85000,Sí,,Eléctrica,Delantera,5,51 L,120,4056,1476,1801,2415 mm,15200000
Chevrolet Cruze 1.8 Lt Mt,Bs.As. G.B.A. Oeste,Chevrolet,Cruze,2011,1.8 Lt Mt,,Nafta,4,Manual,1.8,Sedán,195000,Sí,Sí,Hidráulica,Delantera,5,60 L,141,4597,1477,1855,2711 mm,10000
Volkswagen Suran 1.6 Track,Capital Federal,Volkswagen,Suran,2017,1.6 Track,Gris,Nafta,5,Manual,1.6,Monovolumen,129400,,,Hidráulica,Delantera,5,50 L,101,4204,1585,1660,2467 mm,15300000
Chevrolet Tracker 1.8 Ltz Fwd Mt 140cv,Neuquén,Chevrolet,Tracker,2015,1.8 Ltz Fwd Mt 140cv,Gris,Nafta,5,Manual,1.8,SUV,84000,Sí,Sí,Asistida,Delantera,5,53 L,140,4248,1674,1657,2465 mm,17000000
Toyota Yaris 1.5 XLS MT,Capital Federal,Toyota,Yaris,2021,1.5 XLS MT,Azul,Nafta,4,Manual,1,Hatchback,31205,No,No,Asistida,4x2,5,42 L,107,3945,1510,1695,2550 mm,25000000
Chevrolet Cruze 5 1.4 Rs At 5 p,Santa Fe,Chevrolet,Cruze 5,2022,1.4 Rs At 5 p,Gris,Nafta,5,Automática,1.4,Hatchback,42000,Sí,,Eléctrica,Delantera,5,52 L,153,4448,1484,2042,2700 mm,29000000
Fiat Toro 2.0 Freedom 4x2,Capital Federal,Fiat,Toro,2017,2.0 Freedom 4x2,Rojo,Diésel,4,Manual,2.0,Pick-Up,149124,,,,4x2,5,60 L,170,4915,1690,1669,2443 mm,15000
Citroën C3 1.4 I X,Córdoba,,C3,2007,1.4 I X,Blanco,Nafta,5,Manual,1.4,Hatchback,200000,,,Asistida,Delantera,5,47 L,75,3850,1533,1645,2443 mm,6000000
Ford Ranger 2.2 Cd Xl Tdci 150cv 4x2,Santa Fe,Ford,Ranger,2020,2.2 Cd Xl Tdci 150cv 4x2,Blanco,Diésel,4,Manual,2.2,Pick-Up,83000,,,Eléctrica,4x2,5,80 L,150,5359,1800,1860,3220 mm,22990
BMW Serie 5 3.0 525d Executive 218cv,Bs.As. Costa Atlántica,BMW,Serie 5,2014,3.0 525d Executive 218cv,,Diésel,4,Automática,3.0,Sedán,110000,Sí,Sí,Eléctrica,Trasera,5,70 L,218,4899,1464,1675,2488 mm,36900
Nissan Frontier 2.3t Xe 4x2 At L22,Capital Federal,Nissan,Frontier,2022,2.3t Xe 4x2 At L22,Gris,Diésel,4,Automática,2.3,Pick-Up,120000,Sí,,Hidráulica,4x2,5,80 L,190,5260,1850,1790,3150 mm,26000
Peugeot 307 2.0 Sedan Xs Premium Tip 143cv,Bs.As. G.B.A. Oeste,Peugeot,307,2007,2.0 Sedan Xs Premium Tip 143cv,,Nafta,4,Automática,2.0,Sedán,161000,Sí,,Hidráulica,Delantera,5,60 L,143,4479,1520,1746,2608 mm,7900000
Volkswagen Suran 1.6 Highline 101cv,Bs.As. G.B.A. Sur,Volkswagen,Suran,2014,1.6 Highline 101cv,Gris,Nafta,5,Manual,1.6,Monovolumen,130000,,,Hidráulica,Delantera,5,50 L,101,4178,1547,1660,2467 mm,11990000
Toyota Yaris 1.5 107cv S,Bs.As. G.B.A. Sur,Toyota,Yaris,2021,1.5 107cv S,Blanco,Nafta,5,Manual,1.5,Hatchback,69000,,,,Delantera,5,42 L,107,3945,1510,1695,2550 mm,24500000
Volkswagen Saveiro 1.6l Gp Pick Up Simp,Bs.As. G.B.A. Norte,Volkswagen,Saveiro,2013,1.6L GP pick up simp,,Nafta/GNC,2,,,,171000,,,,,,,,,,,,12500000
Citroën C3 1.4 Hdi Exclusive,Bs.As. G.B.A. Sur,,C3,2006,1.4 Hdi Exclusive,Negro,Diésel,5,Manual,1.4,Hatchback,225000,,,Asistida,Delantera,5,47 L,70,3850,1533,1645,2443 mm,3700000
Peugeot 3008 2.0 Gt-line Hdi Tiptronic,Capital Federal,Peugeot,3008,2018,2.0 Gt-line Hdi Tiptronic,Rojo,Diésel,5,Automática,2.0,SUV,88600,Sí,,Eléctrica,Delantera,5,53 L,150,4447,1629,2098,2675 mm,26500
Volkswagen Bora 1.9 Trendline I 100cv,Capital Federal,Volkswagen,Bora,2008,1.9 Trendline I 100cv,,Diésel,4,Manual,1.9,Sedán,136000,Sí,,Hidráulica,Delantera,5,55 L,100,4376,1446,1735,2518 mm,6300
Honda City 1.5 Lx Mt 120cv,Entre Ríos,Honda,City,2012,1.5 Lx Mt 120cv,,Nafta,4,Manual,1.5,Sedán,165000,,,Eléctrica,Delantera,5,42 L,120,4400,1480,1781,2578 mm,8000
Chevrolet Cruze 1.4 Premier Sedan,Bs.As. G.B.A. Sur,Chevrolet,Cruze,2023,1.4 Premier Sedan,Azul,Nafta,4,Manual,1.4,Sedán,60000,Sí,Sí,Eléctrica,Delantera,5,52 L,153,4665,1484,2042,2700 mm,21000
Toyota Etios 1.5 Xs My19,Capital Federal,Toyota,Etios,2018,1.5 Xs My19,Blanco,Nafta,5,Manual,1.5,Hatchback,78000,,,Eléctrica,Delantera,5,45 L,103,4265,1510,1695,2460 mm,16500000
Fiat Toro 2.0 Volcano 4x4 At,Capital Federal,Fiat,Toro,2018,2.0 Volcano 4x4 At,Rojo,Diésel,4,Automática,2.0,Pick-Up,100000,,,,4x4,5,60 L,170,4915,1690,1669,2443 mm,23500000
Toyota Corolla 1.8 Xli Mt 136cv,Córdoba,Toyota,Corolla,2012,1.8 Xli Mt 136cv,Plateado,Nafta,4,Manual,1.8,Sedán,167000,,,Eléctrica,Delantera,5,57 L,136,4540,1465,1760,2600 mm,9000
Renault Clio 1.2 Campus Pack Ii 75cv,Bs.As. G.B.A. Norte,Renault,Clio,2012,1.2 Campus Pack Ii 75cv,Azul,Nafta,3,Manual,1.2,Hatchback,140000,,Sí,Hidráulica,Delantera,5,50 L,75,3813,1417,1639,2472 mm,5900
Peugeot 208 1.5 Active,Bs.As. G.B.A. Sur,Peugeot,208,2014,1.5 Active,Azul,Nafta,5,Manual,1.5,Hatchback,120000,,Sí,Eléctrica,Delantera,5,55 L,90,3966,1472,1702,2541 mm,8800
Renault Kwid 1.0 Sce 66cv Zen,Bs.As. G.B.A. Sur,Renault,Kwid,2020,1.0 Sce 66cv Zen,Blanco,Nafta,5,Manual,1.0,Hatchback,42000,,,,Delantera,5,50 L,66,3680,1474,1752,2423 mm,12500000
Nissan Frontier 2.3bt X-gear 4x4 At L22,Capital Federal,Nissan,Frontier,2022,2.3bt X-gear 4x4 At L22,Gris,Diésel,4,Automática,2.3,Pick-Up,54000,No,Sí,Hidráulica,4x4,5,80 L,190,5260,1850,1790,3150 mm,29200
Volkswagen Gol Gti,Capital Federal,Volkswagen,Gol,1999,Gti,,Nafta,5,Manual,,Hatchback,100000,,,Hidráulica,,,,,,,,,11500
Peugeot Partner Patagónica 1.6 Vtc,Bs.As. G.B.A. Norte,Peugeot,Partner Patagónica,2013,1.6 Vtc,Plateado,Nafta,4,Manual,1.6,Monovolumen,200000,No,Sí,Hidráulica,Delantera,5,55 L,110,4137,1823,1720,2728 mm,11500
Chevrolet Tracker 1.8 Ltz Fwd Mt 140cv,Bs.As. G.B.A. Norte,Chevrolet,Tracker,2014,1.8 Ltz Fwd Mt 140cv,,Nafta,5,Manual,1.8,SUV,114000,Sí,Sí,Asistida,Delantera,5,53 L,140,4248,1674,1657,2465 mm,15000000
Citroën Berlingo 1.6 Bussines Hdi 92cv Am54,Buenos Aires Interior,,Berlingo,2017,1.6 Bussines Hdi 92cv Am54,Blanco,Diésel,4,Manual,1.6,Furgón,151000,No,Sí,hydraulic,Delantera,5,60 L,92,4137,1858,1608,2693 mm,15300000
Citroën C3 1.5 Tendance I 90cv,Capital Federal,,C3,2014,1.5 Tendance I 90cv,Rojo,Nafta,5,Manual,1.5,Hatchback,109000,,Sí,Eléctrica,Delantera,5,47 L,90,3850,1533,1645,2443 mm,8400
Chevrolet Corsa Classic Corsa 1.6,Río Negro,Chevrolet,Corsa Classic,2014,corsa 1.6,,Nafta/GNC,4,,,,300000,,,,,,,,,,,,5100000
Chevrolet Prisma 1.4 Ltz 98cv,Bs.As. G.B.A. Sur,Chevrolet,Prisma,2019,1.4 Ltz 98cv,,Nafta,4,Manual,1.4,Sedán,56000,Sí,Sí,Asistida,Delantera,5,54 L,98,4275,1484,1656,2465 mm,16900000
Mercedes-Benz Sprinter 2.5 310 Chasis 3550,Bs.As. G.B.A. Oeste,,Sprinter,2000,2.5 310 Chasis 3550,,Diésel,2,Manual,2.5,Pick-Up,205350,,Sí,Hidráulica,Trasera,3,80 L,115,5427,2165,1994,3025 mm,13500
Volkswagen Tiguan Allspace 2.0 Tsi Comfortline Dsg,Capital Federal,Volkswagen,Tiguan Allspace,2018,2.0 Tsi Comfortline Dsg,Gris,Nafta,5,Automática,2.0,SUV,114000,Sí,,Asistida,4x4,5,64 L,220,4427,1683,1809,2604 mm,25900
Toyota Hilux Pick-Up 2.5 Cd Dx Pack I 120cv 4x4,Buenos Aires Interior,Toyota,Hilux Pick-Up,2011,2.5 Cd Dx Pack I 120cv 4x4,Negro,Diésel,4,Manual,2.5,Pick-Up,363000,,,Hidráulica,4x4,5,80 L,120,5260,1850,1855,2860 mm,16000000
Nissan Tiida 1.8 Visia,Bs.As. G.B.A. Sur,Nissan,Tiida,2014,1.8 Visia,Gris,Nafta,5,Manual,1.8,Hatchback,174000,,,Hidráulica,Delantera,5,52 L,126,4295,1535,1695,2600 mm,9000
Volkswagen Up! 1.0 High Up! 75cv,Bs.As. G.B.A. Oeste,Volkswagen,,2014,,Celeste,Nafta,3,Manual,1.0,Hatchback,126000,,,Eléctrica,Delantera,5,50 L,75,3605,1500,1645,2421 mm,8500
Toyota Yaris 1.5 107cv S,Capital Federal,Toyota,Yaris,2019,1.5 107cv S,,Nafta,5,Manual,1.5,Hatchback,97000,,,,Delantera,5,42 L,107,3945,1510,1695,2550 mm,18500
Toyota RAV4 2.4 4x4 At,Capital Federal,Toyota,RAV4,2008,2.4 4x4 At,Gris,Nafta,5,Automática,2.4,SUV,179000,Sí,,Eléctrica,4x4,5,60 L,170,4600,1685,1815,2660 mm,11000
Renault Duster 1.6 Ph2 4x2 Privilege 110cv,Bs.As. G.B.A. Oeste,Renault,Duster,2016,1.6 Ph2 4x2 Privilege 110cv,Gris,Nafta,5,Manual,1.6,SUV,16000,,,,4x2,5,50 L,110,4329,1683,1822,2674 mm,15500
Toyota Etios 1.5 Xls,Bs.As. G.B.A. Norte,Toyota,Etios,2022,1.5 Xls,Rojo,Nafta,5,Manual,1.5,Hatchback,25000,,,Eléctrica,Delantera,5,45 L,103,4265,1510,1695,2460 mm,25000000
Citroën Aircross 1.6 Vti 115 Shine At6,Capital Federal,,Aircross,2018,1.6 Vti 115 Shine At6,Plateado,Nafta,5,Automática,1.6,Hatchback,80000,Sí,Sí,Eléctrica,Delantera,5,55 L,115,4306,1741,1766,2542 mm,12800
Volkswagen Gol gol power 1.6,Bs.As. G.B.A. Norte,Volkswagen,Gol,2008,gol power 1.6,,Nafta,4,Manual,1.6,Hatchback,189000,,,Mecánica,Delantera,5,51 L,92,3951,1414,1651,2468 mm,5100
Volkswagen Suran 1.6 Highline 101cv,Capital Federal,Volkswagen,Suran,2013,1.6 Highline 101cv,Gris,Nafta,5,Manual,1.6,Monovolumen,112000,,Sí,Hidráulica,Delantera,5,50 L,101,4178,1547,1660,2467 mm,8500
Mercedes-Benz Vito 1.6 111 Cdi Furgon Mixto Aa 114cv Manual,Bs.As. G.B.A. Norte,,Vito,2023,1.6 111 Cdi Furgon Mixto Aa 114cv Manual,,Diésel,2,Manual,1.6,Furgón,1170,Sí,Sí,Eléctrica,Delantera,7,75 L,114,5220,1350,1900,3430 mm,41900
Hyundai H1 2.5 Premium 1 170cv At,Río Negro,Hyundai,H1,2013,2.5 Premium 1 170cv At,,Diésel,4,Automática,2.5,Monovolumen,172000,,,,Trasera,12,75 L,170,5125,1925,1920,3201 mm,26000
Toyota Etios 1.5 Xs 5 p,Bs.As. G.B.A. Norte,Toyota,Etios,2014,1.5 Xs 5 p,Gris,Nafta,5,Manual,1.5,Hatchback,156000,,,Eléctrica,Delantera,5,45 L,103,4265,1510,1695,2460 mm,9600
Chevrolet Corsa 1.8 Gls,Bs.As. G.B.A. Oeste,Chevrolet,Corsa,2006,1.8 Gls,Blanco,Nafta,4,Manual,1.8,Sedán,204000,,,Hidráulica,Delantera,5,48 L,102,4170,1432,1735,2513 mm,7000000
Honda Civic 1.8 Lxs Mt 140cv,Entre Ríos,Honda,Civic,2014,1.8 Lxs Mt 140cv,,Nafta,4,Manual,1.8,Sedán,155000,,,Asistida,Delantera,5,57 L,140,4525,1450,1781,2578 mm,12500
Volkswagen Golf 1.4 Comfortline Tsi Dsg,Bs.As. G.B.A. Norte,Volkswagen,Golf,2019,1.4 Comfortline Tsi Dsg,Blanco,Nafta,5,Automática,1.4,Hatchback,67000,,,Eléctrica,Delantera,5,50 L,150,4255,1452,1799,2638 mm,28500000
Citroën Xsara Picasso 1.6 Fase2 I Exclusive,Bs.As. G.B.A. Oeste,,Xsara Picasso,2013,1.6 Fase2 I Exclusive,Gris,Nafta,5,Manual,1.6,Monovolumen,185000,,Sí,Hidráulica,Delantera,5,55 L,110,4276,1660,1877,2909 mm,6500
Peugeot 2008 1.6 Allure,Bs.As. G.B.A. Norte,Peugeot,2008,2017,1.6 Allure,Blanco,Nafta,5,Manual,1.6,SUV,90000,Sí,Sí,Eléctrica,Delantera,5,55 L,115,4159,1583,1739,2542 mm,12800
Peugeot 3008 2.0 Gt-line Hdi Tiptronic,Capital Federal,Peugeot,3008,2018,2.0 Gt-line Hdi Tiptronic,Blanco,Diésel,5,Automática,2.0,SUV,115000,Sí,,Eléctrica,Delantera,5,53 L,150,4447,1629,2098,2675 mm,25800
Citroën Aircross 1.6 Vti 115 Feel,Córdoba,,Aircross,2017,1.6 Vti 115 Feel,,Nafta,5,Automática,1.6,Hatchback,252000,No,Sí,electronic,Delantera,5,55 L,115,4306,1741,1766,2542 mm,13900000
Chevrolet Classic 1.4 Lt,Bs.As. G.B.A. Norte,Chevrolet,Classic,2014,1.4 Lt,,Nafta,4,,,,120000,,,,,,,,,,,,9000000
Fiat 500 1.4 Lounge 105cv Serie4,Capital Federal,Fiat,500,2018,1.4 Lounge 105cv Serie4,,Nafta,2,Automática,1.4,Hatchback,60000,Sí,Sí,Asistida,Delantera,4,40 L,105,3546,1492,1800,2630 mm,20000
Mercedes-Benz Clase GLC 2.0 Glc250 300 4matic Atomático,Capital Federal,,Clase GLC,2018,2.0 Glc250 300 4matic Atomático,Azul,Nafta,5,Automática,2.0,SUV,57000,Sí,Sí,Asistida,4x4,5,56 L,211,4417,1494,1890,2873 mm,62500
Volkswagen Fox 1.6 Comfortline,Capital Federal,Volkswagen,Fox,2017,1.6 Comfortline,,Nafta,5,Manual,1.6,Hatchback,116000,,,Eléctrica,Delantera,5,50 L,101,3823,1552,1660,2467 mm,11000
Renault Sandero 1.6 Dynamique 90cv Abs,Capital Federal,Renault,Sandero,2015,1.6 Dynamique 90cv Abs,Gris,Nafta,5,Manual,1.6,Hatchback,114400,Sí,,Asistida,Delantera,5,50 L,90,4060,1536,1733,2590 mm,12400000
Chevrolet Tracker 1.8 Ltz+,Bs.As. G.B.A. Sur,Chevrolet,Tracker,2017,,Azul,Nafta,5,Automática,1.8,SUV,92000,,Sí,Asistida,4x4,5,53 L,141,4248,1674,1657,2465 mm,20000000
Ford Ranger 2.2 Cd 4x2 Xl Safety Tdci 125cv,Bs.As. G.B.A. Norte,Ford,Ranger,2015,2.2 Cd 4x2 Xl Safety Tdci 125cv,Blanco,Diésel,4,Manual,2.2,Pick-Up,171000,,,Eléctrica,4x2,5,80 L,125,5359,1800,1850,3220 mm,15500
Renault Sandero Stepway 1.6 16v Intense Cvt,Capital Federal,Renault,Sandero Stepway,2020,1.6 16v Intense Cvt,Dorado,Nafta,5,Automática,1.6,Hatchback,37200,Sí,Sí,Hidráulica,Delantera,5,50 L,115,4066,1559,1761,2590 mm,15800
Peugeot 308 1.6 Allure Nav 115cv,Bs.As. G.B.A. Oeste,Peugeot,308,2014,1.6 Allure Nav 115cv,,Nafta,5,Manual,1.6,Hatchback,84000,,,Hidráulica,Delantera,5,60 L,115,4276,1519,1815,2608 mm,10000
Fiat Toro 2.0 Volcano 4x4 At Pack Premium,Salta,Fiat,Toro,2020,2.0 Volcano 4x4 At Pack Premium,,Diésel,4,Automática,2.0,Pick-Up,69000,,,,4x4,5,60 L,170,4915,1690,1669,2443 mm,29000000
Peugeot 308 1.6 Allure Hdi 115cv,Bs.As. G.B.A. Sur,Peugeot,308,2012,1.6 Allure Hdi 115cv,Blanco,Diésel,5,Manual,1.6,Hatchback,166000,,,Hidráulica,Delantera,5,60 L,115,4276,1519,1815,2608 mm,13600000
BMW Serie 3 2.5 325i Coupe Executive Stept,Bs.As. G.B.A. Norte,BMW,Serie 3,2011,2.5 325i Coupe Executive Stept,,Nafta,2,Automática,2.5,,99000,Sí,Sí,Asistida,Trasera,4,63 L,218,4580,1395,1548,2362 mm,19900
Ford Ranger 3.2 Cd Xlt Tdci 200cv Automática 4x4,Capital Federal,Ford,Ranger,2019,3.2 Cd Xlt Tdci 200cv Automática 4x4,Azul,Diésel,4,Automática,3.2,Pick-Up,33000,Sí,,Eléctrica,4x4,5,80 L,200,5359,1815,1730,2670 mm,33600000
Ford Ranger 3.0 Cd 4X4 Xls At 250Cv,Bs.As. G.B.A. Norte,Ford,Ranger,2023,3.0 Cd 4X4 Xls At 250Cv,Gris,Diésel,4,Automática,3.0,Pick-Up,18000,,,Eléctrica,,,,250,,,,,40000
Volkswagen Vento 2.5 Luxury 170cv Tiptronic,Bs.As. G.B.A. Norte,Volkswagen,Vento,2011,2.5 Luxury 170cv Tiptronic,Blanco,Nafta,4,Automática,2.5,Sedán,164600,Sí,Sí,Hidráulica,Delantera,5,55 L,170,4618,1453,1778,2651 mm,12800
Ford Fiesta Kinetic Design 1.6 Se,Bs.As. G.B.A. Sur,Ford,Fiesta Kinetic Design,2017,1.6 Se,Gris,Nafta,5,Manual,1.6,Hatchback,79200,,,Eléctrica,Delantera,5,45 L,120,4066,1476,1801,2895 mm,14700000
Toyota Rav4 Hv Xle Cvt 2019,Capital Federal,Toyota,RAV4,2019,HV XLE CVT,Blanco,Híbrido,5,Automática,,SUV,62000,Sí,Sí,Asistida,Delantera,,,,,,,,35500
Chevrolet Agile 1.4 Ls Spirit,Capital Federal,Chevrolet,Agile,2013,1.4 Ls Spirit,Gris,Nafta,5,Manual,1.4,Hatchback,145000,Sí,Sí,Hidráulica,Delantera,5,54 L,92,3996,1474,1760,3085 mm,9000000
Ford Ranger 2.0 CD BIT XLT AT 4x2,Capital Federal,Ford,Ranger,2023,2.0 CD BIT XLT AT 4x2,Plateado,Diésel,4,Automático,1,Pick-Up,8552,No,No,Asistida,,,,210,,,,,42010000
Ford Ecosport 1.6 Freestyle 110cv 4x2,Bs.As. G.B.A. Norte,Ford,Ecosport,2015,1.6 Freestyle 110cv 4x2,Negro,Nafta,5,Manual,1.6,SUV,128000,,Sí,Eléctrica,4x2,5,52 L,110,4241,1693,1762,2612 mm,11000
Ford Ecosport 1.5 Se 123cv 4x2,Bs.As. G.B.A. Oeste,Ford,Ecosport,2018,1.5 Se 123cv 4x2,Rojo,Nafta/GNC,5,Manual,1.5,SUV,113118,,Sí,Asistida,4x2,5,52 L,123,4241,1693,1821,2608 mm,16300
Fiat Siena 1.4 2008 Fire Elx,Bs.As. G.B.A. Sur,Fiat,Siena,2009,1.4 2008 Fire Elx,Gris,Nafta,4,Manual,1.4,Sedán,20329,,Sí,Mecánica,Delantera,5,48 L,82,4135,1453,1770,2670 mm,12350000
Chevrolet Tracker 1.2 Turbo Ltz At,Capital Federal,Chevrolet,Tracker,2024,1.2 Turbo Ltz At,Blanco,Nafta,5,Automática,1.2,SUV,3500,Sí,Sí,Eléctrica,4x2,5,44 L,132,4270,1626,1791,2570 mm,38500000
Chevrolet Classic 1.4 Lt Spirit,Bs.As. G.B.A. Oeste,Chevrolet,Classic,2012,1.4 Lt Spirit,,Nafta,4,Manual,1.4,Sedán,153000,,Sí,Hidráulica,Delantera,5,54 L,94,4056,1444,1944,3095 mm,7500000
Renault Clio  Mio Dynamique Sat,Buenos Aires Interior,Renault,Clio,2015,Mio Dynamique Sat,,Nafta,3,,,,105000,,,,,,,,,,,,8000
Volkswagen Golf 1.6 Comfortline,Bs.As. G.B.A. Norte,Volkswagen,Golf,2007,1.6 Comfortline,Gris,Nafta,5,Manual,1.6,Hatchback,252000,,,Hidráulica,Delantera,5,55 L,100,4149,1459,1735,2515 mm,6500
Chevrolet Sonic 1.6 Ltz At Mx 4 p,Bs.As. G.B.A. Sur,Chevrolet,Sonic,2016,1.6 Ltz At Mx 4 p,,Nafta,4,Automática,1.6,Sedán,114000,Sí,Sí,Asistida,Delantera,5,46 L,115,4399,1517,1708,2750 mm,11000
Ford Focus III 2.0 Se,Bs.As. G.B.A. Sur,Ford,Focus III,2015,2.0 Se,Gris,Nafta,5,Manual,2.0,Hatchback,128000,No,Sí,Asistida,Delantera,5,55 L,170,4412,1484,1639,2630 mm,13100
Mercedes-Benz Clase C 1.8 C250 Avantgarde B.efficiency At,Capital Federal,,Clase C,2012,1.8 C250 Avantgarde B.efficiency At,Negro,Nafta,4,Automática,1.8,Sedán,128000,No,Sí,Asistida,Delantera,5,66 L,204,4581,1445,1770,2760 mm,22000
Toyota Corolla Cross 2.0 Xli Cvt,Capital Federal,Toyota,Corolla Cross,2022,2.0 Xli Cvt,Blanco,Nafta,5,Automática,2.0,SUV,30000,Sí,,Eléctrica,4x2,5,47 L,170,4460,1620,1825,2465 mm,19500000
Renault Master 2.5 Ph3 Dci120 L1h1 Pkcn Corto Eu4,Bs.As. G.B.A. Oeste,Renault,Master,2012,2.5 Ph3 Dci120 L1h1 Pkcn Corto Eu4,Blanco,Diésel,3,Manual,2.5,Furgón,360000,,,Asistida,Delantera,3,100 L,115,4888,2252,1990,3578 mm,17000000
Citroën C4 C4. 5Ptas. Pack Plus,Bs.As. G.B.A. Oeste,,C4,2013,C4. 5Ptas. Pack Plus,,Nafta,5,Manual,1.6,Hatchback,139000,Sí,Sí,Asistida,Delantera,5,60 L,110,4260,1471,1728,2703 mm,8000000
Fiat Toro Freedom 4x4,Bs.As. G.B.A. Oeste,Fiat,Toro,2016,Freedom 4x4,Negro,Diésel,4,Manual,2.0,Pick-Up,154571,,,Asistida,Integral,5,60 L,170,4915,1690,1669,2443 mm,16000
