Título,Ubicación,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Piloto automático,Aire acondicionado,Dirección,Control de tracción,Capacidad de personas,Capacidad del tanque,Potencia,Largo,Altura,Ancho,Distancia entre ejes,Precio
Renault Sandero 1.6 16v Intense Cvt,Bs.As. G.B.A. Sur,Renault,Sandero,2022,1.6 16v Intense Cvt,Gris,Nafta,5,Automática,1.6,Hatchback,30539,Sí,,Asistida,Delantera,5,50 L,115,4060,1536,1733,2590 mm,22459000
Peugeot Partner 1.6 Hdi Confort 5as,Bs.As. Costa Atlántica,Peugeot,Partner,2019,1.6 Hdi Confort 5as,Blanco,Diésel,3,Manual,1.6,Hatchback,55500,,,,Delantera,2,55 L,92,4137,1800,1720,2728 mm,15900
BMW X3 2.0 Xdrive 20d Executive 184cv,Capital Federal,BMW,X3,2013,2.0 Xdrive 20d Executive 184cv,Negro,Diésel,5,Automática,2.0,SUV,150000,Sí,Sí,Eléctrica,4x4,5,67 L,184,4648,1661,1839,2640 mm,18990
Ford Ecosport 2.0 Titanium Powershift 4x2 Dps6,Bs.As. G.B.A. Sur,Ford,Ecosport,2015,2.0 Titanium Powershift 4x2 Dps6,,Nafta,5,Automática,2.0,SUV,105000,Sí,Sí,Asistida,4x2,5,52 L,143,4241,1693,1802,2710 mm,18400000
Fiat Cronos 1.3 Gse Drive Pack Conectividad,Buenos Aires Interior,Fiat,Cronos,2023,1.3 Gse Drive Pack Conectividad,Gris,Nafta,4,Manual,1.3,Sedán,22376,,Sí,Eléctrica,Delantera,5,48 L,99,4364,1508,1724,2521 mm,22000000
Renault Captur 2.0 Zen,Bs.As. G.B.A. Norte,Renault,Captur,2018,2.0 Zen,Blanco,Nafta,5,Manual,,SUV,116198,,Sí,Asistida,Delantera,5,50 L,,,,,,17900000
Chevrolet Cruze 1.8 Ltz At 4 p,Capital Federal,Chevrolet,Cruze,2012,1.8 Ltz At 4 p,Plateado,Nafta,4,Automática,1.8,Sedán,110000,Sí,Sí,Hidráulica,Delantera,5,60 L,141,4597,1477,1689,2469 mm,13985000
Volkswagen Gol Trend 1.6 Pack I Plus 101cv,Bs.As. G.B.A. Sur,Volkswagen,Gol Trend,2011,1.6 Pack I Plus 101cv,,Nafta,5,Manual,1.6,Hatchback,208000,,,Hidráulica,Delantera,5,55 L,101,3899,1464,1656,2466 mm,7500
Ford Ecosport 2.0 Se 143cv 4x2,Capital Federal,Ford,Ecosport,2013,2.0 Se 143cv 4x2,Rojo,Nafta,5,Manual,2.0,SUV,148000,,Sí,Eléctrica,4x2,5,52 L,143,4241,1693,1872,2605 mm,14200000
Volkswagen Fox 1.6 Highline Imotion 101 hp,Santa Fe,Volkswagen,Fox,2015,1.6 Highline Imotion 101 hp,Plateado,Nafta,5,Automática,1.6,Hatchback,118000,No,Sí,Hidráulica,Delantera,5,50 L,101,3823,1544,1660,2467 mm,13500000
Fiat Cronos 1.3 Gse Drive Pack Conectividad,Córdoba,Fiat,Cronos,2023,1.3 Gse Drive Pack Conectividad,Blanco,Nafta,4,Manual,1.3,Sedán,18000,No,Sí,hydraulic,Delantera,5,48 L,99,4364,1508,1724,2521 mm,21340000
Renault Fluence 2.0 Dynamique,Capital Federal,Renault,Fluence,2013,2.0 Dynamique,,Nafta,4,Manual,2.0,Sedán,94000,,,Eléctrica,Delantera,5,60 L,143,4618,1479,1810,2700 mm,11500000
Renault Kangoo 1.6 2 Ath Plus Da Aa Cd Pk Lc,Córdoba,Renault,Kangoo,2013,1.6 2 Ath Plus Da Aa Cd Pk Lc,Plateado,Nafta,4,Automática,1.6,Monovolumen,130000,,Sí,Hidráulica,Delantera,7,52 L,95,4010,1860,1672,2600 mm,13000000
Volkswagen Suran 1.6 Highline 101cv,Entre Ríos,Volkswagen,Suran,2015,1.6 Highline 101cv,Blanco,Nafta,5,Manual,1.6,Monovolumen,100000,,,Hidráulica,Delantera,5,50 L,101,4178,1547,1660,2467 mm,11900
Audi A3 2.0 Tfsi Sedan 190cv,Santiago del Estero,Audi,A3,2024,2.0 Tfsi Sedan 190cv,Gris,Nafta,4,Automática,2.0,Sedán,1000,,Sí,Eléctrica,Delantera,5,55 L,190,4238,1421,1842,2468 mm,54500
Jeep Renegade 1.8 Sport Plus,Bs.As. Costa Atlántica,Jeep,Renegade,2017,1.8 Sport Plus,,Nafta,5,Manual,1.8,SUV,86000,Sí,,Hidráulica,4x2,5,60 L,217,4624,1670,1798,2570 mm,17200
Ford Ecosport 1.5 Se 123cv 4x2 Automática,Capital Federal,Ford,Ecosport,2021,1.5 Se 123cv 4x2 Automática,Gris,Nafta,5,Automática,1.5,SUV,39000,,Sí,Asistida,4x2,5,52 L,123,4241,1693,1821,2608 mm,18900
Fiat Strada 1.8 Adventure Aa,Capital Federal,Fiat,Strada,2007,1.8 Adventure Aa,Gris,Nafta,2,Manual,1.8,Pick-Up,126000,,Sí,Hidráulica,Delantera,2,58 L,105,4444,1554,1652,2442 mm,6900
Toyota Hilux 2.8 Cd Sr 177cv 4x4,Corrientes,Toyota,Hilux,2016,2.8 Cd Sr 177cv 4x4,Gris,Diésel,4,Manual,2.8,Pick-Up,195000,,,Hidráulica,4x4,5,80 L,177,5260,1850,1855,2860 mm,33470000
BMW X1 2.0 Sdrive 20i Sportline 192cv,Capital Federal,BMW,X1,2017,2.0 Sdrive 20i Sportline 192cv,,Nafta,5,Manual,2.0,SUV,165000,,Sí,Hidráulica,4x2,5,61 L,184,4477,1545,1722,2489 mm,29900
Chevrolet Prisma 1.4 Lt 98cv,Bs.As. G.B.A. Oeste,Chevrolet,Prisma,2017,1.4 Lt 98cv,Plateado,Nafta,4,Manual,1.4,Sedán,82000,,Sí,Asistida,Delantera,5,54 L,98,4275,1484,1656,2465 mm,11500
Volkswagen Amarok 2.0 Cd Tdi 180cv Comfortline At,Bs.As. G.B.A. Oeste,Volkswagen,Amarok,2021,2.0 Cd Tdi 180cv Comfortline At,Azul,Diésel,4,Automática,2.0,Pick-Up,65000,Sí,,Hidráulica,4x2,5,80 L,180,5254,1834,1944,3095 mm,30500
Mercedes-Benz Clase C 2.2 C220 Cdi Classic,Capital Federal,,Clase C,2007,2.2 C220 Cdi Classic,Azul,Diésel,4,Manual,2.2,Sedán,63687,,Sí,Eléctrica,Trasera,5,66 L,125,4581,1445,1770,2760 mm,15499
BMW Serie 1 1.6 116i Active,Bs.As. G.B.A. Norte,BMW,Serie 1,2009,1.6 116i Active,Negro,Nafta,5,Manual,1.6,Hatchback,145000,,Sí,Asistida,Trasera,5,53 L,122,4239,1421,1670,2420 mm,10500
Renault Duster 2.0 4x2 Privilege 138cv,Bs.As. G.B.A. Oeste,Renault,Duster,2011,2.0 4x2 Privilege 138cv,Gris,Nafta,5,Manual,2.0,SUV,177777,No,Sí,Hidráulica,4x2,5,50 L,138,4315,1695,1822,2673 mm,13000000
Renault Sandero Stepway 1.6 Dynamique 105cv,Buenos Aires Interior,Renault,Sandero Stepway,2012,1.6 Dynamique 105cv,,Nafta,5,Manual,1.6,Hatchback,210000,,,Hidráulica,Delantera,5,50 L,105,4091,1630,1751,2588 mm,10000000
Mitsubishi L200 2.5 D/cab 4x4 Turbo,Chubut,Mitsubishi,L200,2000,,,Diésel,4,Automática,2.5,Pick-Up,250000,,Sí,,4x4,5,75 L,100,5175,1795,1655,2960 mm,16000000
Ford Fiesta Kinetic 1.6 Design Sedan 120cv Trend,Bs.As. G.B.A. Sur,Ford,Fiesta Kinetic,2014,1.6 Design Sedan 120cv Trend,Rojo,Nafta,4,Manual,1.6,Sedán,170000,,,Eléctrica,Delantera,5,47 L,120,4410,1473,1800,2415 mm,10500
Toyota Hilux 3.0 Cd Srv 171cv 4x4,Bs.As. G.B.A. Norte,Toyota,Hilux,2014,3.0 Cd Srv 171cv 4x4,,Diésel,4,Manual,3.0,Pick-Up,144000,,,Hidráulica,4x4,5,80 L,171,5260,1860,1855,2860 mm,23000
Ford Ranger 3.2 Cd 4x2 Xlt At Tdci 200cv,Bs.As. G.B.A. Norte,Ford,Ranger,2015,3.2 Cd 4x2 Xlt At Tdci 200cv,Plateado,Diésel,4,Automática,3.2,Pick-Up,170000,Sí,,Eléctrica,4x2,5,80 L,200,5359,1815,1825,2775 mm,17501
Honda Civic 1.8 Lxs,Bs.As. G.B.A. Norte,Honda,Civic,2007,1.8 Lxs,Gris,Nafta,4,Manual,1.8,Sedán,177000,,Sí,,Delantera,5,50 L,140,4489,1450,1752,2700 mm,6900
Ford F-100 3.6 Lujo,Capital Federal,Ford,F-100,1983,3.6 Lujo,Azul,Nafta,2,Manual,3.6,Pick-Up,1111111,,,,,,,103,,,,,9900
Chevrolet Cruze II 1.4 Sedan At Ltz,Bs.As. G.B.A. Sur,Chevrolet,Cruze II,2019,1.4 Sedan At Ltz,Gris,Nafta,4,Automática,1.4,Sedán,76000,Sí,Sí,Asistida,Delantera,5,60 L,153,4510,1477,1677,2467 mm,18800
Ford Ecosport 1.5 Se 123cv 4x2 Manual,Bs.As. G.B.A. Norte,Ford,Ecosport,2022,1.5 Se 123cv 4x2 Manual,,Nafta,5,Manual,1.5,SUV,37600,,Sí,Asistida,4x2,5,52 L,123,4241,1693,1821,2608 mm,18000
Peugeot 2008 1.6 Féline Mt,Bs.As. G.B.A. Norte,Peugeot,2008,2018,1.6 Féline Mt,,Híbrido,4,Manual,1,SUV,70103,No,No,Asistida,4x2,5,55 L,115,4159,1583,1739,2542 mm,16640000
Peugeot 308 1.6 Allure Nav 115cv,Córdoba,Peugeot,308,2015,1.6 Allure Nav 115cv,,Nafta,5,Manual,1.6,Hatchback,155000,,,Hidráulica,Delantera,5,60 L,115,4276,1519,1815,2608 mm,12000
Hyundai H1 2.5 Premium 1 170cv,Entre Ríos,Hyundai,H1,2019,2.5 Premium 1 170cv,,Diésel,4,Manual,2.5,Monovolumen,135000,,,,Trasera,12,75 L,170,5125,1925,1920,3201 mm,35000
Toyota Hilux SW4 2.8 Srx 177cv 4x4 7as At,Capital Federal,Toyota,Hilux SW4,2016,2.8 Srx 177cv 4x4 7as At,,Diésel,5,Automática,2.8,SUV,73000,,,Hidráulica,4x4,7,80 L,177,4705,1850,1840,2750 mm,37900
Toyota Hilux 2.4 Cd Dx 150cv 4x2,Buenos Aires Interior,Toyota,Hilux,2017,2.4 Cd Dx 150cv 4x2,Gris,Diésel,4,Manual,2.4,Pick-Up,267000,,,Hidráulica,4x2,5,80 L,150,5260,1850,1855,2860 mm,25000000
Nissan Kicks 1.6 Advance 120cv,Bs.As. G.B.A. Sur,Nissan,Kicks,2022,1.6 Advance 120cv,,Nafta,5,Manual,1.6,Hatchback,73800,,,,Delantera,5,41 L,120,4295,1590,1760,2610 mm,23000
Mercedes-Benz Sprinter 2.1 415 3665 Te Mixto 4+1 Black,Capital Federal,,Sprinter,2019,,,Diésel,2,Manual,2.1,Furgón,6500,,Sí,Hidráulica,Delantera,5,75 L,150,5910,2716,1994,3025 mm,55000
Hyundai Santa Fe 2.2 Gls Crdi 5mt Premium,Bs.As. G.B.A. Oeste,Hyundai,Santa Fe,2009,2.2 Gls Crdi 5mt Premium,,Diésel,5,Manual,2.2,SUV,259200,Sí,Sí,Hidráulica,4x4,5,75 L,150,4675,1795,1890,2700 mm,10400
Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,Chaco,Peugeot,3008,2023,1.6 Gt-line Thp Pack Tiptronic,Rojo,Nafta,5,Automática,1.6,SUV,6000,Sí,,Eléctrica,Delantera,5,53 L,165,4447,1629,2098,2675 mm,50000000
Hyundai Tucson 2.0 Gl 6at 2wd,Bs.As. G.B.A. Oeste,Hyundai,Tucson,2013,2.0 Gl 6at 2wd,Gris,Nafta,5,Automática,2.0,SUV,77000,,,,4x2,5,58 L,166,4410,1655,1830,2630 mm,12000
Chevrolet Celta 1.4 Ls,Bs.As. Costa Atlántica,Chevrolet,Celta,2011,1.4 Ls,,Nafta,3,Manual,1.4,Hatchback,156200,,Sí,Hidráulica,Delantera,5,54 L,92,3799,1408,1954,3095 mm,5600
Renault Kwid 1.0 Sce 66cv Life,Bs.As. Costa Atlántica,Renault,Kwid,2018,1.0 Sce 66cv Life,,Nafta,5,Manual,1.0,Hatchback,115000,,,,Delantera,5,50 L,66,3680,1474,1752,2423 mm,8600
Fiat Uno 1.4 Way,Bs.As. G.B.A. Norte,Fiat,Uno,2011,1.4 Way,Rojo,Nafta,5,Manual,1.4,Hatchback,240000,,Sí,Hidráulica,Delantera,5,48 L,85,3770,1555,1740,2540 mm,5500000
Volkswagen Suran 1.6 Highline,Bs.As. G.B.A. Sur,Volkswagen,Suran,2017,1.6 Highline,Gris,Nafta,5,Manual,1.6,Hatchback,78000,,,Hidráulica,Delantera,5,50 L,110,4204,1585,1660,2467 mm,12900
Toyota Corolla 2.0 Xei Cvt,Córdoba,Toyota,Corolla,2024,2.0 Xei Cvt,Rojo,Nafta,4,Automática,,Sedán,2600,Sí,Sí,Asistida,Delantera,5,50 L,,,,,,38900000
Ford Focus III 2.0 Se,Capital Federal,Ford,Focus III,2016,2.0 Se,Blanco,Nafta,5,Manual,2.0,Hatchback,75623,Sí,,Eléctrica,Delantera,5,55 L,170,4412,1484,1742,2630 mm,16100000
Peugeot 207 1.6 Feline 106cv,Capital Federal,Peugeot,207,2013,1.6 Feline 106cv,,Nafta,3,Manual,1.6,Hatchback,75800,,Sí,Hidráulica,Delantera,5,50 L,106,3872,1441,1669,2443 mm,7800
Volkswagen Scirocco 1.4 Tsi 160cv,Bs.As. G.B.A. Norte,Volkswagen,Scirocco,2013,1.4 Tsi 160cv,,Nafta,2,Manual,1.4,Coupé,99000,Sí,,Asistida,Delantera,4,55 L,160,4255,1400,1820,2578 mm,18000
Toyota Corolla 1.8 Xli Mt 136cv,Capital Federal,Toyota,Corolla,2013,1.8 Xli Mt 136cv,Plateado,Nafta,4,Manual,1.8,Sedán,226100,,,Eléctrica,,,,,,,,,11299000
Honda HR-V 1.8 Ex-l 2wd Cvt,Bs.As. G.B.A. Norte,Honda,HR-V,2017,1.8 Ex-l 2wd Cvt,,Nafta,5,Automática,1.8,SUV,85000,Sí,,Eléctrica,4x2,5,50 L,140,4294,1586,1770,2640 mm,19000
Toyota Corolla Cross 1.8 HYBRID SEG CVT 4x2,Capital Federal,Toyota,Corolla Cross,2024,1.8 HYBRID SEG CVT 4x2,Blanco,Híbrido,4,Automático,1,SUV,10635,No,No,Asistida,4x2,5,47 L,98,4460,1620,1825,2465 mm,43060000
Chevrolet Captiva 2.4 Lt Mt Awd 167cv,Buenos Aires Interior,Chevrolet,Captiva,2013,2.4 Lt Mt Awd 167cv,,Nafta,5,Manual,2.4,SUV,234000,Sí,Sí,Eléctrica,Integral,7,65 L,167,4673,1756,1845,2660 mm,7800
Chevrolet Cruze II 1.4 Sedan Ltz,Bs.As. G.B.A. Sur,Chevrolet,Cruze II,2019,1.4 Sedan Ltz,Gris,Nafta,4,Manual,1.4,Sedán,47000,Sí,Sí,Asistida,Delantera,5,60 L,153,4510,1477,1677,2467 mm,22500000
Toyota Corolla Cross 2.0 Grs Cvt 170cv,Capital Federal,Toyota,Corolla Cross,2022,2.0 Grs Cvt 170cv,Blanco,Nafta,5,Automática,2.0,SUV,45000,Sí,,Eléctrica,4x2,5,47 L,170,4460,1620,1825,2465 mm,38500000
Volkswagen Golf 1.4 Comfortline Tsi Dsg,Bs.As. G.B.A. Norte,Volkswagen,Golf,2017,1.4 Comfortline Tsi Dsg,Azul,Nafta,5,Automática,1.4,Hatchback,86000,,,Eléctrica,Delantera,5,50 L,150,4255,1452,1799,2638 mm,17600
Fiat Fiorino 1.4 Fire Evo 87cv,Capital Federal,Fiat,Fiorino,2018,1.4 Fire Evo 87cv,,Nafta,3,Manual,1.4,Furgón,140000,,Sí,Hidráulica,Delantera,2,64 L,87,4184,1873,1780,2699 mm,13500000
Ford Focus III 2.0 Sedan Se Plus At6,Santa Fe,Ford,Focus III,2015,2.0 Sedan Se Plus At6,Gris,Nafta,4,Automática,2.0,Sedán,136000,Sí,,Asistida,Delantera,5,55 L,170,4534,1484,1639,2630 mm,12900
Chevrolet Agile 1.4 Ls Spirit,Capital Federal,Chevrolet,Agile,2012,1.4 Ls Spirit,Negro,Nafta,5,Manual,1.4,Hatchback,133000,Sí,Sí,Hidráulica,Delantera,5,54 L,92,3996,1474,1760,3085 mm,7000
Ford Focus III 2.0 Se Plus At6,Bs.As. G.B.A. Norte,Ford,Focus III,2015,2.0 Se Plus At6,Azul,Nafta,5,Automática,2.0,Hatchback,155000,Sí,,Asistida,Delantera,5,55 L,170,4412,1484,1742,2630 mm,15500000
BMW Serie 2 2.0 220i Sport Line 184cv,Bs.As. G.B.A. Sur,BMW,Serie 2,2016,2.0 220i Sport Line 184cv,Gris,Nafta,2,Automática,2.0,Coupé,55000,Sí,Sí,Asistida,Trasera,4,52 L,184,4432,1423,1756,2600 mm,33000
Ford Focus III 2.0 Titanium At6,Bs.As. G.B.A. Sur,Ford,Focus III,2016,2.0 Titanium At6,Dorado,Nafta,5,Automática,2.0,Hatchback,77300,Sí,,Eléctrica,Delantera,5,55 L,170,4412,1484,2070,4332 mm,17900000
Ford Fiesta Kinetic 1.6 Titanium Powershift 120cv,Capital Federal,Ford,Fiesta Kinetic,2015,1.6 Titanium Powershift 120cv,,Nafta,5,Automática,1.6,Hatchback,67000,Sí,,Asistida,Delantera,5,45 L,120,4066,1473,1639,2472 mm,14400000
Fiat Cronos 1.8 16v Precision Pack Premium,Bs.As. G.B.A. Oeste,Fiat,Cronos,2022,1.8 16v Precision Pack Premium,,Nafta,4,Manual,1.8,Sedán,39000,,Sí,Eléctrica,Delantera,5,48 L,130,4364,1516,1724,2521 mm,19900000
Citroën C4 2.0 Exclusive,Bs.As. G.B.A. Norte,,C4,2009,2.0 Exclusive,Negro,Nafta,4,Manual,2.0,Sedán,165000,Sí,Sí,Asistida,Delantera,5,60 L,143,4260,1471,1597,2375 mm,6000
Ford Fiesta Kinetic 1.6 Titanium Powershift 120cv,Bs.As. G.B.A. Sur,Ford,Fiesta Kinetic,2015,1.6 Titanium Powershift 120cv,Gris,Nafta,5,Automática,1.6,Hatchback,109003,Sí,,Asistida,Delantera,5,45 L,120,4066,1473,1639,2472 mm,11530
Toyota Hilux 2.8 Cd Srx 177cv 4x4 At,Bs.As. G.B.A. Sur,Toyota,Hilux,2018,2.8 Cd Srx 177cv 4x4 At,Blanco,Diésel,4,Automática,2.8,Pick-Up,88000,Sí,,Hidráulica,4x4,5,80 L,177,5260,1850,1855,2860 mm,30500
Ford Ecosport 1.5 Freestyle 123cv 4x2,Córdoba,Ford,Ecosport,2018,1.5 Freestyle 123cv 4x2,,Nafta,5,Manual,1.5,SUV,99800,,Sí,Asistida,4x2,5,52 L,123,4241,1693,1821,2608 mm,19500000
Renault Captur 2.0 Zen,Bs.As. G.B.A. Norte,Renault,Captur,2017,2.0 Zen,Blanco,Nafta,5,Manual,2.0,SUV,56000,No,Sí,Asistida,Delantera,5,45 L,143,4122,1556,1778,2670 mm,18500000
Toyota Corolla 1.8 Se-g At 136cv,Bs.As. G.B.A. Norte,Toyota,Corolla,2013,1.8 Se-g At 136cv,Gris,Nafta,4,Automática,1.8,Sedán,210000,Sí,,Eléctrica,Delantera,5,57 L,136,4540,1465,1760,2600 mm,10100
Ford Focus III 2.0 Sedan Se Plus At6,Bs.As. G.B.A. Sur,Ford,Focus III,2014,2.0 Sedan Se Plus At6,,Nafta,4,Automática,2.0,Sedán,149000,Sí,,Asistida,Delantera,5,55 L,170,4534,1484,1639,2630 mm,10800
Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,Bs.As. G.B.A. Oeste,,C4 Cactus,2017,,Gris,Nafta,5,Automática,1.2,SUV,66640,,,Eléctrica,Delantera,5,50 L,110,4157,1530,1946,2595 mm,15990000
Volkswagen Up! 1.0 Pepper 101cv,Córdoba,Volkswagen,,2017,1.0 Pepper 101cv,Gris,Nafta,5,Manual,1.0,Hatchback,94000,,Sí,Eléctrica,Delantera,5,50 L,101,3605,1500,1645,2421 mm,17000000
Volkswagen Fox 1.6 Trendline,Bs.As. G.B.A. Oeste,Volkswagen,Fox,2012,1.6 Trendline,Negro,Nafta,5,Manual,1.6,Hatchback,146000,,,Hidráulica,Delantera,5,50 L,101,3823,1544,1641,2465 mm,12499999
Chevrolet Tracker 1.8 Ltz+ Awd At 140cv,Bs.As. G.B.A. Oeste,Chevrolet,Tracker,2016,,Blanco,Nafta,5,Automática,1.8,SUV,62000,Sí,Sí,Asistida,Integral,5,53 L,140,4248,1674,1657,2465 mm,15500
Renault Duster 2.0 Ph2 4x2 Privilege 143cv,Bs.As. G.B.A. Sur,Renault,Duster,2018,2.0 Ph2 4x2 Privilege 143cv,,Nafta,5,Manual,2.0,SUV,112000,,,,4x2,5,50 L,143,4329,1683,1822,2674 mm,19000000
