Título,Ubicación,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Piloto automático,Aire acondicionado,Dirección,Control de tracción,Capacidad de personas,Capacidad del tanque,Potencia,Largo,Altura,Ancho,Distancia entre ejes,Precio
Toyota Hilux 2.4 Cd Dx 150cv 4x4,Bs.As. G.B.A. Norte,Toyota,Hilux,2020,2.4 Cd Dx 150cv 4x4,Blanco,Diésel,4,Manual,2.4,Pick-Up,202961,,,Hidráulica,4x4,5,80 L,150,5260,1850,1855,2860 mm,28000000
Toyota Hilux Pick-Up 2.8 Cd Srx 177cv 4x4,Entre Ríos,Toyota,Hilux Pick-Up,2017,2.8 Cd Srx 177cv 4x4,,Diésel,4,Manual,2.8,Pick-Up,116000,Sí,,Hidráulica,4x4,5,80 L,177,5260,1850,1855,2860 mm,32000
Ford Ka 1.6 Fly Viral 95cv,Bs.As. G.B.A. Norte,Ford,Ka,2012,1.6 Fly Viral 95cv,Negro,Nafta,3,Manual,1.6,Hatchback,64000,No,,Hidráulica,Delantera,5,45 L,95,3836,1420,1777,2686 mm,6500
Hyundai Santa Fe 2.2 Crdi Premium 7as 6at 4wd,Capital Federal,Hyundai,Santa Fe,2017,2.2 Crdi Premium 7as 6at 4wd,Plateado,Diésel,5,Automática,2.2,SUV,115000,Sí,Sí,Asistida,4x4,5,75 L,197,4675,1795,1890,2700 mm,28000
Volkswagen Amarok 2.0 CD TDI Ultimate LT M16 4x4,Bs.As. G.B.A. Norte,Volkswagen,Amarok,2015,2.0 CD TDI Ultimate LT M16 4x4,Gris,Diésel,4,Automática,,Pick-Up,147000,No,Sí,Hidráulica,4x4,5,80 L,180,5254,1834,1944,3095 mm,25000
Renault Clio 1.2 Mio Confort Pack,Córdoba,Renault,Clio,2016,1.2 Mio Confort Pack,,Nafta,3,Manual,1.2,Hatchback,122000,,,,Delantera,5,50 L,75,3811,1417,1639,2472 mm,9800000
Toyota Corolla 2.0 Seg Cvt 170cv,Capital Federal,Toyota,Corolla,2023,2.0 Seg Cvt 170cv,Azul,Nafta,4,Automática,2.0,Sedán,2900,Sí,,Eléctrica,Delantera,5,57 L,170,4630,1435,1780,2700 mm,34500000
Peugeot 2008 1.6 Allure,Capital Federal,Peugeot,2008,2018,1.6 Allure,,Nafta,5,Manual,1.6,SUV,70000,,,Eléctrica,Delantera,5,55 L,115,4159,1583,1739,2542 mm,14900
Ford Ecosport 1.6 Xls Mp3 4x2,Córdoba,Ford,Ecosport,2008,1.6 Xls Mp3 4x2,,Nafta,5,Manual,1.6,SUV,290000,,Sí,Hidráulica,4x2,5,54 L,98,4240,1679,1837,2613 mm,7000000
Volkswagen Gol Trend 1.6 Trendline 101cv,Bs.As. G.B.A. Sur,Volkswagen,Gol Trend,2018,1.6 Trendline 101cv,Blanco,Nafta,5,Manual,1.6,Hatchback,79500,,,,Delantera,5,55 L,101,3899,1464,1656,2466 mm,13500000
BMW Serie 1 1.6 116i 136cv At,Tucumán,BMW,Serie 1,2012,1.6 116i 136cv At,Azul,Nafta,5,Automática,1.6,Hatchback,104200,,Sí,Asistida,Trasera,5,52 L,136,4325,1420,1765,2690 mm,16500000
Chevrolet Cruze II 1.4 Ltz 153cv,Capital Federal,Chevrolet,Cruze II,2018,1.4 Ltz 153cv,Negro,Nafta,5,Manual,1.4,Hatchback,86500,Sí,Sí,Asistida,Delantera,5,60 L,153,4510,1477,1677,2467 mm,15400
Ford Ka 1.0 Fly Viral Usb/bluetooth,Bs.As. G.B.A. Oeste,Ford,Ka,2010,,Negro,Nafta,3,Manual,1.0,Hatchback,165000,No,,Hidráulica,Delantera,4,45 L,63,3836,1420,1990,4078 mm,4700
Chevrolet Cruze 1.4 Ltz At Sedan,Capital Federal,Chevrolet,Cruze,2018,1.4 Ltz At Sedan,Gris,Nafta,4,Automática,1.4,Sedán,103000,Sí,,Eléctrica,Delantera,5,52 L,153,4665,1484,2042,2700 mm,10500000
Honda Civic 2.0 Ex-l 2017,Tucumán,Honda,Civic,2017,2.0 Ex-l 2017,Gris,Nafta,4,Automática,2.0,Sedán,66000,,,Asistida,Delantera,5,56 L,200,4637,1433,1778,2651 mm,28000000
Citroën Xsara Picasso 2.0 Hdi,Capital Federal,,Xsara Picasso,2005,2.0 Hdi,Gris,Diésel,5,Manual,2.0,Monovolumen,190000,,Sí,Hidráulica,Delantera,5,55 L,90,4276,1660,1877,2909 mm,5300
Renault Clio 1.2 Mio Dynamique 5P,Río Negro,Renault,Clio,2016,1.2 Mio Dynamique 5P,Blanco,Nafta,5,Manual,1.2,Hatchback,67000,,,,Delantera,5,50 L,75,3811,1417,1639,2472 mm,11900000
Tdi Super Economico.nada Para Hacerle.,Entre Ríos,Audi,A4,2011,Tdi,Blanco,Diésel,4,,,,150000,,,,,,,,,,,,14000000
Toyota Corolla 1.8 Xei Mt Pack 136cv,Capital Federal,Toyota,Corolla,2012,1.8 Xei Mt Pack 136cv,Plateado,Nafta,4,Manual,1.8,Sedán,256000,,,Eléctrica,Delantera,5,57 L,136,4540,1465,1760,2600 mm,9000
Chevrolet Cruze 1.8 Lt Mt 5 p,Bs.As. G.B.A. Sur,Chevrolet,Cruze,2012,1.8 Lt Mt 5 p,Blanco,Nafta,5,Manual,1.8,Hatchback,152000,Sí,Sí,Hidráulica,Delantera,5,60 L,141,4597,1477,1855,2711 mm,8300
Toyota Corolla 2.0 Xli Cvt 170cv,Capital Federal,Toyota,Corolla,2021,2.0 Xli Cvt 170cv,Celeste,Nafta,4,Automática,2.0,Sedán,39000,Sí,,Eléctrica,Delantera,5,57 L,170,4630,1435,1780,2700 mm,22500
Ford Focus 1.6 Ambiente,Capital Federal,Ford,Focus,2006,1.6 Ambiente,Verde,Nafta,5,Manual,1.6,Sedán,183500,,Sí,Hidráulica,Delantera,5,55 L,98,4174,1491,1702,2615 mm,5800
Nissan Sentra 2.0 Exclusive,Bs.As. G.B.A. Sur,Nissan,Sentra,2024,2.0 Exclusive,Blanco,Nafta,4,Automática,2.0,Sedán,900,,Sí,Eléctrica,Delantera,5,47 L,147,4640,1455,1815,2710 mm,39000000
Renault Clio 1.2 Mio Confort Plus Abc,Córdoba,Renault,Clio,2014,1.2 Mio Confort Plus Abc,Negro,Nafta,5,Manual,1.2,Hatchback,159656,,,Hidráulica,Delantera,5,50 L,75,3813,1417,1639,2472 mm,8900000
Ford Fiesta Kinetic 1.6 Design 120cv Titanium,Bs.As. G.B.A. Norte,Ford,Fiesta Kinetic,2011,1.6 Design 120cv Titanium,Negro,Nafta,5,Manual,1.6,Hatchback,142500,Sí,,Eléctrica,Delantera,5,45 L,120,4066,1473,1808,2350 mm,9000
Volkswagen Gol 1.6 Gld,Bs.As. G.B.A. Norte,Volkswagen,Gol,1996,1.6 Gld,,Diésel,3,Manual,1.6,Hatchback,1000,,,,Delantera,5,50 L,54,3807,1411,1647,2468 mm,1500000
Peugeot 308 1.6 Roland Garros Thp 163cv,Capital Federal,Peugeot,308,2014,1.6 Roland Garros Thp 163cv,Blanco,Nafta,5,Automática,1.6,Hatchback,106800,,,Hidráulica,Delantera,5,60 L,163,4276,1519,1815,2608 mm,10800
Honda Civic 2.0 Ex-l 2017,Bs.As. G.B.A. Sur,Honda,Civic,2019,2.0 Ex-l 2017,Negro,Nafta,4,Automática,2.0,Sedán,62000,,,,Delantera,5,56 L,200,4637,1433,1778,2651 mm,32000000
Fiat Cronos 1.3 Drive S-design Mt,Entre Ríos,Fiat,Cronos,2022,1.3 Drive S-design Mt,Gris,Nafta,4,Manual,1.3,Sedán,16900,,Sí,Eléctrica,Delantera,5,48 L,99,4364,1508,1724,2521 mm,19000000
Chevrolet Cruze 1.8 Ltz At 141cv,Mendoza,Chevrolet,Cruze,2021,1.8 Ltz At 141cv,Gris,Nafta,4,Automática,1.8,Sedán,74100,Sí,Sí,Hidráulica,Delantera,5,60 L,141,4597,1477,1855,2711 mm,27500000
Nissan Kicks 1.6 Advance 120cv At,Bs.As. G.B.A. Sur,Nissan,Kicks,2018,1.6 Advance 120cv At,Gris,Nafta,5,Automática,1.6,Hatchback,84000,,,,Delantera,5,41 L,120,4295,1590,1760,2610 mm,17500
Peugeot 208 1.6 ACTIVE PACK MT,Capital Federal,Peugeot,208,2024,1.6 ACTIVE PACK MT,Azul,Nafta,4,Manual,1,Hatchback,6645,No,No,Asistida,4x2,5,47 L,115,4075,1453,1738,2538 mm,18720000
Ford Ranger 3.2 Cd 4x4 Limited Tdci 200cv At,Bs.As. G.B.A. Sur,Ford,Ranger,2012,3.2 Cd 4x4 Limited Tdci 200cv At,,Diésel,4,Automática,3.2,Pick-Up,257000,Sí,Sí,Hidráulica,Integral,5,80 L,200,5359,1815,1760,2600 mm,14000
Ford Ranger 2.2 Cd Xl Tdci 125cv,Bs.As. G.B.A. Norte,Ford,Ranger,2018,2.2 Cd Xl Tdci 125cv,,Diésel,4,Manual,2.2,Pick-Up,120000,,,Eléctrica,4x2,5,80 L,125,5359,1800,1860,3220 mm,17500
Ford Territory 1.5t Sel,Mendoza,Ford,Territory,2021,1.5t Sel,Blanco,Nafta,5,Automática,1.5,SUV,39000,Sí,,Eléctrica,Delantera,5,52 L,143,4580,1674,2179,2716 mm,36900000
Ford Ranger 3.2 Cd 4x2 Xlt Tdci 200cv,Bs.As. G.B.A. Sur,Ford,Ranger,2014,3.2 Cd 4x2 Xlt Tdci 200cv,Gris,Diésel,4,Manual,3.2,Pick-Up,188000,Sí,,Eléctrica,4x2,5,80 L,200,5359,1815,1705,2600 mm,22500000
Ford Maverick 2.0 Ecoboost Cd Lariat At8 4wd,Bs.As. G.B.A. Norte,Ford,Maverick,2022,2.0 Ecoboost Cd Lariat At8 4wd,,Nafta,4,Automática,2.0,Pick-Up,500,Sí,Sí,Asistida,4x4,5,64 L,253,5072,1745,2121,3076 mm,36900
Mercedes-Benz Clase GLA 1.6 Gla200 Urban 156cv,Bs.As. G.B.A. Norte,,Clase GLA,2019,1.6 Gla200 Urban 156cv,Plateado,Nafta,5,Automática,1.6,SUV,93000,Sí,Sí,Asistida,Delantera,5,56 L,156,,,,,32000
Renault Captur 2.0 Intens Manual,Bs.As. G.B.A. Sur,Renault,Captur,2017,2.0 Intens Manual,Rojo,Nafta,5,Manual,2.0,SUV,100800,No,Sí,,Delantera,5,45 L,143,4122,1556,1778,2670 mm,15000
Ford Fiesta Kinetic Design 1.6 Se 120cv,Córdoba,Ford,Fiesta Kinetic Design,2017,1.6 Se 120cv,Blanco,Nafta,5,Manual,1.6,Hatchback,86000,Sí,,Eléctrica,Delantera,5,51 L,120,4056,1476,1801,2415 mm,17000000
Audi A3 1.6 102cv,Córdoba,Audi,A3,2008,1.6 102cv,,Nafta,3,Manual,1.6,Hatchback,214000,No,Sí,Asistida,Delantera,5,55 L,102,4238,1421,1854,2751 mm,12800000
Peugeot 208 1.6 Allure Pack,Bs.As. G.B.A. Sur,Peugeot,208,2023,1.6 Allure Pack,Negro,Nafta,5,Manual,1.6,Hatchback,5000,,Sí,Asistida,Delantera,5,47 L,115,4075,1453,1738,2538 mm,19000
Jeep Compass 2.4 4X2 SPORT L17,Córdoba,Jeep,Compass,2021,2.4 4X2 SPORT L17,Beige,Nafta,5,Manual,,SUV,61300,,Sí,,Delantera,5,52 L,,,,,,31000000
Toyota Hilux 2.8 Cd Srx 177cv 4x4 At,Bs.As. G.B.A. Oeste,Toyota,Hilux,2017,2.8 Cd Srx 177cv 4x4 At,Negro,Diésel,4,Automática,2.8,Pick-Up,149000,Sí,,Hidráulica,4x4,5,80 L,177,5260,1850,1855,2860 mm,31990
Hyundai H1 2.5 Premium 1 170cv Mt,Córdoba,Hyundai,H1,2010,2.5 Premium 1 170cv Mt,Plateado,Diésel,4,Manual,2.5,Monovolumen,220000,,,,Trasera,12,75 L,170,5125,1925,1920,3201 mm,17000
Ford Ranger 3.2 Cd 4x4 Xls Tdci 200cv,Bs.As. G.B.A. Norte,Ford,Ranger,2013,3.2 Cd 4x4 Xls Tdci 200cv,Blanco,Diésel,4,Manual,3.2,Pick-Up,200000,,,Eléctrica,Integral,5,80 L,200,5359,1815,1775,2700 mm,16000
Renault Clio 1.2,Buenos Aires Interior,Renault,Clio,2011,1.2,Gris,Nafta,3,Manual,1.2,Hatchback,185000,,,Hidráulica,Delantera,5,50 L,75,3813,1417,1639,2472 mm,7200000
Chevrolet Cruze II 1.4 T LT MT,Capital Federal,Chevrolet,Cruze II,2020,1.4 T LT MT,Plateado,Nafta,4,Manual,1,Hatchback,15206,No,No,Asistida,4x2,5,60 L,153,4510,1477,1677,2467 mm,24210000
Chevrolet Corsa 2016,Bs.As. G.B.A. Norte,Chevrolet,Corsa Classic,2016,,Negro,Nafta,4,Manual,1.4,Sedán,103000,No,Sí,Asistida,,,,,,,,,9500
Fiat Punto 1.4 Elx,Mendoza,Fiat,Punto,2010,1.4 Elx,,Nafta,5,Manual,1.4,Hatchback,200000,,Sí,Hidráulica,Delantera,5,48 L,82,4030,1505,1683,2467 mm,6800
Ford Ranger 3.2 Cd 4x2 Xlt Tdci 200cv,Capital Federal,Ford,Ranger,2015,3.2 Cd 4x2 Xlt Tdci 200cv,Blanco,Diésel,4,Manual,3.2,Pick-Up,71200,Sí,,Eléctrica,4x2,5,80 L,200,5359,1815,1705,2600 mm,19000
Chevrolet Corsa Classic 1.6 Gl Aa Dh,Capital Federal,Chevrolet,Corsa Classic,2007,1.6 Gl Aa Dh,Azul,Nafta,3,Manual,1.6,Hatchback,138000,,Sí,Hidráulica,Delantera,2,48 L,92,3759,1420,1944,3095 mm,5400
Toyota Hilux Sw4 Sw4 Blindado Rb3,Capital Federal,Toyota,Hilux SW4,2017,Sw4 Blindado Rb3,,Diésel,5,,,,98000,,,,,,,,,,,,40800
Volkswagen Passat Passat V6 Manual,Bs.As. G.B.A. Oeste,Volkswagen,Passat,2005,Passat v6 manual,,Nafta,4,,,,122000,,,,,,,,,,,,9000
Ford Fiesta 1.8 Lx D,Bs.As. G.B.A. Sur,Ford,Fiesta,2002,1.8 Lx D,Gris,Diésel,5,Manual,1.8,Hatchback,123000,,,,Delantera,5,54 L,60,3908,1497,1852,2350 mm,4400000
Mitsubishi L200 3.2 Cab Doble 4wd Cr 165cv Mt,Bs.As. Costa Atlántica,Mitsubishi,L200,2010,3.2 Cab Doble 4wd Cr 165cv Mt,,Diésel,4,Manual,3.2,Pick-Up,240000,,Sí,Hidráulica,4x4,5,75 L,165,5070,1780,1800,3000 mm,18500
Volkswagen Passat 3.2 V6 Fsi Highline Wood Lla Le Mans,Bs.As. G.B.A. Sur,Volkswagen,Passat,2007,3.2 V6 Fsi Highline Wood Lla Le Mans,Gris,Nafta,4,Automática,3.2,Sedán,165000,Sí,Sí,Eléctrica,Delantera,5,70 L,250,4765,1472,1820,2709 mm,9300
Chevrolet Tracker 1.8 Ltz Fwd Mt 140cv,Bs.As. G.B.A. Sur,Chevrolet,Tracker,2015,1.8 Ltz Fwd Mt 140cv,Negro,Nafta,5,Manual,1.8,SUV,83000,Sí,Sí,Asistida,Delantera,5,53 L,140,4248,1674,1657,2465 mm,17500000
Chevrolet Cruze 2.0 Vcdi Sedan Ltz At 163cv,Bs.As. G.B.A. Norte,Chevrolet,Cruze,2014,2.0 Vcdi Sedan Ltz At 163cv,Rojo,Diésel,4,Automática,2.0,Sedán,103000,Sí,Sí,Hidráulica,Delantera,5,60 L,163,4597,1477,1640,2464 mm,14900000
Ford Mondeo 2.0 Sel,Corrientes,Ford,Mondeo,2018,2.0 Sel,,Nafta,4,Automática,2.0,Sedán,32000,Sí,,Eléctrica,Delantera,5,62 L,240,4869,1476,1698,2580 mm,25000000
Ford Ecosport 1.6 Titanium 110cv 4x2,Santa Fe,Ford,Ecosport,2013,1.6 Titanium 110cv 4x2,Blanco,Nafta,5,Manual,1.6,SUV,120000,,Sí,Eléctrica,4x2,5,52 L,110,4241,1693,1840,2670 mm,14000000
BMW Serie 3 3.0 330i Sedan Sport Line 252cv,Córdoba,BMW,Serie 3,2016,3.0 330i Sedan Sport Line 252cv,,Nafta,4,Manual,3.0,Sedán,99000,No,Sí,Asistida,Trasera,5,60 L,184,4624,1429,1734,2490 mm,33000
RAM 1500 5.7 Laramie Atx V8,Bs.As. Costa Atlántica,RAM,1500,2018,5.7 Laramie Atx V8,,Nafta,4,Automática,5.7,Pick-Up,128000,Sí,,Hidráulica,4x4,5,98 L,395,5817,1983,2017,3797 mm,38000
Fiat Cronos 1.3 Drive Cvt,Chaco,Fiat,Cronos,2023,1.3 Drive Cvt,Gris,Nafta,4,Automática,1.3,Sedán,35442,,Sí,Eléctrica,Delantera,5,48 L,99,4364,1508,1724,2521 mm,22000000
Ford Fiesta 2011,Bs.As. Costa Atlántica,Ford,Fiesta,2011,KINETIC DESIGN TITANIUM,,Nafta,5,Manual,1.6,Hatchback,128900,,,,,,,,,,,,8900
Peugeot 3008 1.6 Gt-line Thp Tiptronic,Capital Federal,Peugeot,3008,2018,1.6 Gt-line Thp Tiptronic,Rojo,Nafta,5,Automática,1.6,SUV,38846,Sí,,Eléctrica,Delantera,5,53 L,165,4447,1629,2098,2675 mm,36000000
Renault Clio 1.2 Mío Expression Pack I,Bs.As. G.B.A. Sur,Renault,Clio,2013,1.2 Mío Expression Pack I,Plateado,Nafta,3,Manual,1.2,Hatchback,129000,No,Sí,Hidráulica,Delantera,5,50 L,75,3813,1417,1639,2472 mm,5999
Volkswagen Polo 1.6 Msi Trendline,Bs.As. G.B.A. Sur,Volkswagen,Polo,2018,1.6 Msi Trendline,Blanco,Nafta,5,Manual,1.6,Hatchback,111000,,Sí,Hidráulica,Delantera,5,50 L,110,4384,1465,1699,2552 mm,15000000
Ford Ranger 3.0 Cd Xlt 4x4,San Juan,Ford,Ranger,2010,3.0 Cd Xlt 4x4,Gris,Diésel,2,Manual,3.0,Pick-Up,280000,,,Hidráulica,Integral,5,75 L,163,5143,1765,1780,2750 mm,12500
Mercedes-Benz Sprinter 2.1 515 Combi 4325 150cv 19+1,Bs.As. G.B.A. Sur,,Sprinter,2015,,Blanco,Diésel,2,Manual,2.1,,345000,,Sí,Hidráulica,Delantera,20,75 L,150,6995,2860,1994,4025 mm,29999
Fiat Mobi 1.0 Way,Bs.As. G.B.A. Sur,Fiat,Mobi,2018,1.0 Way,Rojo,Nafta,5,Manual,1.0,Hatchback,34500,No,Sí,Hidráulica,Delantera,5,47 L,70,3566,1502,1854,2874 mm,10000
Toyota Etios 1.5 Sedan X,Capital Federal,Toyota,Etios,2023,1.5 Sedan X,Blanco,Nafta,4,Manual,1.5,Sedán,47000,Sí,Sí,Eléctrica,Delantera,5,45 L,103,4265,1510,1695,2460 mm,17909900
Jeep Grand Cherokee 3.6 Limited 286hp Atx,Bs.As. G.B.A. Norte,Jeep,Grand Cherokee,2013,3.6 Limited 286hp Atx,Gris,Nafta,5,Automática,3.6,SUV,155000,Sí,,Hidráulica,4x4,5,94 L,286,4822,1781,1943,2915 mm,19900
Volkswagen Amarok 2.0 Cd Tdi 140cv Trendline Llantas16,Bs.As. G.B.A. Norte,Volkswagen,Amarok,2023,2.0 Cd Tdi 140cv Trendline Llantas16,,Diésel,4,Manual,2.0,Pick-Up,7000,,,Hidráulica,4x4,5,80 L,140,5254,1834,1944,3095 mm,27000
Chevrolet Prisma 1.4 Ltz At 98cv,Bs.As. G.B.A. Sur,Chevrolet,Prisma,2018,1.4 Ltz At 98cv,Gris,Nafta/GNC,4,Automática,1.4,Sedán,65000,Sí,Sí,Asistida,Delantera,5,54 L,98,4275,1484,1656,2465 mm,9000000
Bmw X3 2.0 X20i At,Córdoba,BMW,X3,2018,2.0 X20i AT,,Nafta,5,,,,51800,,,,,,,,,,,,45000
Fiat Siena 1.4 El Pack Attractive 82 hp,Bs.As. G.B.A. Norte,Fiat,Siena,2016,1.4 El Pack Attractive 82 hp,,Nafta,4,Manual,1.4,Sedán,160000,No,Sí,Hidráulica,Delantera,5,48 L,82,4155,1437,1665,2450 mm,9500
Renault Captur 2.0 Intens Manual,Jujuy,Renault,Captur,2017,2.0 Intens Manual,Gris,Nafta,5,Manual,2.0,SUV,147000,,,,Delantera,5,45 L,143,4122,1556,1778,2670 mm,17800000
Honda Accord 3.0 Ex-l V6,Santa Fe,Honda,Accord,2007,3.0 Ex-l V6,,Nafta,4,Manual,3.0,Sedán,187000,,,,Delantera,5,65 L,200,4890,1475,1850,2775 mm,8500
Ford F-100 3.6,Bs.As. G.B.A. Oeste,Ford,F-100,1993,3.6,,Diésel,2,Manual,3.6,Pick-Up,144785,,,,4x4,3,110 L,103,5345,1935,1815,2710 mm,15000
Jeep Renegade 1.3 Serie-S At6,Córdoba,Jeep,Renegade,2023,1.3 Serie-S At6,,Nafta,5,Automática,1.3,SUV,19000,,,,4x2,5,60 L,175,4268,1698,2040,2570 mm,30500
Fiat 500 1.4 Sport 105cv,Capital Federal,Fiat,500,2016,1.4 Sport 105cv,,Nafta,3,Manual,1.4,Hatchback,74000,Sí,Sí,Asistida,Delantera,4,40 L,105,3546,1492,1855,2640 mm,14000
Corsa Cargo 1.4,Bs.As. G.B.A. Sur,Chevrolet,Corsa,2011,Classic 3ptas cargo,Blanco,Nafta,3,Manual,1.4,Coupé,69000,,,Asistida,,,,,,,,,5900
Peugeot 2008 1.6 Feline,Córdoba,Peugeot,2008,2018,1.6 Feline,Blanco,Nafta,5,Manual,1.6,SUV,90000,,,,Delantera,5,55 L,115,4159,1583,1739,2542 mm,19500000
Peugeot 308 1.6 Sport Thp 163cv,Bs.As. G.B.A. Norte,Peugeot,308,2013,1.6 Sport Thp 163cv,Negro,Nafta,5,Automática,1.6,Sedán,150000,,,,,,,,,,,,9200
Chevrolet Cruze 1.8 Ltz Mt,Bs.As. G.B.A. Oeste,Chevrolet,Cruze,2012,1.8 Ltz Mt,Gris,Nafta,5,Manual,1.8,Hatchback,122000,Sí,Sí,Hidráulica,Delantera,5,60 L,141,4597,1477,1689,2469 mm,12500000
Ford Ka 1.6 Plus Tattoo,Bs.As. G.B.A. Oeste,Ford,Ka,2005,1.6 Plus Tattoo,Gris,Nafta,3,Manual,1.6,Hatchback,152000,,,Hidráulica,Delantera,4,42 L,95,3677,1413,1631,2448 mm,5800000
Nissan Versa 1.6 Advance Mt,Bs.As. G.B.A. Norte,Nissan,Versa,2019,1.6 Advance Mt,Negro,Nafta,4,Manual,1,Sedán,63241,No,No,Asistida,4x2,5,52 L,107,4465,1533,1695,2600 mm,14830000
Toyota Etios 1.5 X MT6 4P,Bs.As. G.B.A. Norte,Toyota,Etios,2023,1.5 X MT6 4P,Blanco,Nafta,4,Manual,,Sedán,40500,,Sí,Asistida,Delantera,5,45 L,,,,,,19100000
Toyota SW4 2.8 Tdi Diamante Ii 4x4 7as 6at,Capital Federal,Toyota,SW4,2023,2.8 Tdi Diamante Ii 4x4 7as 6at,Plateado,Diésel,5,Automática,2.8,SUV,500,,,Hidráulica,4x4,7,80 L,177,4705,1850,1840,2750 mm,53000
Peugeot 207 1.4 Quiksilver 75cv,Capital Federal,Peugeot,207,2012,1.4 Quiksilver 75cv,,Nafta,5,Manual,1.4,Hatchback,121000,,Sí,Hidráulica,Delantera,5,50 L,75,3872,1446,1669,2443 mm,7800
Peugeot 208 1.6 Active,Bs.As. G.B.A. Oeste,Peugeot,208,2018,1.6 Active,Gris,Nafta,5,Manual,1.6,Hatchback,115000,,Sí,Asistida,Delantera,5,55 L,115,3975,1470,1740,2540 mm,10200
Toyota Corolla XEI 1.8 M/T,Bs.As. Costa Atlántica,Toyota,Corolla,2010,,,Nafta,4,Manual,1.8,Sedán,126300,,,Eléctrica,Delantera,5,55 L,136,4530,1485,1760,2600 mm,10000
Citroën C4 Cactus 1.6 Thp 165 At6 Shine,Bs.As. G.B.A. Norte,,C4 Cactus,2021,1.6 Thp 165 At6 Shine,Plateado,Nafta,4,Automática,1.6,SUV,51000,,,,Delantera,5,55 L,165,4170,1534,1979,2600 mm,20500
