Título,Ubicación,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Piloto automático,Aire acondicionado,Dirección,Control de tracción,Capacidad de personas,Capacidad del tanque,Potencia,Largo,Altura,Ancho,Distancia entre ejes,Precio
Volkswagen Golf 1.6 Trendline,Santa Fe,Volkswagen,Golf,2016,1.6 Trendline,Negro,Nafta,5,Manual,1.6,Hatchback,110000,,Sí,Eléctrica,Delantera,5,50 L,110,4255,1452,1799,2638 mm,14000
Fiat Palio 1.4 Fire Pack Seg.,Córdoba,Fiat,Palio,2016,1.4 Fire Pack Seg.,,Nafta,5,Manual,1.4,Hatchback,103000,,Sí,Hidráulica,Delantera,5,48 L,82,3827,1444,1922,3550 mm,10500000
BMW Serie 1 1.5 118i Active 136cv,Buenos Aires Interior,BMW,Serie 1,2017,1.5 118i Active 136cv,Blanco,Nafta,5,Automática,1.5,Hatchback,168400,,Sí,Eléctrica,Trasera,5,52 L,136,4325,1420,1765,2690 mm,22700
Renault Kangoo 1.9 D Confort,Buenos Aires Interior,Renault,Kangoo,2007,1.9 D Confort,Gris,Diésel,4,Manual,1.9,Monovolumen,230000,,,Hidráulica,Delantera,5,52 L,65,3995,1860,1672,2600 mm,6800000
Chevrolet S-10 Dc Ls 2.8 Aa Dir Año 2011,Corrientes,Chevrolet,S10,2011,DC 2.8 AA DIR,Gris,Diésel,4,,,,251000,,,,,,,,,,,,10500000
Chevrolet Tracker 1.8 Ltz Awd At 140cv,Santa Fe,Chevrolet,Tracker,2016,1.8 Ltz Awd At 140cv,,Nafta,5,Automática,1.8,SUV,92200,Sí,Sí,Asistida,Integral,5,53 L,140,4248,1674,1657,2465 mm,19000000
Volkswagen Fox 1.6 Comfortline,Capital Federal,Volkswagen,Fox,2011,1.6 Comfortline,,Nafta,5,Manual,1.6,Hatchback,145000,,,Hidráulica,Delantera,5,50 L,101,3823,1544,1641,2465 mm,8000
Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,Bs.As. G.B.A. Norte,,C4 Cactus,2018,,Negro,Nafta,5,Automática,1.2,SUV,93800,Sí,,Eléctrica,Delantera,5,50 L,110,4157,1530,1946,2595 mm,18500000
Ford Ecosport 1.5 Se 123cv 4x2 Manual,Bs.As. G.B.A. Sur,Ford,Ecosport,2020,1.5 Se 123cv 4x2 Manual,Azul,Nafta,5,Manual,1.5,SUV,74200,,Sí,Asistida,4x2,5,52 L,123,4241,1693,1821,2608 mm,18700000
Fiat Palio 1.4 Fire Pack Seg.,Córdoba,Fiat,Palio,2016,1.4 Fire Pack Seg.,,Nafta,5,Manual,1.4,Hatchback,120000,,Sí,Hidráulica,Delantera,5,48 L,82,3827,1444,1922,3550 mm,9500000
Ford Ecosport 1.6 Xl Plus Mp3 4x2,Córdoba,Ford,Ecosport,2009,1.6 Xl Plus Mp3 4x2,Blanco,Nafta,5,Manual,1.6,SUV,98000,,Sí,Hidráulica,4x2,5,54 L,98,4240,1679,1837,2613 mm,10800000
Toyota SW4 2.8 Srx 204Cv 4X4 7As At,Bs.As. G.B.A. Norte,Toyota,SW4,2024,2.8 Srx 204Cv 4X4 7As At,Gris,Diésel,5,Automática,2.8,SUV,1000,Sí,Sí,,4x4,7,80 L,204,4795,1835,1855,2745 mm,70500000
Jeep Compass 2.4 Longitude Plus,Bs.As. G.B.A. Norte,Jeep,Compass,2019,2.4 Longitude Plus,,Nafta,5,Automática,2.4,SUV,30000,,,,4x2,5,60 L,174,4394,1630,2033,2636 mm,25990
Ford Ka 1.5 Se,Capital Federal,Ford,Ka,2018,1.5 Se,,Nafta,5,Manual,1.5,Hatchback,53000,,,Eléctrica,Delantera,5,51 L,123,3969,1464,1777,2686 mm,15800000
Peugeot 207 1.4 Xs,Bs.As. G.B.A. Sur,Peugeot,207,2010,1.4 Xs,Verde,Nafta,5,Manual,1.4,Hatchback,118000,No,Sí,Hidráulica,Delantera,5,50 L,75,3872,1446,1669,2443 mm,6000
Fiat Fiorino 1.4 Fire Evo 87cv,Capital Federal,Fiat,Fiorino,2015,1.4 Fire Evo 87cv,,Nafta,3,Manual,1.4,Furgón,77000,,Sí,Hidráulica,Delantera,2,64 L,87,4184,1873,1780,2699 mm,9500
Toyota SW4 2.8 Srx 177cv 4x4 7as At,Capital Federal,Toyota,SW4,2021,2.8 Srx 177cv 4x4 7as At,,Diésel,5,Automática,2.8,SUV,10000,,,Hidráulica,4x4,7,80 L,177,4705,1850,1840,2750 mm,46000
Hyundai Tucson 2.0 Gl 6at 2wd,Capital Federal,Hyundai,Tucson,2013,2.0 Gl 6at 2wd,Gris,Nafta,5,Automática,2.0,SUV,220000,,,,4x2,5,58 L,166,4410,1655,1830,2630 mm,12300
Renault Logan 1.6 Privilége Plus 105cv,Capital Federal,Renault,Logan,2019,1.6 Privilége Plus 105cv,Blanco,Nafta/GNC,4,Manual,1.6,Sedán,80500,No,Sí,Hidráulica,Delantera,5,50 L,105,4350,1529,1733,2635 mm,11500
Audi A3 Sportback 1.4 Tfsi Mt 122cv,Bs.As. G.B.A. Norte,Audi,A3 Sportback,2014,1.4 Tfsi Mt 122cv,,Nafta,5,Manual,1.4,Hatchback,88000,No,Sí,Asistida,Delantera,5,50 L,122,4237,1421,1785,2636 mm,15200
Chevrolet Cruze II 1.4 T LTZ AT,Bs.As. G.B.A. Norte,Chevrolet,Cruze II,2017,1.4 T LTZ AT,,Nafta,4,Automático,1,Hatchback,67012,No,No,Asistida,4x2,5,60 L,153,4510,1477,1677,2467 mm,17900000
Ford Ecosport 1.4 Tdci Xls,Capital Federal,Ford,Ecosport,2006,1.4 Tdci Xls,Rojo,Diésel,5,Manual,1.4,SUV,108000,,,Hidráulica,Delantera,5,45 L,68,4240,1679,1757,2607 mm,6400
Ford Fiesta Max Ambiente MP3,Capital Federal,Ford,Fiesta,2011,Max Ambiente MP3,,Nafta,4,Manual,1.6,Sedán,100000,,Sí,Hidráulica,Delantera,5,54 L,98,4205,1495,1765,2488 mm,9000000
Jeep Renegade 1.8 Sport,Capital Federal,Jeep,Renegade,2016,1.8 Sport,Rojo,Nafta,5,Manual,1.8,SUV,67500,Sí,,Hidráulica,4x2,5,60 L,217,4624,1670,1798,2570 mm,18500000
Volkswagen Bora 1.9 I Trendline,Bs.As. G.B.A. Oeste,Volkswagen,Bora,2008,1.9 I Trendline,Gris,Diésel,4,Manual,1.9,Sedán,233081,Sí,,Hidráulica,Delantera,5,55 L,100,4376,1446,1735,2518 mm,8390
Fiat 500 1.4 Abarth 595 160cv,Bs.As. G.B.A. Norte,Fiat,500,2014,1.4 Abarth 595 160cv,Rojo,Nafta,3,Manual,1.4,Hatchback,81000,Sí,Sí,Eléctrica,Delantera,4,35 L,160,3657,1485,1785,2550 mm,17800
Volkswagen Virtus 1.6 Comfortline At,Bs.As. G.B.A. Sur,Volkswagen,Virtus,2018,1.6 Comfortline At,Blanco,Nafta,4,Automática,1.6,Sedán,53600,,,Hidráulica,Delantera,5,50 L,110,4480,1468,1751,2650 mm,15900
Peugeot 308 1.6 Allure,Bs.As. Costa Atlántica,Peugeot,308,2013,1.6 Allure,Blanco,Nafta,5,Manual,1.6,Hatchback,120000,,,Hidráulica,Delantera,5,60 L,115,4276,1519,1815,2608 mm,10500
Ford Fiesta Kinetic Design 1.6 Sedan Se Powershift 120cv,Capital Federal,Ford,Fiesta Kinetic Design,2014,1.6 Sedan Se Powershift 120cv,,Nafta,4,Automática,1.6,Sedán,60000,,,Asistida,Delantera,5,47 L,120,4410,1473,1639,2472 mm,8500
Ford Ecosport 1.6 Freestyle 110cv 4x2,Bs.As. G.B.A. Norte,Ford,Ecosport,2016,1.6 Freestyle 110cv 4x2,Blanco,Nafta,5,Manual,1.6,SUV,72000,,Sí,Hidráulica,4x2,5,52 L,110,4241,1693,1757,2708 mm,16900000
Toyota Etios 1.5 Sedan Xls My19,Bs.As. G.B.A. Norte,Toyota,Etios,2018,1.5 Sedan Xls My19,,Nafta,4,Manual,1.5,Sedán,77700,,,Eléctrica,Delantera,5,45 L,103,4265,1510,1695,2460 mm,15000
Chevrolet Tracker 1.8 Ltz Fwd Mt 140cv,Bs.As. G.B.A. Norte,Chevrolet,Tracker,2016,1.8 Ltz Fwd Mt 140cv,,Nafta,5,Manual,1.8,SUV,116000,Sí,Sí,Asistida,Delantera,5,53 L,140,4248,1674,1657,2465 mm,14500
Peugeot 207 1.4 Sedan Active 75cv,Bs.As. G.B.A. Sur,Peugeot,207,2014,1.4 Sedan Active 75cv,Blanco,Nafta,4,Manual,1.4,Sedán,66500,,Sí,Hidráulica,Delantera,5,50 L,75,4235,1441,1720,2540 mm,11200000
Peugeot 207 1.4 Sedan Active Hdi 70cv,Buenos Aires Interior,Peugeot,207,2012,1.4 Sedan Active Hdi 70cv,Plateado,Diésel,4,Manual,1.4,Sedán,68000,,Sí,Hidráulica,Delantera,5,50 L,70,4235,1441,1720,2540 mm,10500000
Renault Sandero Stepway 1.6 Confort 105cv,Bs.As. G.B.A. Norte,Renault,Sandero Stepway,2011,1.6 Confort 105cv,Plateado,Nafta,5,Manual,1.6,Hatchback,110000,,,Hidráulica,Delantera,5,50 L,105,4091,1630,1751,2588 mm,7800
Renault Clio 1.2 Mio Confort Plus Abc,Bs.As. G.B.A. Sur,Renault,Clio,2013,1.2 Mio Confort Plus Abc,Rojo,Nafta,5,Manual,1.2,Hatchback,91000,,,Hidráulica,Delantera,5,50 L,75,3813,1417,1639,2472 mm,11400000
Ford Ranger 2.2 Cd Xl Tdci 150Cv,Córdoba,Ford,Ranger,2019,2.2 Cd Xl Tdci 150Cv,Rojo,Diésel,2,Manual,2.2,Pick-Up,121000,,,Eléctrica,4x2,5,80 L,150,5359,1800,1860,3220 mm,20000000
Toyota Hilux 2.8 Cd Srx 177cv 4x2 At,Bs.As. G.B.A. Sur,Toyota,Hilux,2023,2.8 Cd Srx 177cv 4x2 At,,Diésel,4,Automática,2.8,Pick-Up,15000,Sí,,Hidráulica,4x2,5,80 L,177,5260,1850,1855,2860 mm,38500
Hyundai Tucson 2.0 Style 2Wd At,Capital Federal,Hyundai,Tucson,2018,2.0 Style 2Wd At,Gris,Nafta,5,Automática,2.0,SUV,42200,Sí,Sí,Eléctrica,4x2,5,,155,,,,,27900
Renault Duster 2.0 Ph2 4x4 Privilege 143cv,Capital Federal,Renault,Duster,2012,2.0 Ph2 4x4 Privilege 143cv,,Nafta,5,Manual,2.0,SUV,150000,,,Hidráulica,4x4,5,50 L,138,4315,1695,1822,2673 mm,9200
Chevrolet Cruze II 1.4 Ltz At 153cv,Córdoba,Chevrolet,Cruze II,2017,1.4 Ltz At 153cv,Blanco,Nafta,5,Automática,1.4,Hatchback,23000,No,Sí,Asistida,Delantera,5,60 L,153,4510,1477,1677,2467 mm,23500000
Volkswagen Amarok 2.0 Cd Tdi 140cv 4x2 Startline,Bs.As. G.B.A. Oeste,Volkswagen,Amarok,2016,2.0 Cd Tdi 140cv 4x2 Startline,Blanco,Diésel,4,Manual,2.0,Pick-Up,150000,,,Hidráulica,4x2,5,80 L,140,5254,1834,1944,3095 mm,21500000
Peugeot 408 1.6 Allure Plus Thp 163cv,Chubut,Peugeot,408,2016,1.6 Allure Plus Thp 163cv,Azul,Nafta,4,Manual,1.6,Sedán,102000,Sí,Sí,Eléctrica,Delantera,5,60 L,163,4690,1505,1800,2710 mm,13500000
Volkswagen Vento 1.4 Highline 150cv At,Santa Fe,Volkswagen,Vento,2017,1.4 Highline 150cv At,Gris,Nafta,4,Automática,1.4,Sedán,145000,,,Hidráulica,Delantera,5,55 L,150,4554,1461,1778,2651 mm,24900000
Mercedes-Benz Sprinter 2.1 415 Furgon 3250 150cv Tn V2,Bs.As. G.B.A. Sur,,Sprinter,2013,2.1 415 Furgon 3250 150cv Tn V2,Blanco,Diésel,2,Manual,2.1,Furgón,187269,No,Sí,Hidráulica,Delantera,3,75 L,150,5245,2430,1994,3025 mm,22400
Renault Duster Oroch 1.6 Outsider,Mendoza,Renault,Duster Oroch,2020,1.6 Outsider,Gris,Nafta,4,Manual,1.6,SUV,91923,,,,4x2,5,50 L,110,4329,1683,1821,2829 mm,23500000
Ford Ranger 2.5 Cd Ivct Xlt 166cv,Bs.As. G.B.A. Sur,Ford,Ranger,2020,2.5 Cd Ivct Xlt 166cv,Blanco,Nafta,4,Manual,2.5,Pick-Up,128000,,Sí,Eléctrica,4x2,5,80 L,166,5359,1815,1768,2578 mm,23000
Toyota SW4 3.0 I Srv C/cuero 4x4 (2009),Capital Federal,Toyota,SW4,2008,,Plateado,Diésel,5,Manual,3.0,SUV,230000,Sí,,Hidráulica,4x4,5,80 L,163,4695,1850,1840,2750 mm,23989900
Volkswagen Bora 1.8 Highline T 180cv,Córdoba,Volkswagen,Bora,2014,1.8 Highline T 180cv,Gris,Nafta,4,Manual,1.8,Sedán,151000,Sí,,Hidráulica,Delantera,5,55 L,180,4376,1446,1735,2513 mm,13500
Volkswagen Gol Trend 1.6 Trendline 101cv,Bs.As. G.B.A. Norte,Volkswagen,Gol Trend,2016,1.6 Trendline 101cv,Gris,Nafta,5,Manual,1.6,Hatchback,170000,,,Hidráulica,Delantera,5,55 L,101,3899,1464,1656,2466 mm,11500000
Volkswagen Vento 2.5 Luxury 170cv,Bs.As. G.B.A. Sur,Volkswagen,Vento,2013,2.5 Luxury 170cv,Negro,Nafta,4,Manual,2.5,Sedán,81000,,Sí,Hidráulica,Delantera,5,55 L,170,4618,1453,1778,2651 mm,12000
RAM 1500 5.7 Laramie Atx V8,Capital Federal,RAM,1500,2019,5.7 Laramie Atx V8,,Nafta,4,Automática,5.7,Pick-Up,46000,Sí,,Hidráulica,4x4,5,98 L,395,5817,1983,2017,3797 mm,48000
Ford Focus III 1.6 S,Bs.As. Costa Atlántica,Ford,Focus III,2017,1.6 S,,Nafta,5,Manual,1.6,Hatchback,125000,,,Eléctrica,Delantera,5,55 L,125,4412,1484,1832,2762 mm,12200
Ford Ka 1.0 Fly 63cv,Bs.As. G.B.A. Oeste,Ford,Ka,2014,1.0 Fly 63cv,,Nafta,3,Manual,1.0,Hatchback,92000,,,,Delantera,5,45 L,63,3836,1420,1641,2452 mm,9000000
Citroën C3 1.6 Vti 115 At6 Feel,Córdoba,,C3,2017,1.6 Vti 115 At6 Feel,Blanco,Nafta,5,Automática,1.6,Hatchback,80000,,Sí,Eléctrica,Delantera,5,55 L,115,3944,1521,1728,2460 mm,13500000
Fiat Cronos 1.3 Precision Cvt,Córdoba,Fiat,Cronos,2023,1.3 Precision Cvt,Plateado,Nafta,4,Automática,1.3,Sedán,9900,,Sí,Eléctrica,Delantera,5,48 L,99,4364,1508,1724,2521 mm,23500000
Volkswagen Suran 1.6 Comfortline 101cv,Bs.As. G.B.A. Oeste,Volkswagen,Suran,2016,1.6 Comfortline 101cv,,Nafta,5,Manual,1.6,Monovolumen,25000,,,Hidráulica,Delantera,5,50 L,101,4204,1585,1660,2467 mm,14500000
Chevrolet S10 2.8 High Country Cd Tdci 200cv Manual 4x4,Córdoba,Chevrolet,S10,2019,2.8 High Country Cd Tdci 200cv Manual 4x4,Blanco,Diésel,4,Manual,2.8,Pick-Up,81000,Sí,Sí,Asistida,4x4,5,76 L,200,5367,1889,1820,2709 mm,26500
Renault Duster 1.6 Ph2 4x2 Dynamique 110cv,Capital Federal,Renault,Duster,2016,1.6 Ph2 4x2 Dynamique 110cv,,Nafta,5,Manual,1.6,SUV,85000,,,,4x2,5,50 L,110,4329,1683,1822,2674 mm,16300000
Jeep Renegade 1.8 Longitude At6,Bs.As. G.B.A. Oeste,Jeep,Renegade,2018,1.8 Longitude At6,,Nafta,5,Automática,1.8,SUV,49000,Sí,,Hidráulica,4x2,5,60 L,130,4624,1670,1798,2570 mm,24000
Peugeot 408 2.0 Allure Plus 143cv Tiptronic,Bs.As. G.B.A. Sur,Peugeot,408,2013,2.0 Allure Plus 143cv Tiptronic,Rojo,Nafta,4,Automática,2.0,Sedán,119900,Sí,,Asistida,Delantera,5,60 L,143,4690,1505,1815,2710 mm,12750000
Honda City 1.5 Ex-l Mt 120cv,Bs.As. G.B.A. Oeste,Honda,City,2014,1.5 Ex-l Mt 120cv,Gris,Nafta,4,Manual,1.5,Sedán,159000,Sí,,Eléctrica,Delantera,5,42 L,120,4420,1480,1695,2550 mm,9500
Chevrolet Onix 1.4 Joy Ls + 98cv,Bs.As. G.B.A. Norte,Chevrolet,Onix,2018,,Blanco,Nafta,5,Manual,1.4,Hatchback,63000,No,,Asistida,Delantera,5,54 L,98,3930,1484,1656,2465 mm,13500000
Chevrolet Sonic 1.6 Lt,Buenos Aires Interior,Chevrolet,Sonic,2015,1.6 Lt,,Nafta,5,Manual,1.6,Hatchback,122000,Sí,Sí,Hidráulica,Delantera,5,46 L,115,4039,1517,1820,2700 mm,10500000
Toyota Hilux 3.0 Cd Srv Cuero 171cv 4x4 - E4,Bs.As. G.B.A. Sur,Toyota,Hilux,2015,3.0 Cd Srv Cuero 171cv 4x4 - E4,Gris,Diésel,4,Manual,3.0,Pick-Up,64900,,Sí,Hidráulica,4x4,5,80 L,171,5260,1860,1855,2860 mm,30000
Mercedes-Benz Sprinter 2.1 411 Street 116cv 3250 V1 Tn,Córdoba,,Sprinter,2013,2.1 411 Street 116cv 3250 V1 Tn,Blanco,Diésel,2,Manual,2.1,Furgón,360000,No,Sí,Hidráulica,Delantera,5,75 L,150,5245,2430,1994,3025 mm,30000000
Peugeot 308 1.6 Active,Bs.As. G.B.A. Norte,Peugeot,308,2015,1.6 Active,Blanco,Nafta,5,Manual,1.6,Hatchback,94230,,,Hidráulica,Delantera,5,60 L,115,4276,1519,1815,2608 mm,9300
Peugeot 2008 1.6 Allure,Santiago del Estero,Peugeot,2008,2017,1.6 Allure,Verde,Nafta,5,Manual,1.6,SUV,145000,,,Eléctrica,Delantera,5,55 L,115,4159,1583,1739,2542 mm,14990000
Peugeot Partner Patagónica 1.6 Hdi Vtc Plus,Bs.As. G.B.A. Sur,Peugeot,Partner Patagónica,2014,1.6 Hdi Vtc Plus,Gris,Diésel,4,Manual,1.6,Monovolumen,98000,,,Hidráulica,Delantera,5,55 L,90,4137,1838,1960,2693 mm,16500000
Peugeot 207 1.4 Xr,Capital Federal,Peugeot,207,2010,1.4 Xr,Plateado,Nafta,4,Manual,1.4,Hatchback,134000,,Sí,Hidráulica,Delantera,5,50 L,75,3872,1441,1720,2540 mm,6490000
Volkswagen Suran 1.6 Comfortline 101cv,Bs.As. G.B.A. Norte,Volkswagen,Suran,2016,1.6 Comfortline 101cv,,Nafta,5,Manual,1.6,Monovolumen,140000,,,Hidráulica,Delantera,5,50 L,101,4204,1585,1660,2467 mm,10000
Volkswagen Vento 1.4 Highline 150cv At,Córdoba,Volkswagen,Vento,2017,1.4 Highline 150cv At,Blanco,Nafta,4,Automática,1.4,Sedán,96000,,,Hidráulica,Delantera,5,55 L,150,4554,1461,1778,2651 mm,24000000
Volkswagen Golf 2.0 Gti Tsi App Connect,Bs.As. G.B.A. Oeste,Volkswagen,Golf,2017,2.0 Gti Tsi App Connect,Gris,Nafta,5,Automática,2.0,Hatchback,41000,Sí,Sí,Eléctrica,Delantera,5,50 L,230,4255,1452,1799,2631 mm,31499
Toyota Hilux 2.8 Cd Srx 177cv 4x4 At,Bs.As. G.B.A. Norte,Toyota,Hilux,2017,2.8 Cd Srx 177cv 4x4 At,Gris,Diésel,4,Automática,2.8,Pick-Up,188000,Sí,,Hidráulica,4x4,5,80 L,177,5260,1850,1855,2860 mm,28000
Ford Ranger 2.3 Cs F-truck 4x2,Bs.As. G.B.A. Norte,Ford,Ranger,2010,2.3 Cs F-truck 4x2,Gris,Nafta,2,Manual,2.3,Pick-Up,190000,,,Hidráulica,4x2,2,75 L,148,4811,1723,1820,2745 mm,9500
Fiat Cronos 1.3 Gse Like,Bs.As. G.B.A. Norte,Fiat,Cronos,2023,1.3 Gse Like,Blanco,Nafta,4,Manual,1.3,Sedán,30000,No,,Eléctrica,Delantera,5,48 L,99,4364,1515,1962,2521 mm,15900000
Fiat Palio 1.4 Nuevo Attractive 85cv,Bs.As. G.B.A. Sur,Fiat,Palio,2017,1.4 Nuevo Attractive 85cv,Rojo,Nafta,5,Manual,1.4,Hatchback,49000,,Sí,Hidráulica,Delantera,5,48 L,85,3875,1504,1993,3665 mm,12000
Volkswagen Passat 2.0 Tsi Advance Dsg,Bs.As. G.B.A. Oeste,Volkswagen,Passat,2010,2.0 Tsi Advance Dsg,Gris,Nafta,4,Automática,2.0,Sedán,145000,Sí,Sí,Eléctrica,Delantera,5,70 L,200,4765,1472,1820,2709 mm,8500
Jeep Renegade 1.8 Sport Plus,Capital Federal,Jeep,Renegade,2016,1.8 Sport Plus,Negro,Nafta,5,Manual,1.8,SUV,103000,Sí,Sí,Hidráulica,4x2,5,60 L,217,4624,1670,1798,2570 mm,19000000
Ford Focus III 2.0 Se Plus Mt,Bs.As. G.B.A. Sur,Ford,Focus III,2018,2.0 Se Plus Mt,,Nafta,5,Manual,2.0,Hatchback,80000,Sí,,Eléctrica,Delantera,5,55 L,170,4412,1484,1742,2630 mm,15500
Toyota Etios 1.5 XLS PACK MT,Bs.As. G.B.A. Norte,Toyota,Etios,2022,1.5 XLS PACK MT,Plateado,Híbrido,4,Manual,1,Hatchback,33293,No,No,Asistida,FWD,5,45 L,103,4265,1510,1695,2460 mm,20120000
Renault Clio 1.2,Bs.As. G.B.A. Norte,Renault,Clio,2008,1.2,Azul,Nafta,3,Manual,1.2,Hatchback,172000,,Sí,Hidráulica,Delantera,5,50 L,75,3813,1417,1639,2472 mm,6000000
Peugeot 208 1.6 Feline Pack Cuir,Bs.As. G.B.A. Oeste,Peugeot,208,2014,1.6 Feline Pack Cuir,,Nafta,5,Manual,1.6,Hatchback,101500,,,Eléctrica,Delantera,5,55 L,115,3872,1470,1702,2541 mm,10300
Ford Ecosport 1.5 Se 123cv 4x2 Automática,Bs.As. G.B.A. Norte,Ford,Ecosport,2018,1.5 Se 123cv 4x2 Automática,Plateado,Nafta,5,Automática,1.5,SUV,42000,,Sí,Asistida,4x2,5,52 L,123,4241,1693,1821,2608 mm,21900000
Renault Captur 1.6 Intens Cvt,Córdoba,Renault,Captur,2020,1.6 Intens Cvt,Blanco,Nafta,5,Automática,1.6,SUV,35000,,Sí,,Delantera,5,45 L,115,4122,1556,1778,2670 mm,18500
Honda HR-V 1.8 Ex 2wd Cvt,Capital Federal,Honda,HR-V,2016,1.8 Ex 2wd Cvt,Gris,Nafta,5,Automática,1.8,SUV,140000,Sí,,Eléctrica,4x2,5,50 L,140,4294,1586,1770,2640 mm,16499
Ford Ka 1.5 S,Bs.As. G.B.A. Oeste,Ford,Ka,2016,1.5 S,Gris,Nafta,3,Manual,1.5,Hatchback,80000,,,Eléctrica,Delantera,5,51 L,120,3969,1464,1777,2686 mm,8600
