Título,Ubicación,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Piloto automático,Aire acondicionado,Dirección,Control de tracción,Capacidad de personas,Capacidad del tanque,Potencia,Largo,Altura,Ancho,Distancia entre ejes,Precio
Ford Ecosport 1.5 Se 123cv 4x2 Manual,Mendoza,Ford,Ecosport,2020,1.5 Se 123cv 4x2 Manual,Blanco,Nafta,5,Manual,1.5,SUV,44239,,Sí,Asistida,4x2,5,52 L,123,4241,1693,1821,2608 mm,24000000
Ford Kuga 2.5 Titanium At 4x4 L (ku05),Bs.As. G.B.A. Oeste,Ford,Kuga,2011,,Blanco,Nafta,5,Automática,2.5,SUV,105430,Sí,,Asistida,Integral,5,58 L,200,4443,1680,1746,2589 mm,10500
Volkswagen Vento 2.0 Advance I 110cv,Santa Fe,Volkswagen,Vento,2011,2.0 Advance I 110cv,Plateado,Diésel,4,Manual,2.0,Sedán,161000,Sí,Sí,Eléctrica,Delantera,5,55 L,110,4554,1461,1778,2651 mm,11000
Fiat Cronos 1.3 Gse Like,Bs.As. G.B.A. Sur,Fiat,Cronos,2024,1.3 Gse Like,Gris,Nafta,4,Manual,1.3,Sedán,1000,,,,Delantera,5,48 L,99,4364,1515,1962,2521 mm,19800000
Renault Duster 2.0 Ph2 4x2 Privilege,Capital Federal,Renault,Duster,2018,2.0 Ph2 4x2 Privilege,Plateado,Nafta,5,Manual,2.0,SUV,95000,Sí,Sí,,4x2,5,50 L,143,4329,1683,1822,2674 mm,20989900
Toyota Corolla 1.8 Xei Mt Pack 136cv,Capital Federal,Toyota,Corolla,2013,1.8 Xei Mt Pack 136cv,Gris,Nafta,4,Manual,1.8,Sedán,170000,No,Sí,Eléctrica,Delantera,5,57 L,136,4540,1465,1760,2600 mm,16000000
Chevrolet Astra 2.0 Gls,Bs.As. G.B.A. Norte,Chevrolet,Astra,2008,2.0 Gls,,Nafta,4,Manual,2.0,Sedán,105000,,Sí,Hidráulica,Delantera,5,52 L,116,4342,1425,1840,2750 mm,7500
Mini Cooper S 1.6 Hot Pepper,Bs.As. G.B.A. Norte,Mini,Cooper S,2008,1.6 Hot Pepper,,Nafta,3,Manual,1.6,Hatchback,86000,,,Eléctrica,Delantera,5,50 L,170,,,,2467 mm,15000
Toyota RAV4 2.4 4x2 At,Bs.As. G.B.A. Norte,Toyota,RAV4,2012,2.4 4x2 At,Blanco,Nafta,5,Automática,2.4,SUV,218000,,,Asistida,4x2,5,60 L,170,4625,1685,1815,2660 mm,11300
Volkswagen Gol Trend Pack 1,Mendoza,Volkswagen,Gol Trend,2013,Pack 1,,Nafta,5,Manual,1.6,Hatchback,135000,,,Hidráulica,Delantera,5,55 L,101,3899,1464,1656,2466 mm,10200000
Ford Ka 1.6 Plus Tattoo,Bs.As. G.B.A. Oeste,Ford,Ka,2004,1.6 Plus Tattoo,Gris,Nafta,3,Manual,1.6,Hatchback,182000,,Sí,Hidráulica,Delantera,4,42 L,95,3677,1413,1631,2448 mm,5500000
Peugeot 408 1.6 Allure Hdi 115cv,Bs.As. G.B.A. Oeste,Peugeot,408,2020,1.6 Allure Hdi 115cv,,Diésel,4,Manual,1.6,Sedán,34000,,,Eléctrica,Delantera,5,60 L,115,4690,1505,1800,2710 mm,16400
BMW X6 3.0 Xdrive 35i Sportive 306cv,Córdoba,BMW,X6,2010,3.0 Xdrive 35i Sportive 306cv,Gris,Nafta,5,Automática,3.0,SUV,105000,Sí,No,Asistida,4x4,4,85 L,306,4877,1669,1842,2690 mm,49900000
Chevrolet Cruze II 1.4 Sedan Lt,Bs.As. G.B.A. Norte,Chevrolet,Cruze II,2018,1.4 Sedan Lt,,Nafta,4,Manual,1.4,Sedán,42000,Sí,Sí,Asistida,Delantera,5,60 L,153,4510,1477,1677,2467 mm,14990
Renault Kangoo Ii Express Confort 5a 1.6 Sce,Capital Federal,Renault,Kangoo,2020,Ii Express Confort 5a 1.6 Sce,Gris,Nafta,4,Manual,1.6,Furgón,125000,,,Hidráulica,Delantera,4,50 L,114,4397,1847,1760,2808 mm,17800000
Volkswagen Gol Gol Turbo,Bs.As. G.B.A. Oeste,Volkswagen,Gol,1994,Gol turbo,,Nafta,3,,,,150000,,,,,,,,,,,,11000
Volkswagen Crossfox 1.6 Trendline,Bs.As. G.B.A. Oeste,Volkswagen,Crossfox,2012,1.6 Trendline,,Nafta,5,Manual,1.6,Hatchback,146000,,,Hidráulica,Delantera,4,50 L,101,4034,1631,1677,2465 mm,11600000
Renault Clio 1.2 Authentique Pack Ii 75cv,Bs.As. G.B.A. Norte,Renault,Clio,2011,1.2 Authentique Pack Ii 75cv,Gris,Nafta,3,Manual,1.2,Hatchback,99500,,Sí,Hidráulica,Delantera,5,50 L,75,3813,1417,1639,2472 mm,7000
Fiat Siena Fiat Siena El 1.4,Bs.As. G.B.A. Sur,Fiat,Siena,2016,Fiat Siena el 1.4,,Nafta/GNC,4,,,,122000,,,,,,,,,,,,12000000
Chevrolet Cruze 5 1.4 Premier 5p,Capital Federal,Chevrolet,Cruze 5,2023,1.4 Premier 5p,Blanco,Nafta,5,Manual,1.4,Hatchback,9850,Sí,,Eléctrica,Delantera,5,52 L,153,4448,1484,2042,2700 mm,34500000
Ford Focus III 2.0 Se Plus At6,Bs.As. Costa Atlántica,Ford,Focus III,2014,2.0 Se Plus At6,Blanco,Nafta,5,Automática,2.0,Hatchback,140000,Sí,,Asistida,Delantera,5,55 L,170,4412,1484,1742,2630 mm,12000
Renault Logan 1.6 Expression 85cv Nac,Bs.As. G.B.A. Sur,Renault,Logan,2018,1.6 Expression 85cv Nac,Plateado,Nafta,4,Manual,1.6,Sedán,5200,,,Hidráulica,Delantera,5,50 L,85,4350,1529,1733,2635 mm,13500
Bmw X6 402-x6 35i,Buenos Aires Interior,BMW,X6,2019,402-X6 35I,,Nafta,5,,,,15000,,,,,,,,,,,,135000
Toyota Etios 1.5 Platinum At,Bs.As. G.B.A. Oeste,Toyota,Etios,2017,1.5 Platinum At,Blanco,Nafta,5,Automática,1.5,Hatchback,103000,,,Eléctrica,Delantera,5,45 L,103,4265,1510,1695,2460 mm,13800
Audi Q5 2.0 Tfsi 211cv Quattro,Santa Fe,Audi,Q5,2012,2.0 Tfsi 211cv Quattro,Blanco,Nafta,5,Manual,2.0,SUV,100000,Sí,Sí,Asistida,Integral,5,75 L,211,4629,1653,1860,2815 mm,20000
Volkswagen Saveiro 1.6 Gp Cs 101cv Aa+dh,Capital Federal,Volkswagen,Saveiro,2013,,,Nafta,2,Manual,1.6,Pick-Up,111111,,Sí,Hidráulica,Delantera,2,55 L,101,4493,1497,1708,2750 mm,8000
Ford F-100 Duty 4x4 Mod. 2007,La Pampa,Ford,F-100,2007,Duty 4x4 Mod. 2007,Plateado,Diésel,4,,,,290000,,,,,,,,,,,,27000
Peugeot 2008 1.6 Feline,Neuquén,Peugeot,2008,2019,1.6 Feline,Plateado,Nafta,5,Manual,1.6,SUV,73000,,,,Delantera,5,55 L,115,4159,1583,1739,2542 mm,17300
Toyota Corolla 1.8 Xei Mt,Córdoba,Toyota,Corolla,2011,1.8 Xei Mt,,Nafta,4,Manual,1.8,Sedán,150000,,,Eléctrica,Delantera,5,55 L,136,4530,1485,1760,2600 mm,13100000
Ford Focus III 2.0 Sedan Se Plus At6,Bs.As. Costa Atlántica,Ford,Focus III,2016,2.0 Sedan Se Plus At6,,Nafta,4,Automática,2.0,Sedán,93000,,,Eléctrica,Delantera,5,55 L,170,4534,1484,1742,2630 mm,12900
Volkswagen Gol Trend 1.6,Buenos Aires Interior,Volkswagen,Gol Trend,2009,1.6,,Nafta,5,Manual,1.6,Hatchback,155000,,,,Delantera,5,55 L,101,3899,1464,1656,2466 mm,8500000
Peugeot 206 1.6 Xr,Capital Federal,Peugeot,206,2001,1.6 Xr,Azul,Nafta,3,Manual,1.6,Hatchback,223000,,Sí,Hidráulica,Delantera,5,50 L,90,3835,1432,1652,2442 mm,5500000
Polo 1.9 Diesel,Bs.As. G.B.A. Norte,Volkswagen,Polo,2004,1.9 Diesel,Celeste,Diésel,5,Manual,1.9,,200000,,,Hidráulica,Delantera,,,,,,,,5500000
Chevrolet Prisma 1.4 Ltz 98cv,Bs.As. G.B.A. Oeste,Chevrolet,Prisma,2015,1.4 Ltz 98cv,Gris,Nafta,4,Manual,1.4,Sedán,140000,,Sí,Hidráulica,Delantera,5,54 L,98,4275,1484,1656,2465 mm,9900
Fiat Pulse 1.3 Drive Gse Cvt,Capital Federal,Fiat,Pulse,2023,1.3 Drive Gse Cvt,Blanco,Nafta,5,Automática,1.3,SUV,1000,Sí,Sí,Eléctrica,4x2,5,47 L,99,4099,1547,1989,2532 mm,26000000
Audi A4 2.0 Tdi,Buenos Aires Interior,Audi,A4,2007,2.0 Tdi,,Diésel,4,,,,251000,,,,,,,,,,,,8000
Jeep Renegade 1.8 Sport,Neuquén,Jeep,Renegade,2016,1.8 Sport,,Nafta,5,Manual,1.8,SUV,208000,Sí,,Hidráulica,4x2,5,60 L,217,4624,1670,1798,2570 mm,15000
Renault Sandero Stepway 1.6 16v Intense,Bs.As. G.B.A. Norte,Renault,Sandero Stepway,2023,1.6 16v Intense,Gris,Nafta,5,Manual,1.6,Hatchback,12000,Sí,Sí,Hidráulica,Delantera,5,50 L,115,4066,1559,1761,2590 mm,12000
Volkswagen Saveiro 1.6 Gp Cd 101cv Pack High,Bs.As. G.B.A. Oeste,Volkswagen,Saveiro,2014,1.6 Gp Cd 101cv Pack High,Gris,Nafta,2,Manual,1.6,Pick-Up,165000,,,Hidráulica,Delantera,2,55 L,101,4493,1497,1708,2750 mm,8800
Titular 3 Mano Excelente Andar Muy Cuidado Tanque Lleno 900k,Bs.As. G.B.A. Norte,Ford,Focus 2,2011,1.8 tdci guia full,Plateado,Diésel,5,,,,203000,,,,,,,,,,,,9290000
Citroën Berlingo 1.6 Xtr Hdi 92cv,Bs.As. G.B.A. Sur,,Berlingo,2023,1.6 Xtr Hdi 92cv,Gris,Diésel,5,Manual,1.6,Monovolumen,15000,No,Sí,Hidráulica,Delantera,5,60 L,92,4137,1858,1788,2685 mm,25800000
Toyota Hilux Gr Sport,Córdoba,Toyota,Hilux,2019,GR SPORT,,Diésel,4,,,,97000,,,,,,,,,,,,38900000
Toyota Corolla 1.8 Xei Cvt Pack 140cv,Bs.As. G.B.A. Norte,Toyota,Corolla,2018,1.8 Xei Cvt Pack 140cv,Blanco,Nafta,4,Automática,1.8,Sedán,54300,No,Sí,Eléctrica,Delantera,5,57 L,140,4620,1460,1775,2700 mm,21500
Peugeot 2008 1.6 Feline Tip,Córdoba,Peugeot,2008,2017,1.6 Feline Tip,Negro,Nafta,5,Automática,1.6,SUV,95000,No,Sí,electronic,Delantera,5,55 L,115,4159,1583,1739,2542 mm,21502950
Renault Clio 1.2 Tric Pack Plus,Bs.As. G.B.A. Sur,Renault,Clio,2007,1.2 Tric Pack Plus,Plateado,Nafta,4,Manual,1.2,Sedán,179000,,,Hidráulica,Delantera,5,50 L,75,4150,1435,1639,2472 mm,5500
Nissan Kicks 1.6 EXCLUSIVE CVT L21,Bs.As. G.B.A. Norte,Nissan,Kicks,2021,1.6 EXCLUSIVE CVT L21,Rojo,Nafta,5,Automática,,SUV,71482,,Sí,,Delantera,5,41 L,,,,,,30400000
Kia Sportage 2.0 Crdi Ex At 154Cv 4X4,Bs.As. G.B.A. Norte,Kia,Sportage,2018,2.0 Crdi Ex At 154Cv 4X4,Blanco,Diésel,5,Automática,2.0,SUV,159000,Sí,,Eléctrica,4x4,5,62 L,154,4480,1655,1855,2670 mm,35900000
Volkswagen Gol Trend 1.6 Trendline 101cv,Bs.As. G.B.A. Sur,Volkswagen,Gol Trend,2018,1.6 Trendline 101cv,Rojo,Nafta,5,Manual,1.6,Hatchback,75000,,,Hidráulica,Delantera,5,55 L,101,3899,1464,1656,2466 mm,10000
Volkswagen Suran 1.6 I Comfortline 90a,Capital Federal,Volkswagen,Suran,2010,1.6 I Comfortline 90a,Plateado,Nafta,5,Manual,1.6,Monovolumen,93500,,,Hidráulica,Delantera,5,50 L,101,4180,1576,1660,2467 mm,8500
Volkswagen Suran 1.6 Comfortline,Bs.As. G.B.A. Sur,Volkswagen,Suran,2019,1.6 Comfortline,Blanco,Nafta,5,Manual,1.6,Hatchback,55200,,,,Delantera,5,50 L,110,4204,1585,1660,2467 mm,12900
Toyota Corolla 2.0 Xli Cvt,Capital Federal,Toyota,Corolla,2021,2.0 Xli Cvt,Rojo,Nafta,4,Automático,1,Sedán,41504,No,No,Asistida,4x2,5,57 L,170,4630,1435,1780,2700 mm,25880000
BMW X6 3.0 Xdrive 35i Pure Extravagance,Córdoba,BMW,X6,2017,3.0 Xdrive 35i Pure Extravagance,,Nafta,5,Automática,3.0,SUV,44000,Sí,No,Asistida,4x4,4,85 L,306,4877,1669,1838,2690 mm,73000
Renault Kangoo 1.6 Sce Zen,Bs.As. G.B.A. Sur,Renault,Kangoo,2020,1.6 Sce Zen,Blanco,Nafta,4,Manual,1.6,Monovolumen,69000,,,Hidráulica,Delantera,5,50 L,114,4397,1847,1760,2808 mm,22500000
Honda Accord Exl 2.4 Aut L13,Capital Federal,Honda,Accord,2014,L13,Gris,Nafta,4,Automática,2.4,Sedán,97000,Sí,Sí,Asistida,,,,,,,,,20900000
Toyota Corolla 2.0 Seg Cvt 170cv,Bs.As. Costa Atlántica,Toyota,Corolla,2023,2.0 Seg Cvt 170cv,Blanco,Nafta,4,Automática,2.0,Sedán,3000,Sí,Sí,Eléctrica,Delantera,5,57 L,170,4630,1435,1780,2700 mm,36900000
Toyota Corolla 1.8 Se-g Cvt 140cv,Bs.As. G.B.A. Norte,Toyota,Corolla,2018,1.8 Se-g Cvt 140cv,,Nafta,4,Automática,1.8,Sedán,104000,Sí,,Eléctrica,Delantera,5,57 L,140,4620,1460,1775,2700 mm,19400
BMW X5 3.0 D Executive Stept,Capital Federal,BMW,X5,2008,3.0 D Executive Stept,,Diésel,5,Automática,3.0,SUV,218000,Sí,Sí,Asistida,4x4,7,85 L,235,4854,1766,1839,2640 mm,17900
Peugeot 408 2.0 Feline 143cv,Córdoba,Peugeot,408,2011,2.0 Feline 143cv,,Nafta,4,Manual,2.0,Sedán,159000,Sí,,Asistida,Delantera,5,60 L,143,4690,1505,1815,2710 mm,13000000
Renault Clio 1.6 Rl,Bs.As. G.B.A. Sur,Renault,Clio,1999,1.6 Rl,Rojo,Nafta,3,Manual,1.6,Hatchback,114000,No,No,Mecánica,Delantera,5,43 L,74,3709,1395,1628,2472 mm,4300
Ford Ecosport 1.6 Xl Plus Mp3 4x2,Bs.As. G.B.A. Oeste,Ford,Ecosport,2010,1.6 Xl Plus Mp3 4x2,Negro,Nafta,5,Manual,1.6,SUV,143000,,Sí,Hidráulica,4x2,5,54 L,98,4240,1679,1837,2613 mm,6800
Volkswagen Polo 1.6 Msi Track,Misiones,Volkswagen,Polo,2024,1.6 Msi Track,,Nafta,5,Manual,1.6,Hatchback,999,,,Hidráulica,Delantera,5,50 L,110,4384,1465,1699,2552 mm,22900000
Toyota SW4 2.8 Srx 204Cv 4X4 7As At,Bs.As. G.B.A. Oeste,Toyota,SW4,2023,2.8 Srx 204Cv 4X4 7As At,Gris,Diésel,5,Automática,2.8,SUV,3300,Sí,Sí,Eléctrica,4x4,7,80 L,204,4795,1835,1855,2745 mm,62000000
Renault Sandero Stepway 1.6 16v Intense,Buenos Aires Interior,Renault,Sandero Stepway,2020,1.6 16v Intense,Blanco,Nafta,5,Manual,1.6,Hatchback,129000,Sí,,Hidráulica,Delantera,5,50 L,115,4066,1559,1761,2590 mm,17000000
Chevrolet Classic 1.4 Ls Abs Airbag,Bs.As. G.B.A. Norte,Chevrolet,Classic,2016,1.4 Ls Abs Airbag,Gris,Nafta,4,Manual,1.4,Sedán,113151,No,Sí,Hidráulica,Delantera,5,54 L,92,4152,1440,1944,3095 mm,7500000
Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,Bs.As. G.B.A. Norte,Peugeot,3008,2024,1.6 Gt-line Thp Pack Tiptronic,,Nafta,5,Automática,1.6,SUV,6400,Sí,,Eléctrica,Delantera,5,53 L,165,4447,1629,2098,2675 mm,52000000
Honda HR-V 1.8 Ex 2wd Cvt,Bs.As. G.B.A. Norte,Honda,HR-V,2020,1.8 Ex 2wd Cvt,,Nafta,5,Automática,1.8,SUV,46000,Sí,,Eléctrica,4x2,5,50 L,140,4294,1586,1770,2640 mm,26500
Ford Ranger 2.0 Cd 4X4 Limited At 210Cv,Bs.As. G.B.A. Oeste,Ford,Ranger,2023,2.0 Cd 4X4 Limited At 210Cv,Azul,Diésel,4,Automática,2.0,Pick-Up,43000,,,,,,,210,,,,,46999999
Ford Ranger 3.0 Cd 4X4 Limited + At 250Cv,Santa Fe,Ford,Ranger,2023,,Gris,Diésel,4,Automática,3.0,Pick-Up,13751,,,,,,,250,,,,,66900000
Ford F-100 3.6 Std,Buenos Aires Interior,Ford,F-100,1979,3.6 Std,Azul,Nafta,2,Manual,3.6,Pick-Up,40000,,Sí,,Trasera,,,103,,,,,11000
Volkswagen Amarok 2.0 Cd Tdi 140cv Trendline Llantas16,Bs.As. G.B.A. Sur,Volkswagen,Amarok,2023,2.0 Cd Tdi 140cv Trendline Llantas16,,Diésel,4,Manual,2.0,Pick-Up,13130,,,Hidráulica,4x4,5,80 L,140,5254,1834,1944,3095 mm,29000000
Volkswagen Fox 1.6 Highline,Capital Federal,Volkswagen,Fox,2012,1.6 Highline,,Nafta,5,Manual,1.6,Hatchback,127000,,,Hidráulica,Delantera,5,50 L,101,3823,1544,1641,2465 mm,12000000
Audi A3 1.4 Tfsi 125cv,Bs.As. G.B.A. Sur,Audi,A3,2016,1.4 Tfsi 125cv,Negro,Nafta,5,Manual,1.4,Hatchback,60000,No,Sí,Asistida,Delantera,5,50 L,122,4237,1421,1842,2468 mm,21850
Ford Ranger 3.2 Cd 4x4 Limited Tdci 200cv At,Bs.As. G.B.A. Sur,Ford,Ranger,2015,3.2 Cd 4x4 Limited Tdci 200cv At,Blanco,Diésel,4,Automática,3.2,Pick-Up,111000,Sí,Sí,Eléctrica,Integral,5,80 L,200,5359,1815,1760,2600 mm,24500
Nissan Sentra 2.0 Advance,Bs.As. G.B.A. Sur,Nissan,Sentra,2021,2.0 Advance,Rojo,Nafta,4,Manual,2.0,Sedán,80000,Sí,Sí,Eléctrica,Delantera,5,47 L,147,4640,1455,1815,2710 mm,28200000
Mercedes-Benz Clase C 1.8 C250 Coupe Sport B.efficiency At,Bs.As. G.B.A. Oeste,,Clase C,2014,1.8 C250 Coupe Sport B.efficiency At,Gris,Nafta,4,Automática,1.8,Sedán,75000,Sí,Sí,Asistida,Delantera,5,66 L,204,4581,1445,1770,2760 mm,30000
Volkswagen Suran 1.6 Imotion Highline,Capital Federal,Volkswagen,Suran,2013,1.6 Imotion Highline,Blanco,Nafta,5,Automática,1.6,Monovolumen,63000,,,Hidráulica,Delantera,5,50 L,101,4178,1547,1660,2467 mm,11000000
Volkswagen Suran 1.6 Highline 101cv 11c,Bs.As. G.B.A. Norte,Volkswagen,Suran,2012,1.6 Highline 101cv 11c,Gris,Nafta,5,Manual,1.6,Monovolumen,179000,,,Hidráulica,Delantera,5,50 L,101,4178,1547,1660,2467 mm,11500000
Volkswagen Amarok 2.0 Cd Tdi 4x2 Highline Pack 1p2,Capital Federal,Volkswagen,Amarok,2010,2.0 Cd Tdi 4x2 Highline Pack 1p2,,Diésel,4,Manual,2.0,Pick-Up,260000,Sí,,Hidráulica,4x2,5,80 L,163,5254,1834,1944,3095 mm,13500
Renault Duster 1.6 Ph2 4x2 Expression 110cv,Entre Ríos,Renault,Duster,2017,1.6 Ph2 4x2 Expression 110cv,Gris,Nafta,5,Manual,1.6,SUV,90000,,,,4x2,5,50 L,110,4329,1683,1822,2674 mm,12990
Fiat Toro 2.0 Volcano 4x4 At,Bs.As. G.B.A. Sur,Fiat,Toro,2017,2.0 Volcano 4x4 At,Negro,Diésel,4,Automática,2.0,Pick-Up,88000,,,,4x4,5,60 L,170,4915,1690,1669,2443 mm,24500000
Chevrolet Cruze II 1.4 T LT MT,Bs.As. G.B.A. Norte,Chevrolet,Cruze II,2016,1.4 T LT MT,Blanco,Nafta,4,Manual,1,Hatchback,106699,No,No,Asistida,4x2,5,60 L,153,4510,1477,1677,2467 mm,15950000
Chevrolet Tracker 1.2 Turbo Ltz At,Capital Federal,Chevrolet,Tracker,2022,1.2 Turbo Ltz At,,Nafta,5,Automática,1.2,SUV,26000,Sí,Sí,Eléctrica,4x2,5,44 L,132,4270,1626,1791,2570 mm,28500000
Peugeot 408 2.0 Allure 143cv,Bs.As. G.B.A. Sur,Peugeot,408,2015,2.0 Allure 143cv,Rojo,Nafta,4,Manual,2.0,Sedán,129000,,,Asistida,Delantera,5,60 L,143,4690,1505,1815,2710 mm,9000
Toyota Hilux 2.8 CD SRX AT 4x2,Capital Federal,Toyota,Hilux,2021,2.8 CD SRX AT 4x2,Plateado,Diésel,4,Automático,1,Pick-Up,8805,No,No,Asistida,4x2,5,80 L,177,5260,1850,1855,2860 mm,43430000
Mini Cooper S 2.0 F56 Chili 192cv,Bs.As. G.B.A. Oeste,Mini,Cooper S,2017,2.0 F56 Chili 192cv,Amarillo,Nafta,5,Automática,2.0,Hatchback,70000,Sí,,Asistida,Delantera,5,47 L,192,,,,2467 mm,29000
Chevrolet Astra 2.0 Gl,Córdoba,Chevrolet,Astra,2006,2.0 Gl,,Nafta,4,Manual,2.0,Sedán,200000,,Sí,Hidráulica,Delantera,5,52 L,116,4342,1425,1840,2750 mm,6500000
Jeep Renegade 1.8 Sport At,Bs.As. G.B.A. Sur,Jeep,Renegade,2017,1.8 Sport At,Plateado,Nafta,5,Automática,1.8,SUV,106000,Sí,Sí,Hidráulica,4x4,5,60 L,128,4624,1670,1798,2570 mm,16500
Chevrolet Spin 1.8 LT MY LINK 5AS L15,Mendoza,Chevrolet,Spin,2016,1.8 LT MY LINK 5AS L15,Verde,Nafta,5,Manual,,Monovolumen,100000,,Sí,Asistida,Delantera,5,53 L,,,,,,14900000
Chevrolet Tracker 1.8 Ltz+ Awd At 140cv,Bs.As. G.B.A. Norte,Chevrolet,Tracker,2016,,Gris,Nafta,5,Automática,1.8,SUV,56000,Sí,Sí,Asistida,Integral,5,53 L,140,4248,1674,1657,2465 mm,14300
Toyota Hilux 2.5 cd dx 4x2,Buenos Aires Interior,Toyota,Hilux,2012,2.5 cd dx 4x2,,Diésel,4,Manual,2.5,Pick-Up,148000,,,Hidráulica,4x2,3,80 L,120,5260,1795,1855,2860 mm,26500000
Peugeot Partner Patagónica 1.6 Hdi Vtc,Bs.As. G.B.A. Norte,Peugeot,Partner Patagónica,2014,1.6 Hdi Vtc,Gris,Diésel,4,Manual,1.6,Monovolumen,213600,,,Hidráulica,Delantera,5,55 L,90,4137,1823,1720,2728 mm,12500000
Chevrolet Corsa Classic 1.6 Gl Aa Dh,Córdoba,Chevrolet,Corsa Classic,2007,1.6 Gl Aa Dh,Gris,Nafta,3,Manual,1.6,Hatchback,139000,,Sí,Hidráulica,Delantera,2,48 L,92,3759,1420,1944,3095 mm,6900000
Peugeot 308 1.6 Feline Thp 163cv Tiptronic,Bs.As. G.B.A. Sur,Peugeot,308,2016,1.6 Feline Thp 163cv Tiptronic,Gris,Nafta,5,Automática,1.6,Hatchback,109000,Sí,,Hidráulica,Delantera,5,60 L,163,4292,1518,1800,2608 mm,12000
Volkswagen Scirocco Gts 2.0 Dsg,Bs.As. G.B.A. Oeste,Volkswagen,Scirocco,2017,Gts 2.0 Dsg,Gris,Nafta,2,Automática,2.0,Coupé,94425,Sí,,Asistida,Delantera,4,55 L,211,4255,1400,1820,2578 mm,33490
