Título,Ubicación,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Piloto automático,Aire acondicionado,Dirección,Control de tracción,Capacidad de personas,Capacidad del tanque,Potencia,Largo,Altura,Ancho,Distancia entre ejes,Precio
Chevrolet Cruze II 1.4 Sedan Ltz,Capital Federal,Chevrolet,Cruze II,2018,1.4 Sedan Ltz,,Nafta,4,Manual,1.4,Sedán,83700,Sí,Sí,Asistida,Delantera,5,60 L,153,4510,1477,1677,2467 mm,17900000
Audi A3 1.4 Tfsi Sedan Stronic 125cv,Buenos Aires Interior,Audi,A3,2016,1.4 Tfsi Sedan Stronic 125cv,Gris,Nafta,4,Automática,1.4,Sedán,135000,No,Sí,Asistida,Delantera,5,50 L,122,4237,1421,1765,2690 mm,17000
Chevrolet Tracker Premier 4x2,Bs.As. G.B.A. Oeste,Chevrolet,Tracker,2018,Premier 4x2,,Nafta,5,,,,77000,,,,,,,,,,,,16000
Volkswagen Saveiro 1.6 Gp Ce Pack Electr.+seg.+ High,Buenos Aires Interior,Volkswagen,Saveiro,2013,,,Nafta,2,Manual,1.6,Pick-Up,160000,,,Hidráulica,Delantera,2,55 L,101,4493,1497,1708,2750 mm,12500000
Renault Captur 2.0 Intens Manual,Capital Federal,Renault,Captur,2021,2.0 Intens Manual,Gris,Nafta,5,Manual,2.0,SUV,31000,,,,Delantera,5,45 L,143,4122,1556,1778,2670 mm,19800
Renault Clio 1.9 Rnd Aa Pack,Bs.As. G.B.A. Sur,Renault,Clio,2003,1.9 Rnd Aa Pack,Verde,Diésel,4,Manual,1.9,Sedán,142000,,Sí,,Delantera,5,50 L,65,4150,1435,1639,2472 mm,5990000
Toyota Hilux 2.5 Dx Cab Doble 4x2 (2009),Bs.As. G.B.A. Oeste,Toyota,Hilux,2008,,,Diésel,4,Manual,2.5,Pick-Up,270000,,,Hidráulica,4x2,5,80 L,102,5255,1820,1855,2860 mm,13900
Ford Ranger 2.2 Cd 4x2 Xl Safety Tdci 125cv,Bs.As. G.B.A. Norte,Ford,Ranger,2015,2.2 Cd 4x2 Xl Safety Tdci 125cv,,Diésel,4,Manual,2.2,Pick-Up,175000,,,Eléctrica,4x2,5,80 L,125,5359,1800,1850,3220 mm,16000
Peugeot 308 1.6 Active,Capital Federal,Peugeot,308,2015,1.6 Active,Blanco,Nafta,5,Manual,1.6,Hatchback,83000,,,Hidráulica,Delantera,5,60 L,115,4276,1519,1815,2608 mm,9500
Ford Ranger 2.2 Cd Xl Tdci 125cv 4x2,Santa Fe,Ford,Ranger,2017,2.2 Cd Xl Tdci 125cv 4x2,Blanco,Diésel,4,Manual,2.2,Pick-Up,90000,No,Sí,Eléctrica,4x2,5,80 L,125,5359,1800,1860,3220 mm,26000000
Peugeot 3008 1.6 Premium Plus Thp 156cv,Bs.As. G.B.A. Norte,Peugeot,3008,2011,1.6 Premium Plus Thp 156cv,Azul,Nafta,5,Manual,1.6,Monovolumen,95000,Sí,Sí,Asistida,Delantera,5,60 L,156,4365,1639,1837,2613 mm,11500000
Kia Sorento 2.4 Ex 4x2 6at,Bs.As. G.B.A. Oeste,Kia,Sorento,2012,2.4 Ex 4x2 6at,,Nafta,5,Automática,2.4,SUV,93000,Sí,,Eléctrica,4x2,7,68 L,174,4685,1710,1885,2700 mm,16900
Peugeot 208 1.6 Gt Thp,Bs.As. G.B.A. Sur,Peugeot,208,2019,1.6 Gt Thp,Blanco,Nafta,5,Manual,1.6,Hatchback,56000,,Sí,Asistida,Delantera,5,55 L,165,3975,1470,1740,2540 mm,16000
Volkswagen Crossfox 1.6 Trendline Ag,Capital Federal,Volkswagen,Crossfox,2014,1.6 Trendline Ag,Gris,Nafta,5,Manual,1.6,Hatchback,40000,,,Hidráulica,Delantera,4,50 L,101,4034,1631,1677,2467 mm,14500000
Toyota Corolla 1.8 Xei Mt Pack,Buenos Aires Interior,Toyota,Corolla,2011,1.8 Xei Mt Pack,Negro,Nafta,4,Manual,1.8,Sedán,220000,,Sí,Eléctrica,Delantera,5,55 L,136,4530,1485,1760,2600 mm,11200
Chevrolet Onix 1.4 Ltz 98cv,Bs.As. G.B.A. Oeste,Chevrolet,Onix,2018,1.4 Ltz 98cv,Rojo,Nafta,5,Manual,1.4,Hatchback,96000,No,Sí,Asistida,Delantera,5,54 L,98,3930,1484,1656,2465 mm,11500
Kia Sorento 2.2 Crdi Ex At 4x2,Capital Federal,Kia,Sorento,2019,2.2 Crdi Ex At 4x2,Plateado,Diésel,5,Automática,2.2,SUV,86000,Sí,,Eléctrica,4x2,7,68 L,200,4685,1710,1885,2700 mm,26500
Fiat Toro 2.0 Volcano 4x4 At,Santa Fe,Fiat,Toro,2017,2.0 Volcano 4x4 At,Negro,Diésel,4,Automática,2.0,Pick-Up,135000,,,,4x4,5,60 L,170,4915,1690,1669,2443 mm,22000000
Honda CR-V 2.4 Lx At 4wd,Bs.As. Costa Atlántica,Honda,CR-V,2009,2.4 Lx At 4wd,,Nafta,5,Automática,2.4,SUV,190000,Sí,,Eléctrica,4x4,5,58 L,170,4520,1680,1871,2640 mm,12500
Chevrolet Onix 1.4 Joy Ls,Bs.As. G.B.A. Sur,Chevrolet,Onix,2023,1.4 Joy Ls,Plateado,Nafta,5,Manual,1.4,Hatchback,75000,No,Sí,,Delantera,5,54 L,98,3930,1484,1656,2465 mm,9000
Mercedes-Benz Clase A 1.6 A45 Amg W176,Bs.As. G.B.A. Oeste,,Clase A,2015,1.6 A45 Amg W176,Plateado,Nafta,5,Automática,1.6,Hatchback,73000,Sí,Sí,Asistida,4x4,5,56 L,360,4292,1430,1720,2425 mm,42000
Toyota Etios 1.5 Sedan Xls l18,Entre Ríos,Toyota,Etios,2020,1.5 Sedan Xls l18,Plateado,Nafta,4,Manual,1.5,Sedán,80000,,,Eléctrica,Delantera,5,45 L,103,4265,1510,1695,2460 mm,20000000
Renault Alaskan 2.3 Bit 16v Emotion Mt 4x4,Río Negro,Renault,Alaskan,2023,2.3 Bit 16v Emotion Mt 4x4,Gris,Diésel,4,Manual,2.3,Pick-Up,8500,Sí,,Hidráulica,4x4,5,80 L,190,5230,1775,1850,3200 mm,28500
Chevrolet Captiva 2.0 Vcdi Ltz At,Buenos Aires Interior,Chevrolet,Captiva,2008,2.0 Vcdi Ltz At,Plateado,Diésel,5,Automática,2.0,SUV,300000,No,Sí,Hidráulica,4x4,7,65 L,150,4635,1755,1944,3095 mm,7000
Toyota Etios 1.5 X 6mt My19,Mendoza,Toyota,Etios,2019,1.5 X 6mt My19,Blanco,Nafta,5,Manual,1.5,Hatchback,88152,,,Eléctrica,Delantera,5,45 L,103,4265,1510,1695,2460 mm,20500000
Chevrolet Tracker 1.8 Ltz,Corrientes,Chevrolet,Tracker,2018,1.8 Ltz,,Nafta,5,Manual,1.8,SUV,135000,,Sí,,4x2,5,53 L,141,4248,1674,1657,2465 mm,18500
Ford Ecosport 2.0 Xls 4x2,Bs.As. G.B.A. Sur,Ford,Ecosport,2011,2.0 Xls 4x2,Negro,Nafta,5,,,,90000,No,Sí,Hidráulica,,,,,,,,,9000
Toyota Yaris S,Bs.As. G.B.A. Oeste,Toyota,Yaris,2018,S,,Nafta,5,,,,56000,,,,,,,,,,,,17500
Jeep Renegade 1.8 Longitude At6,Bs.As. G.B.A. Sur,Jeep,Renegade,2021,1.8 Longitude At6,Gris,Nafta,5,Automática,1.8,SUV,38000,Sí,,Hidráulica,4x2,5,60 L,130,4624,1670,1798,2570 mm,30800000
Citroën C3 Picasso 1.6 Exclusive 115cv,Bs.As. G.B.A. Oeste,,C3 Picasso,2015,1.6 Exclusive 115cv,Rojo,Nafta,5,Manual,1.6,Hatchback,120000,Sí,Sí,Eléctrica,Delantera,5,55 L,115,4092,1634,1735,2525 mm,12600000
Volkswagen Fox 1.6 Connect,Capital Federal,Volkswagen,Fox,2018,1.6 Connect,Blanco,Nafta,5,Manual,1.6,Hatchback,90000,,,Eléctrica,Delantera,5,50 L,101,3823,1552,1660,2467 mm,12450
Ford Ecosport 2.0 Xls 4x2,Bs.As. G.B.A. Sur,Ford,Ecosport,2010,2.0 Xls 4x2,Negro,Nafta,5,Manual,2.0,SUV,160000,,Sí,Hidráulica,4x2,5,54 L,143,4240,1679,1837,2613 mm,8000
Renault Sandero 2.0 Rs 145cv,Bs.As. G.B.A. Oeste,Renault,Sandero,2016,2.0 Rs 145cv,,Nafta,5,Manual,2.0,Hatchback,55000,Sí,,Asistida,Delantera,5,50 L,145,4060,1536,1733,2590 mm,11000
Audi A1 1.4 Ambition Tfsi 122cv,Capital Federal,Audi,A1,2012,1.4 Ambition Tfsi 122cv,Negro,Nafta,3,Manual,1.4,Hatchback,111111,No,Sí,Asistida,Delantera,4,45 L,122,3954,1416,1826,2808 mm,11900
Renault Kangoo 1.6 Sce Zen,Capital Federal,Renault,Kangoo,2022,1.6 Sce Zen,Rojo,Nafta,4,Manual,1.6,Monovolumen,125000,,,Hidráulica,Delantera,5,52 L,114,4010,1860,1670,2600 mm,21500000
Volkswagen Fox 1.6 Comfortline,Bs.As. G.B.A. Oeste,Volkswagen,Fox,2012,1.6 Comfortline,,Nafta,5,Manual,1.6,Hatchback,180000,,,Hidráulica,Delantera,5,50 L,101,3823,1544,1641,2465 mm,8500000
Fiat Strada 1.6 Adventure Cd,Bs.As. G.B.A. Sur,Fiat,Strada,2014,1.6 Adventure Cd,,Nafta,3,Manual,1.6,Pick-Up,180000,,Sí,Hidráulica,Delantera,4,58 L,115,4457,1648,1785,2625 mm,11500
Volkswagen Up! 1.0 Take Up! Aa 75cv 5 p,Santa Fe,Volkswagen,,2016,,,Nafta,5,Manual,1.0,Hatchback,82000,,Sí,,Delantera,5,50 L,75,3605,1500,1645,2421 mm,11800000
Citroën C3 1.5 Tendance Pack Secure I 90cv,Capital Federal,,C3,2015,1.5 Tendance Pack Secure I 90cv,Blanco,Nafta,5,Manual,1.5,Hatchback,99000,,Sí,Eléctrica,Delantera,5,47 L,90,3850,1533,1645,2443 mm,9700
Honda Civic 2.0 Ex-l 2017,Capital Federal,Honda,Civic,2018,2.0 Ex-l 2017,,Nafta,4,Automática,2.0,Sedán,41000,,,,Delantera,5,56 L,200,4637,1433,1778,2651 mm,30000000
Peugeot 207 2011 5 Puertas Xs Diesel Vendo Permuto Financio,Capital Federal,Peugeot,207,2011,XS 1.9L DIESEL,Verde,Diésel,5,Manual,,,118300,,Sí,Asistida,,,,,,,,,7500
Fiat Palio 1.4 Fire,Bs.As. G.B.A. Oeste,Fiat,Palio,2014,1.4 Fire,Negro,Nafta,5,Manual,1.4,Hatchback,379000,,No,Mecánica,Delantera,5,48 L,82,3827,1444,1922,3000 mm,7000000
Honda HR-V 1.8 Ex-l 2wd Cvt,Bs.As. G.B.A. Norte,Honda,HR-V,2016,1.8 Ex-l 2wd Cvt,Blanco,Nafta,5,Automática,1.8,SUV,154000,Sí,,Eléctrica,4x2,5,50 L,140,4294,1586,1770,2640 mm,19000
Ford Ecosport 2.0 Titanium Powershift 4x2 Dps6,Córdoba,Ford,Ecosport,2013,2.0 Titanium Powershift 4x2 Dps6,Rojo,Nafta,5,Automática,2.0,SUV,109000,Sí,Sí,Asistida,4x2,5,52 L,143,4241,1693,1802,2710 mm,14500000
Honda HR-V 1.8 Ex 2wd Cvt,Capital Federal,Honda,HR-V,2015,1.8 Ex 2wd Cvt,Gris,Nafta,5,Automática,1.8,SUV,150000,Sí,,Eléctrica,4x2,5,50 L,140,4294,1586,1770,2640 mm,14990
Ford Ka 1.5 se sedan,Bs.As. G.B.A. Norte,Ford,Ka,2020,1.5 se sedan,Rojo,Nafta/GNC,4,Manual,1.5,Hatchback,94000,No,Sí,Eléctrica,Delantera,5,51 L,123,3969,1464,1777,2686 mm,12800
Nissan Versa 1.6 Sense Mt,Capital Federal,Nissan,Versa,2023,1.6 Sense Mt,Plateado,Híbrido,4,Manual,1,Sedán,20499,No,No,Asistida,4x2,5,41 L,107,4465,1514,1695,2600 mm,21180000
BMW Serie 1 2.5 135i Coupe Sportive 306cv,Bs.As. G.B.A. Sur,BMW,Serie 1,2010,2.5 135i Coupe Sportive 306cv,,Nafta,2,Manual,2.5,,47000,Sí,Sí,Asistida,Trasera,4,53 L,306,4360,1423,1634,2373 mm,32000
Peugeot Partner Patagónica 1.6 Hdi Vtc Plus 92,Bs.As. G.B.A. Sur,Peugeot,Partner Patagónica,2018,1.6 Hdi Vtc Plus 92,,Diésel,4,Manual,1.6,Monovolumen,80000,,Sí,Hidráulica,Delantera,5,55 L,92,4137,1838,1960,2693 mm,14800
Volkswagen Gol Trend 1.6 Trendline 101cv,Córdoba,Volkswagen,Gol Trend,2021,1.6 Trendline 101cv,Rojo,Nafta,5,Manual,1.6,Hatchback,30000,,,,Delantera,5,55 L,101,3899,1464,1656,2466 mm,18899000
Peugeot 308 1.6 Allure Nav 115cv,Capital Federal,Peugeot,308,2014,1.6 Allure Nav 115cv,Plateado,Nafta,5,Manual,1.6,Hatchback,109000,,,Hidráulica,Delantera,5,60 L,115,4276,1519,1815,2608 mm,13800000
Suzuki Fun 1.4,Capital Federal,Suzuki,Fun,2006,1.4,Rojo,Nafta,5,Manual,1.4,Hatchback,135000,,,,Delantera,5,48 L,85,3788,1408,1771,2443 mm,4800
Mercedes-Benz Sprinter 2.1 415 Furgon 3665 150cv Te V1,Bs.As. G.B.A. Oeste,,Sprinter,2014,2.1 415 Furgon 3665 150cv Te V1,Blanco,Diésel,2,Manual,2.1,Furgón,450000,,Sí,Hidráulica,Delantera,2,75 L,150,5910,2430,1994,3025 mm,20000
Toyota SW4 2.8 Srx 177cv 4x4 7as At,Misiones,Toyota,SW4,2016,2.8 Srx 177cv 4x4 7as At,Blanco,Diésel,5,Automática,2.8,SUV,175918,,,Hidráulica,4x4,7,80 L,177,4705,1850,1840,2750 mm,45500000
Mercedes-Benz Clase GLA 1.6 Gla200 At Urban 156cv,Bs.As. G.B.A. Norte,,Clase GLA,2015,1.6 Gla200 At Urban 156cv,Gris,Nafta,5,Automática,1.6,SUV,84200,Sí,Sí,Asistida,Delantera,5,56 L,156,,,,,22500
Volkswagen Amarok 3.0 V6 Extreme,Bs.As. G.B.A. Norte,Volkswagen,Amarok,2023,3.0 V6 Extreme,Blanco,Diésel,4,Automática,3.0,Pick-Up,30000,,,Hidráulica,4x4,5,80 L,224,5254,1834,1944,3095 mm,43000
Chevrolet Agile 1.4 Lt,Córdoba,Chevrolet,Agile,2017,1.4 Lt,Negro,Nafta,5,Manual,1.4,Hatchback,87623,Sí,Sí,Hidráulica,Delantera,5,54 L,92,4063,1549,1760,3085 mm,13900000
Renault Sandero 1.6 Privilege 105cv,Bs.As. G.B.A. Sur,Renault,Sandero,2013,1.6 Privilege 105cv,blue,Nafta,5,Manual,1.6,Hatchback,222000,No,Sí,assisted,Delantera,5,50 L,105,4023,1528,1746,2591 mm,10213500
Volkswagen Saveiro 1.6 Cs 101cv Aa+dh,Bs.As. G.B.A. Sur,Volkswagen,Saveiro,2013,,,Nafta,2,Manual,1.6,Pick-Up,190000,,Sí,Hidráulica,Delantera,2,55 L,101,4493,1497,1708,2750 mm,12000000
Peugeot Partner 1.6 Hdi Furgon Confort,Bs.As. G.B.A. Sur,Peugeot,Partner,2013,1.6 Hdi Furgon Confort,Blanco,Diésel,3,Manual,1.6,Furgón,174000,,Sí,Hidráulica,Delantera,2,55 L,90,4137,1800,1724,2693 mm,9000
Mercedes-Benz Vito 1.6 111 Cdi Furgon Mixto Aa 114cv,Bs.As. G.B.A. Sur,,Vito,2018,1.6 111 Cdi Furgon Mixto Aa 114cv,,Diésel,2,Automática,1.6,Furgón,174400,Sí,Sí,Eléctrica,Trasera,7,75 L,114,5220,1350,1900,3430 mm,31500000
Volkswagen Up! 1.0 Move Up! 75cv 5 p,San Luis,Volkswagen,,2016,,Blanco,Nafta,5,Manual,1,Hatchback,155795,No,Sí,electronic,Delantera,5,50 L,75,3605,1500,1645,2421 mm,13000000
Audi A3 1.4 Tfsi Sedan Stronic 125cv,Buenos Aires Interior,Audi,A3,2019,1.4 Tfsi Sedan Stronic 125cv,Gris,Nafta,4,Automática,1.4,Sedán,52000,Sí,Sí,Asistida,Delantera,5,50 L,122,4237,1421,1765,2690 mm,28500
Ford Ecosport 1.5 Titanium 123cv 4x2 Manual,Bs.As. Costa Atlántica,Ford,Ecosport,2019,1.5 Titanium 123cv 4x2 Manual,Gris,Nafta,5,Manual,1.5,SUV,78000,,Sí,Asistida,4x2,5,52 L,123,4241,1693,1821,2608 mm,18000
Chevrolet Onix 1.4 Joy Ls,Bs.As. G.B.A. Sur,Chevrolet,Onix,2020,1.4 Joy Ls,Gris,Nafta,5,Manual,1.4,Hatchback,30000,No,,Asistida,Delantera,5,54 L,98,3930,1484,1656,2465 mm,13500
Ford Fiesta Kinetic Design 2013 1.6 Titanium 120cv,Bs.As. Costa Atlántica,Ford,Fiesta Kinetic Design,2013,1.6 Titanium 120cv,,Nafta,5,Manual,1.6,Hatchback,140000,Sí,,Eléctrica,Delantera,5,45 L,120,4066,1473,1639,2472 mm,9200
RAM 1500 5.7 Laramie Atx V8,Capital Federal,RAM,1500,2019,5.7 Laramie Atx V8,Gris,Nafta,4,Automática,5.7,Pick-Up,125000,Sí,,Hidráulica,4x4,5,98 L,395,5817,1983,2017,3797 mm,42000
Toyota Yaris 1.5 107Cv S Cvt,Bs.As. G.B.A. Norte,Toyota,Yaris,2024,1.5 107Cv S Cvt,,Nafta,5,Automática,1.5,Hatchback,500,,,,Delantera,5,42 L,107,3945,1510,1695,2550 mm,24200
Toyota Etios 1.5 Xs,Río Negro,Toyota,Etios,2017,1.5 Xs,Plateado,Nafta,5,Manual,1.5,Hatchback,96000,No,Sí,Eléctrica,Delantera,5,45 L,103,4265,1510,1695,2460 mm,13800000
Volkswagen Fox 1.6 Highline,Bs.As. G.B.A. Sur,Volkswagen,Fox,2016,1.6 Highline,,Nafta,5,Manual,1.6,Hatchback,62000,Sí,,Eléctrica,Delantera,5,50 L,110,3823,1552,1660,2467 mm,12999
Renault Kwid 1.0 Sce 66cv Zen,Bs.As. G.B.A. Norte,Renault,Kwid,2019,1.0 Sce 66cv Zen,Plateado,Nafta,5,Manual,1.0,Hatchback,78000,,,,Delantera,5,50 L,66,3680,1474,1752,2423 mm,11400
Jeep Renegade 1.8 Sport At,Bs.As. G.B.A. Oeste,Jeep,Renegade,2017,1.8 Sport At,Plateado,Nafta,5,Automática,1.8,SUV,82022,Sí,,Hidráulica,4x4,5,60 L,128,4624,1670,1798,2570 mm,17000
Chevrolet Tracker 1.2 Ltz Turbo At,Bs.As. G.B.A. Sur,Chevrolet,Tracker,2020,1.2 Ltz Turbo At,,Nafta,5,Automática,1.2,SUV,61000,Sí,Sí,Eléctrica,4x2,5,44 L,132,4270,1626,1791,2570 mm,20500
Fiat Uno 1.4 S Confort Aa,Bs.As. G.B.A. Sur,Fiat,Uno,1998,1.4 S Confort Aa,Blanco,Nafta,5,Manual,1.4,Hatchback,170000,,Sí,,Delantera,5,48 L,72,3770,1480,1740,2540 mm,4000000
Toyota Hilux 2.8 Cd Srx 177cv 4x4 At,Bs.As. G.B.A. Norte,Toyota,Hilux,2023,2.8 Cd Srx 177cv 4x4 At,Blanco,Diésel,4,Automática,2.8,Pick-Up,1091,Sí,Sí,Hidráulica,4x4,5,80 L,177,5260,1850,1855,2860 mm,59000000
Fiat Cronos 1.3 Drive Mt,Bs.As. G.B.A. Sur,Fiat,Cronos,2022,1.3 Drive Mt,Gris,Nafta,4,Manual,1.3,Sedán,52100,,Sí,Eléctrica,Delantera,5,48 L,99,4364,1508,1724,2521 mm,22700000
Renault Clio 1.2 Mío Authentique Pack,Capital Federal,Renault,Clio,2014,1.2 Mío Authentique Pack,Rojo,Nafta,3,Manual,1.2,Hatchback,106000,,Sí,,Delantera,5,50 L,75,3813,1417,1639,2472 mm,7500
Peugeot 208 1.6 Active Tiptronic,Bs.As. G.B.A. Norte,Peugeot,208,2021,1.6 Active Tiptronic,Blanco,Nafta,5,Automática,1.6,Hatchback,46000,No,Sí,Asistida,Delantera,5,47 L,115,4075,1453,1738,2538 mm,16000
Peugeot 208 1.6 Gt Thp,Capital Federal,Peugeot,208,2016,1.6 Gt Thp,,Nafta,5,Manual,1.6,Hatchback,61000,,Sí,Hidráulica,Delantera,5,55 L,165,3975,1470,1740,2540 mm,13500
Volkswagen Fox 1.6 Highline,Bs.As. G.B.A. Norte,Volkswagen,Fox,2013,1.6 Highline,,Nafta,5,Manual,1.6,Hatchback,169000,,,Hidráulica,Delantera,5,50 L,101,3823,1544,1657,2465 mm,9800
Kia Sportage 2.0 Ex 2wd 163cv At,Bs.As. G.B.A. Norte,Kia,Sportage,2013,2.0 Ex 2wd 163cv At,,Nafta,5,Automática,2.0,SUV,122000,Sí,,Eléctrica,4x2,5,55 L,163,4440,1635,1855,2640 mm,14900
Volkswagen Tiguan Allspace 2.0 Tsi Highline Dsg,Bs.As. G.B.A. Oeste,Volkswagen,Tiguan Allspace,2018,2.0 Tsi Highline Dsg,Blanco,Nafta,5,Automática,2.0,SUV,50000,Sí,,Asistida,4x4,5,64 L,220,4427,1683,1809,2604 mm,37000000
Jeep Renegade 1.8 Sport At Plus,Bs.As. G.B.A. Sur,Jeep,Renegade,2018,1.8 Sport At Plus,Gris,Nafta,5,Automática,1.8,SUV,63000,Sí,Sí,Hidráulica,4x4,5,60 L,217,4624,1670,1798,2570 mm,21000000
Citroën C3 1.6 Vti 115 Feel,Bs.As. G.B.A. Sur,,C3,2020,1.6 Vti 115 Feel,,Nafta,5,Manual,1.6,Hatchback,26000,,Sí,Eléctrica,Delantera,5,55 L,115,3944,1521,1728,2460 mm,21500000
Audi A1 1.4 Ambition Tfsi 122cv,Bs.As. G.B.A. Sur,Audi,A1,2011,1.4 Ambition Tfsi 122cv,,Nafta,3,Manual,1.4,Hatchback,113000,No,Sí,Asistida,Delantera,4,45 L,122,3954,1416,1826,2808 mm,11900
